,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,WDF1,WSF1
0,1960.0,7.727272727272727,5.272727272727273,1.2363636363636368,2.7272727272727275,0.2545454545454545,65.91272727272727,17.87272727272727,40.84909090909091,99.07636363636362,29.836363636363632,8.227272727272727,1.8611111111111112,,118.09636363636363,20.974545454545456,0.0,8.290909090909091,1.7636363636363641,10.4,0.03636363636363636,-0.36181818181818165,22.941818181818185,,1017.7878787878788,244.75272727272727,,,10.814727272727271,15.542909090909092,6.085818181818182,,204.8181818181818,21.036363636363635,,,,,,,,,,,,
0,1961.0,7.927272727272728,5.836363636363636,1.1454545454545455,2.6415584415584417,0.2975468975468975,66.18344155844156,25.559018759018763,38.345454545454544,102.92727272727272,32.195382395382396,9.354545454545454,2.208333333333333,,150.45454545454544,28.50909090909091,0.16363636363636364,7.909090909090909,1.236363636363636,10.872727272727273,0.1818181818181818,-1.0254545454545454,23.698181818181816,,1569.4418181818182,241.3381818181818,,,11.125272727272726,15.534727272727272,6.717454545454546,,231.45454545454547,15.636363636363637,,,,,,,,,,,,
0,1962.0,8.438181818181821,5.4399999999999995,1.270909090909091,1.4551226551226553,0.394949494949495,25.355844155844157,25.121717171717172,39.80890909090909,100.66854545454547,38.99444444444445,8.585858585858587,2.411111111111111,,87.66227272727274,16.99927272727273,0.25636363636363635,8.663636363636366,2.1945454545454544,10.620000000000001,0.0,-3.036,23.69018181818182,,1612.8302272727271,261.58418181818183,,,9.971981818181817,14.752072727272727,5.189872727272727,,210.9090909090909,16.59090909090909,,,,,,,,,,,,
0,1963.0,7.594545454545454,5.265454545454546,0.8436363636363637,1.1636363636363636,0.43090909090909085,9.967272727272725,11.623636363636365,32.15927272727273,79.29290909090909,29.558181818181815,13.345454545454546,2.198412698412698,,64.93181818181819,22.97654545454545,0.13818181818181818,7.3472727272727285,2.465454545454546,11.89090909090909,0.74,-1.1,23.95636363636364,,1004.8354112554113,239.08818181818182,,,11.043145454545455,16.075672727272725,6.009818181818182,,206.9090909090909,18.172727272727272,,,,,,,,,,,,
0,1964.0,8.218181818181819,5.600000000000001,0.8545454545454545,1.7454545454545456,0.3090909090909091,32.225454545454554,11.872727272727271,28.42909090909091,79.00363636363636,23.89090909090909,14.369318181818182,2.388888888888889,,112.21272727272726,18.94181818181818,0.0,8.072727272727274,1.4545454545454546,10.127272727272727,0.47272727272727266,-1.1600000000000006,24.043636363636367,,1572.06,248.7927272727273,,,10.64309090909091,15.50818181818182,5.778727272727272,,186.27272727272728,16.672727272727272,,,,,,,,,,,,
0,1965.0,7.50909090909091,4.672727272727273,0.43636363636363634,0.6545454545454545,0.3018181818181818,9.672727272727272,10.734545454545454,26.959999999999997,58.281818181818174,16.774545454545454,11.818181818181818,1.5444444444444445,,84.3850909090909,21.422545454545457,0.04,8.861818181818181,1.3781818181818184,9.294545454545455,0.1890909090909091,-2.2901818181818183,23.005454545454548,,2244.744727272727,260.93418181818186,,,10.16770909090909,14.909272727272727,5.425345454545455,,231.1818181818182,15.22727272727273,,,,3.2222222222222223,,,,,,,,
0,1966.0,8.818181818181818,5.545454545454545,0.8181818181818181,2.218181818181818,0.34343434343434337,42.0,15.573737373737373,29.554545454545455,76.07090909090911,24.56969696969697,11.636363636363637,3.2666666666666666,,143.0418181818182,24.854545454545455,0.03636363636363636,7.963636363636364,1.2363636363636363,9.618181818181819,0.4545454545454546,-0.8727272727272727,23.698181818181823,,1058.7369696969697,247.92545454545456,,,10.874181818181818,15.590909090909093,6.1578181818181825,,239.45454545454547,16.59090909090909,,,,3.3,,,,,,,,
0,1967.0,9.90909090909091,6.927272727272727,0.9636363636363638,1.731818181818182,0.7909090909090909,40.43181818181819,30.945454545454545,39.13818181818181,110.23999999999998,69.1090909090909,14.272727272727272,2.333333333333333,,105.03636363636365,24.658636363636365,0.07636363636363637,8.072727272727272,1.577272727272727,10.522727272727273,0.13636363636363635,-1.297818181818182,23.436818181818182,,1080.1527272727274,251.52954545454548,,,10.685590909090909,15.167409090909093,5.910690909090909,,231.1818181818182,18.69090909090909,,,,4.2,,,,,,,,
0,1968.0,8.905454545454546,5.436363636363636,1.069090909090909,0.6,0.14545454545454545,5.527272727272728,4.545454545454545,30.040727272727274,87.4538181818182,8.49090909090909,12.909090909090908,1.4583333333333333,,81.05454545454545,26.939272727272726,0.09454545454545453,6.683636363636363,1.9018181818181816,11.472727272727273,0.52,-0.78,23.649454545454546,,1199.7935064935064,238.788,,,11.24709090909091,15.933490909090912,6.559236363636363,,241.63636363636363,17.172727272727272,,,,3.6,,,,,,,,
0,1969.0,10.43939393939394,7.409090909090909,1.6363636363636365,5.496969696969697,1.215151515151515,113.39090909090908,77.13636363636364,48.525757575757574,133.84242424242424,163.8969696969697,14.272727272727272,1.4305555555555556,,134.49272727272725,21.45673400673401,0.0,11.424242424242424,3.493265993265993,8.646464646464645,0.42424242424242425,-3.5439393939393944,21.561784511784513,,1776.0400000000002,314.2148148148148,,,8.572037037037035,12.902828282828281,4.620454545454545,,196.63636363636363,16.490909090909092,,,,2.4545454545454546,,,,,,,,
