,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,WDF1,WDFM,WSF1,WSFM
0,1960.0,5.456216223863282,2.767705769176357,0.24391652283809143,5.818211291250507,0.6164643635231871,45.25972611266729,23.800603844231293,13.941692154976467,32.10390492223826,41.417226890756304,2.3813907266737453,3.0016526610644263,,102.07103628023353,23.543953227931485,4.0120004391743525,15.099464207290293,6.842366836062489,11.107367463454418,2.0724000878348705,-11.87135595081247,23.917953729845035,157.5895,2164.903962088417,398.19293763724204,,,5.764876391241608,12.814327715038582,-1.1259718708827404,3027.660476190476,281.4848484848485,19.866161616161612,,,,,,,,,,,,,,
0,1961.0,5.406625465178097,2.873300438596491,0.13750996810207336,3.714390142021721,0.5034601180982761,30.044087966127442,18.332141670464036,12.14510649255715,29.201906731791603,33.785688653451814,2.3259436824857382,2.8383597883597886,,141.01586620926244,27.96304890520108,2.732647280255976,15.377301273605621,4.899572118702554,11.150931363322668,3.106388104648974,-9.444889767237592,25.29946530522618,173.196,1977.3187336669448,373.07225848547586,,,6.637599024405546,13.969131840140534,-0.5912504329004328,3037.191428571429,283.5,20.38181818181818,,,,,,,,,,,,,,
0,1962.0,7.071668761346181,3.728174835916772,0.392783130847647,4.169590618616593,0.6253246753246753,43.058073780476384,19.201727179630407,16.88528543499511,45.97145971233068,37.91218149234278,3.467691259357926,3.4585813492063493,,63.39329557479557,12.882817215740946,3.266201971286717,13.771983760119355,5.597611098882284,10.34450130848436,0.5394232885758309,-11.21165309267004,23.185532259642432,120.46600000000004,2232.643382740448,375.1068092242033,,,6.0679071648690295,12.609663395455769,-0.39192740969012146,3655.7899999999995,274.5,20.36125,,,,,,,,,,,,,,
0,1963.0,6.787597310686483,3.6003683330116454,0.25966833944540946,3.665554544535436,0.6611520114704827,27.828587283205117,21.80108385952335,14.943936337901304,39.30456153895644,39.63237745976599,2.1682282003710576,3.515843346684468,,122.76162022005771,24.31405590736169,2.9425768905107748,13.239416598094286,4.823864381715621,13.309988909162463,1.6303996279202895,-9.254019414928505,26.33209282911762,171.55555555555554,2120.872238272556,338.95535675527407,8.93,20.165,7.7713639464300615,14.920774927551788,0.6050568852634967,3479.686666666667,281.15,21.288636363636364,,,,,,,,,,,,,,
0,1964.0,6.498751578282828,3.6502777777777773,0.363884154040404,5.894587617243867,0.9554768668831171,59.44873083513708,31.55187973484849,18.365777304292926,44.14551783459596,61.44955830627705,5.051717171717171,4.177943485086342,,105.36560824409509,20.51727336219336,4.0701038961038964,14.394121212121211,6.219152092352092,10.036859451659451,1.5164767676767676,-11.776481616161616,24.21983896103896,181.0625,2109.697881471146,390.2880851370851,8.914814814814815,21.049629629629628,5.992765085137085,12.92606843867244,-1.0015405310245309,3741.25,279.0909090909091,23.12727272727273,,,,,,,,,,,,,,
0,1965.0,7.3173250360750375,4.105722402597403,0.315791847041847,6.451493460828904,0.6705681818181818,66.5480371070561,25.188495896464644,16.511132485569988,47.091189393939395,42.15983270202021,6.300000000000001,3.8831672203765226,,68.93931824296232,13.349380202020201,3.5818101010101007,15.395571717171716,6.643234343434344,9.56490101010101,0.5352828282828282,-10.616846868686867,22.47847797979798,124.41916666666665,2499.86219466326,405.0266016161616,10.867833333333333,22.051833333333335,5.157615616161617,11.613144464646464,-1.3223718787878789,2864.036666666667,260.6363636363636,22.231363636363636,,,,1.8333333333333333,13625.454545454546,,,,,58.59090909090909,,306.8181818181818,,19.39090909090909
0,1966.0,5.747514204545455,3.1806249999999996,0.27282670454545455,5.837553661616162,0.7258175505050504,70.60689777236652,33.934952651515154,15.572545454545457,36.23949289772727,59.774655934343436,5.9803030303030305,3.8344345238095237,,98.31062304075235,21.294450995670996,3.3627096681096678,15.37024531024531,6.313190476190475,10.492991919191917,1.3794577200577198,-10.980937893217893,23.1704772005772,127.31949999999999,2408.679367807729,398.002309004329,10.912166666666666,23.081283333333328,5.6379246002886,12.43442836940837,-1.0773619393939395,3357.697619047619,252.97979797979798,22.362626262626264,,,,2.4285714285714284,13619.454545454546,,,,,57.8909090909091,,298.6363636363636,,19.19090909090909
0,1967.0,5.852621675306861,3.023932668840076,0.15824759945130312,5.445646722961537,0.95525181265922,69.12177106158589,35.07640982131723,12.914907006573674,29.874572978461867,66.56185243083391,4.804040404040404,2.3134920634920633,,92.47169686753757,18.477566538399874,3.570522687189354,15.253644151263199,6.278307164616689,10.677433060766393,1.8138259007306627,-13.438172284065143,23.78069745069745,196.8818181818182,2164.8174452148605,397.6694639994045,11.026333333333332,25.88366666666667,5.477715614191805,12.46062774857418,-1.4130541411850936,3860.8441558441555,286.70707070707067,22.85050505050505,,,,1.6444444444444446,15926.727272727272,,,,,68.16363636363636,,282.27272727272725,,19.70909090909091
0,1968.0,7.005041711760462,3.7853828463203465,0.2725606511544011,5.0432550955988455,0.7035928481240982,45.065358044733046,21.60166756854257,15.959413713023087,41.89143612463925,42.383942775974035,5.096363636363637,3.9324153757888705,,72.94920045172219,13.468077973613688,2.6143698893698897,14.363155935774982,5.7442205501729315,9.687858173572458,0.8780288714812524,-9.708562409812412,24.089933060766395,138.78833333333338,2129.3702584983325,370.25825282301474,10.810666666666666,24.550083333333333,6.369727994227995,12.99003469502279,-0.3069511183261183,3599.4454545454546,316.8787878787879,23.081818181818182,,,,1.3452380952380951,15225.818181818182,,,,,64.98181818181818,,331.3636363636364,,17.10909090909091
0,1969.0,6.544592803030303,3.3004876893939388,0.23672348484848485,6.989952989009593,0.850145202020202,128.60365288101139,19.60247474747475,14.959860164141418,35.63701799242425,51.0358648989899,6.614343434343434,3.301109307359307,,101.16116558772522,21.861809512172414,2.9306090862542473,14.3648172392124,6.75378933342643,10.454386608015641,2.0418077666061536,-9.82495397523623,23.297736931527258,158.62530303030306,2285.1412934312066,378.8972036319415,13.708400000000001,28.156133333333333,6.329732602522927,12.99598163373365,-0.36944106095517387,3102.8792207792208,231.11111111111111,20.194444444444446,,,,2.22962962962963,15501.818181818182,,,,,65.18181818181819,,220.9090909090909,,16.790909090909093
