,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,WDFM,WSFM
0,1970.0,9.785032617845118,6.481439393939393,0.774905303030303,1.4332442067736186,0.8098989898989899,28.819582378405908,32.523990929705214,30.09514257154883,87.16251262626263,67.72572459286744,,2.5377705627705627,,157.32057416267943,30.594603174603176,0.14718614718614717,9.943001443001444,1.997258297258297,12.541414141414142,0.7118326118326118,-3.032539682539683,24.495382395382393,133.06666666666666,1399.4988936988937,251.43617604617606,14.5075,27.6075,10.918281385281386,16.5932582972583,5.261803751803752,1743.4,,,,,,,,,,,,,,
0,1971.0,9.22253647586981,6.2407407407407405,1.0353535353535352,1.1471533516988062,0.515342822161004,21.60507346189165,26.519781144781145,39.39370594837261,101.44708193041525,41.07001071319253,,2.383690476190476,,143.49233457019173,27.7643044077135,0.24228650137741045,10.787167125803489,1.1415863177226815,11.977881083562902,0.37294536271809003,-3.3236340679522502,24.058042929292927,150.63333333333333,1841.8445980210263,262.57031565656564,14.4075,28.4725,10.43809331955923,16.06545626721763,4.809541551882461,1393.0,,,,,,,,,,,,,,
0,1972.0,11.034845478595479,8.011189273689274,1.7935275372775372,1.5266378066378066,0.7855163605163606,22.475093795093795,23.711836511836513,43.04768007455507,139.46349386724387,57.95794333294333,,2.741511387163561,,124.51421736158579,30.67395382395382,0.20553359683794464,10.334682225986574,1.4028483593700987,12.668705690444822,0.3559508124725516,-2.8711368341803127,24.556477821695214,111.275,1289.8915545061,252.56986636551855,,,10.886483154526633,16.334415584415584,5.438496455235587,1653.5,,,,,,,,,,,,,,
0,1973.0,9.933112177677396,6.898795407491059,1.3263990840077797,0.2708333333333333,0.12039964866051821,4.843736275801493,3.2630434782608693,39.40968834305791,117.45145931363322,5.467215634606939,,2.405666666666667,,181.31655844155847,35.76688023088023,0.1340909090909091,8.144949494949495,0.9187662337662339,12.365728715728716,1.2469264069264068,-2.089875901875902,26.0572012987013,105.0,1363.0163528138528,233.60204184704185,13.095,27.5875,11.695742352092353,17.51399531024531,5.907172366522366,1668.0,,,,,,,,,,,,,,
0,1974.0,9.295959595959594,6.1938013677144115,1.0746510132379699,0.5353535353535352,0.3019723633854069,5.949714536671058,9.43523825208608,35.91220081247255,101.04963658322356,17.068429637994853,,2.5818095238095236,,138.68257575757576,25.795589225589225,0.10562770562770561,10.946127946127946,0.9919191919191919,11.4987974987975,0.6512265512265512,-3.4740211640211642,25.763400673400675,126.5,1187.3685984848485,257.43199615199615,,,10.571332852332851,16.645283309283307,4.496828282828283,1541.25,,,,,,,,,,,,,,
0,1975.0,9.924353786310308,6.891906644080557,1.430703776899429,0.7175763849676894,0.3553438107785934,13.341407867494823,14.240062896041158,39.41951651609261,120.55285275111362,27.57232574189096,,2.5205357142857143,,134.82364357864358,31.96625344352617,0.24504132231404957,9.094490358126722,1.2891184573002754,12.721763085399449,0.7768595041322314,-2.492314049586777,24.934820936639117,134.4,1422.596254689755,233.1027134986226,14.035,26.72,11.561803030303029,17.20690220385675,5.905741046831957,2357.0,,,,,,,,,,,,,,
0,1976.0,8.946046176046174,6.1904329004329,1.1046825396825395,0.6861471861471862,0.44656359513502375,12.187590187590189,15.185186559472273,36.45464502164502,97.80212987012987,28.852747887033598,,2.371759259259259,,146.97587641117053,27.415064935064937,0.19366281866281868,11.118795093795093,1.649013949013949,12.238047138047136,0.38472823472823475,-4.493759018759018,25.008446368446368,151.9,1160.7313928761298,261.8085834535835,,,10.542080567580568,16.843868446368447,4.272191678691678,1603.0,,,,,,,,,,,,,,
0,1977.0,10.125367965367966,7.273896103896104,1.4474314574314573,1.0014718614718616,0.46035353535353535,17.555815295815293,17.832417027417026,38.194650793650794,118.31791053391053,31.62664502164502,,2.9182098765432105,,86.21718181818183,34.724969172241906,0.36342975206611566,9.159002361275089,1.8022825659189294,13.377430145611966,1.2616883116883117,-2.820756591892956,25.990747737111374,110.33333333333331,1545.5832727272727,240.8199967204513,,,11.307426603699332,17.29199134199134,5.4696108815427,1559.0,,,,,,,,,,,,,,
0,1978.0,8.036616161616163,5.734848484848484,0.9932277318640956,1.4526170798898073,0.34906204906204913,25.53939393939394,26.68764266036993,33.65052800734619,88.48459595959596,39.086239013511744,,2.655263157894737,,111.52883522727272,25.545408631772272,0.6074380165289256,12.303030303030301,2.6831955922865016,11.686409550045916,0.5730027548209367,-5.207116620752985,23.555348943985305,129.13333333333333,1137.9304713804713,294.3811065197429,15.086666666666666,28.34,9.127309458218548,15.925117079889805,2.864276859504132,1695.6,,,,,,,,,,,,,,
0,1979.0,9.467337436868688,6.756794507575758,1.1581676136363637,0.5001893939393939,0.17836963383838383,5.778464330808081,9.746701388888889,39.25143150252526,105.48215119949495,13.577556818181819,,2.3536458333333337,,142.32771836007132,32.20154160654161,0.654004329004329,8.286471861471862,1.6602092352092352,12.907275132275133,1.0681938431938431,-3.037045454545454,26.22146705146706,149.15,1368.1009581105168,233.53751202501206,,,11.485020683020684,17.208747594997597,5.828747835497835,1739.5,,,,,,,,,,,,,,
0,1980.0,8.514488636363636,5.709375,0.9701704545454547,0.5687342171717171,0.3202786796536797,7.888297032828283,16.44252683080808,38.711363636363636,91.89627840909091,22.673224431818184,,3.0653521825396823,,146.8640374331551,32.56727272727272,0.5173473869126043,11.124846288976723,2.1986824769433464,11.710057092665787,1.4976284584980237,-4.433056653491437,24.920641194554243,,1220.8393493761141,269.4900406236276,,,10.16914218269653,16.0202472551603,3.900962121212121,,,,,,,,,,,,,,,
0,1981.0,9.389804292929295,6.413762626262627,1.1580808080808078,0.2796717171717171,0.17998511904761905,3.2405303030303028,5.890609217171717,29.961789772727272,96.19058080808081,11.77265625,,2.5246598639455784,,131.6764814814815,39.70494318181818,0.1955681818181818,9.045757575757573,1.359882920110193,12.440277777777776,0.9827249770431589,-2.3126249999999997,24.821108815426996,68.3,1453.790048100048,226.58566287878784,,,11.994166792929294,16.703165174471994,5.95541590909091,3397.0,,,,,,,,,,,,,,
0,1982.0,8.408017676767678,5.607638888888889,1.201366341991342,0.4017676767676768,0.31743213383838387,8.252556818181818,17.619878472222222,40.47521464646464,97.71845283189032,23.549400252525253,3.754295051353875,1.9233630952380953,,91.52830169830169,24.448731856378917,0.15080213903743314,9.587471352177236,1.2976827094474155,12.830235124352772,0.775316187080893,-3.9481588999236057,25.699320940497415,120.6,1355.6576572447161,234.7719576012223,,,11.186956540191835,17.168405907817675,5.106718105423987,2962.25,,,,,,,,,,,,,,
0,1983.0,9.151760912698412,6.789821203102453,1.8402710137085136,0.5176925505050505,0.319665404040404,11.314970012626262,27.725978535353534,43.63512299332612,139.22576309974747,42.65729166666667,3.171703296703297,2.1845238095238093,,110.11804713804715,33.75219251336898,0.228698752228164,9.828639334521688,1.4747029114676173,10.545008912655971,2.118820558526441,-3.835448603683898,24.221540404040407,133.675,1280.8699124579123,266.2251797385621,,,10.381571152703504,16.065045603089718,4.567200831847892,2835.0,,,,,,,,,,,,,,
0,1984.0,9.61775822743565,6.690648419680678,1.400749429781688,0.4366568914956012,0.30000000000000004,9.956533072662106,11.499120234604106,39.566813294232645,119.77378136200716,24.33727598566308,4.06708152958153,2.4684807256235826,,117.39700577200577,25.186007130124782,0.11051693404634579,10.022103386809269,1.125668449197861,10.46470588235294,0.6795008912655971,-4.295044563279858,23.782852049910872,126.36666666666667,1122.5021756021756,260.8632263814617,,,10.25721568627451,16.095017825311942,4.587828877005347,3564.714285714286,,,,,,,,,,,,,,
0,1985.0,9.497645812968393,6.396391332681656,0.8738921472792439,0.5366568914956011,0.3778999674160965,9.848387096774195,13.376539589442816,32.762236070381235,94.78334555229716,24.201401107852718,3.24421768707483,2.7148809523809523,,91.8628787878788,21.091414141414145,0.1836007130124777,10.209150326797385,1.6910873440285203,11.722638146167558,0.20053475935828874,-4.100950683303625,25.775401069518722,115.15,1154.9372877122878,246.2507367795603,,,10.398612002376709,16.351458110516933,4.316452762923351,3392.0,,,,,,,,,,,,,,
0,1986.0,9.641218637992832,6.494004561746497,1.0394591072010426,0.6768002606712284,0.40244379276637343,12.303747148908439,14.804692082111437,31.481208862821767,94.53649397197786,28.094094167481263,3.2580176767676767,2.26510989010989,,111.83599632690543,22.596914457070707,0.035227272727272725,11.270454545454546,1.165814393939394,12.78489583333333,0.45222537878787883,-5.159829545454546,25.344180871212124,121.43333333333334,1069.852946127946,272.420321969697,,,9.67022711489899,16.858196022727277,3.8898579545454544,3543.6666666666665,,,,,,,,,,,,,,
0,1987.0,8.959393939393939,6.076969696969697,1.0406734006734006,1.0651094276094275,0.2622222222222222,16.405387205387207,11.282558922558923,35.3073771043771,93.45857575757576,15.43861952861953,3.6428571428571432,2.392328042328042,,144.2420745920746,28.88886195286195,0.22666666666666663,9.843636363636362,0.8090043290043291,12.211948051948053,1.3787012987012988,-4.390640692640693,25.47343722943723,105.4,1339.9852092352091,236.21071380471378,,,11.012864646464644,17.34194199134199,4.899011255411255,3658.4,,,,,,,,,,,,,,
0,1988.0,8.785497835497836,5.859740259740259,0.9886363636363639,0.5112914862914862,0.20443722943722945,6.316125541125541,10.509848484848485,33.80053391053391,91.55565295815295,15.991522366522364,3.439732142857143,3.1576719576719574,,185.45154958677685,40.16844444444444,0.23737373737373738,9.914276094276094,0.9709090909090909,11.904360269360268,2.176161616161616,-3.492518518518519,25.310661616161617,107.98333333333332,1202.9026666666666,246.44256565656568,,,11.292743939393938,17.331529292929293,5.233062626262626,3748.857142857143,,,,,,,,,,,,,,
0,1989.0,10.752525252525254,7.718253968253968,1.6085497835497835,0.6147727272727271,0.2751443001443002,9.579383116883118,13.617433261183262,42.1241847041847,131.6457142857143,20.845680014430013,3.7766666666666664,2.827689594356261,,153.6373737373737,34.557154882154876,0.4860606060606061,9.574882154882156,2.5337037037037033,13.18351851851852,1.018989898989899,-3.277636363636364,26.182095959595962,106.98,1044.2783766233767,231.79968013468013,,,11.342515151515151,17.131962794612793,4.959799326599327,2309.333333333333,,,,,,,,,,,,,,
0,1990.0,10.381170033670033,7.316052188552189,1.403526936026936,0.38301346801346803,0.3220875420875421,15.737777777777778,20.586127946127945,44.348084175084175,122.40948821548822,27.132643097643097,3.69795008912656,2.6096938775510203,,130.48384986225895,46.36538915945167,0.12326388888888888,7.895988906926408,0.7711174242424244,14.639461580086579,0.8974093614718615,-1.8420190746753247,27.92779017857143,,1145.7968686868687,192.35033594877342,,,12.950806592712844,19.02579421446609,6.806813717532468,,,,,,,,,,,,,,,
0,1991.0,9.850410353535354,6.466508838383839,1.1815972222222222,0.43696338383838385,0.29073547979797976,12.017645202020201,14.726246843434344,38.56940498737373,106.10452335858587,21.071575126262626,2.80895202020202,2.4304315476190474,,211.14743801652892,42.19465909090909,0.011363636363636362,8.523484848484848,0.641711229946524,14.352406417112299,1.9573975044563279,-1.697007575757576,28.290071301247767,,1085.007972027972,215.21778409090908,,,12.308943181818181,19.056447415329767,5.853940340909091,,,,,,,,,,,,,,,
0,1992.0,10.010650881105425,6.664809348900257,1.1828129782675239,1.1890801958983779,0.5791551882460974,20.44516375880012,24.561524334251605,41.55366445843718,110.67021349862259,46.40232629323538,3.6477192560525893,1.984453781512605,,51.07300275482094,19.10232408114761,0.10463458110516934,8.722918258212376,0.8505050505050505,13.378083354553942,0.2647058823529412,-1.8992114421526187,24.809515321280028,,1272.5126623376625,222.40183091418385,,,11.43294737288855,17.354145912910617,5.512234190645955,,,,,,,,,,,,,,,
0,1993.0,10.363872053872054,6.704713804713805,0.9584175084175084,1.9762962962962967,0.6471127946127947,27.804276094276094,34.3912037037037,34.01558585858586,102.43971717171716,67.93102693602694,3.397080176767677,2.412670068027211,,150.0694214876033,30.95048611111111,0.6275252525252525,10.645138888888887,1.8858901515151514,12.561742424242423,1.465530303030303,-4.477178030303031,25.68020517676768,,1351.755252525253,256.61731060606064,,,10.587202020202021,17.007382260101007,4.1674892676767685,,,,,,,,,,,,,,,
0,1994.0,10.371137298915077,7.244552669552669,1.1128881406659186,2.2113442113442114,0.7321308321308322,35.00812520812521,30.416786916786915,34.29172104644327,109.65136737747851,64.85137085137086,3.5165043290043294,3.238095238095238,,158.8814393939394,28.588242424242427,0.4636363636363636,11.155541125541127,1.8360173160173159,11.822380952380952,0.7775757575757576,-4.057974025974026,25.155506493506493,,1531.9344755244756,266.492670995671,,,10.28465844155844,16.533772294372294,4.0372294372294375,,,,,,,,,,,,,,,
0,1995.0,8.900299700299701,5.831327006327006,0.924003774003774,1.9445137085137083,0.5844141414141415,30.79456277056277,35.598151515151514,32.98444721944722,90.33636641136641,60.89707503607505,2.6638888888888888,2.295851370851371,,161.8982017982018,30.79357142857143,0.3603896103896104,10.326623376623376,2.0675324675324673,12.757142857142858,1.198051948051948,-3.952077922077922,24.975129870129873,,1135.2574675324674,257.7014935064935,,,10.609084415584416,16.945207792207793,4.271824675324675,,,,,,,,,,,,,,,
0,1996.0,10.892783605283604,7.833537296037296,1.2556138306138307,1.4629090909090907,0.7678321678321679,27.87709090909091,42.87473776223776,44.228655788655786,125.11658119658121,79.83304195804196,4.288268398268398,2.403095238095238,,140.6081818181818,27.97681818181818,0.5384615384615384,9.622727272727271,1.6848484848484848,11.919347319347319,0.22843822843822842,-3.3685314685314682,24.896200466200465,,1277.4882284382284,248.7684265734266,,,10.783783216783217,16.365051282051283,5.1303706293706295,,,,,,,,,,,,,,,
0,1997.0,9.912281910009183,6.564474288337925,0.9457874196510562,1.242929292929293,0.668939393939394,25.520851370851368,35.371825396825386,31.69235192837466,95.8947658402204,54.227284752284746,2.2337229437229436,2.953703703703704,,96.829279811098,26.90970538720539,0.0,10.87205387205387,0.543061568061568,11.90607263107263,0.8319023569023569,-2.26449494949495,25.07022246272246,,1452.2178391053392,249.68367003366998,,,10.79382239057239,16.740968855218856,4.755973905723906,,,,,,,,,,,,,,,
0,1998.0,8.930024268660633,6.315190869736326,1.2515069526433165,0.36875522138680034,0.18413078149920253,5.564076858813701,6.9689393939393955,38.30064180768726,106.19389052866326,9.233891547049444,2.357175925925926,2.1400462962962963,2.3714285714285714,124.47988215488213,30.62086099086099,0.01683501683501683,8.83838083213083,0.8357864357864359,12.435786435786435,0.36515151515151517,-2.6083600889850884,26.503437950937954,,1097.7199724517907,223.85135642135648,,,11.488771675084173,17.422400793650795,5.523100288600289,,,,,,,,,256.66666666666663,230.9523809523809,11.782539682539683,16.023809523809522,,,
0,1999.0,9.19754062362758,5.9238471673254285,1.0340799297321035,0.5179558745348218,0.27565124933545987,13.919364699627858,14.141626794258373,41.778010540184454,101.8702371541502,23.396172248803826,2.773737373737374,2.1005291005291005,2.684242424242424,142.4655303030303,34.48512626262626,0.0,8.85349927849928,0.8309884559884559,13.260858585858587,2.2035714285714287,-1.665692640692641,26.63180375180376,,1438.529356060606,217.84945165945166,,,12.057847402597403,18.451695526695527,5.599989538239537,,,,,,,,,255.33333333333334,256.969696969697,12.863030303030305,17.64,,,
0,2000.0,10.68244648869649,6.721909571909573,1.1032151875901877,1.168062200956938,0.4115819852661958,14.4085326953748,24.680337206652997,40.740597943722946,107.06606992544492,34.10098731677679,2.935606060606061,2.237878787878788,2.9454545454545453,119.46837121212121,21.491404958677688,0.016528925619834708,9.386776859504133,1.518181818181818,10.93581267217631,0.45399449035812656,-3.2659504132231403,24.92418732782369,,912.8672727272727,249.9059504132231,,,10.355752066115702,16.13362258953168,4.698925619834711,,,,,,,,,239.54545454545456,227.95454545454544,12.524999999999999,17.215909090909086,,,
0,2001.0,9.198934927506356,5.537614237614237,0.9097711811997526,1.9055892255892257,0.6078787878787878,37.98468013468014,40.169696969696965,32.508818800247376,85.32856524427953,68.15272727272728,2.6795770202020197,3.027083333333333,2.8418181818181814,144.6849494949495,29.294377104377105,0.01515151515151515,9.510858585858585,0.7785353535353535,12.815740740740738,1.0224747474747475,-2.554537037037037,26.03106060606061,,1376.8316666666665,231.26949494949494,,,11.555229797979798,17.564192760942763,5.545839225589226,,,,,,,,,251.0909090909091,246.8181818181818,11.72309090909091,15.690181818181818,,,
0,2002.0,10.247004132231405,6.9188360881542685,1.203271349862259,0.9763636363636363,0.3757575757575758,17.533939393939395,19.53636363636364,35.72030303030303,106.79888085399449,33.879393939393935,2.2086120949757313,2.817857142857142,3.034545454545454,182.00669421487603,35.9806755050505,0.006993006993006992,10.834382284382285,1.1613636363636364,11.56416083916084,1.7643356643356645,-3.3201048951048953,25.616381118881115,,1169.994424242424,239.92937500000002,,,10.293087995337997,16.164302447552448,4.8052668997669,,,,,,,,0.0,239.63636363636365,242.5454545454545,12.743636363636364,17.167272727272728,,,
0,2003.0,12.239944903581268,7.944464121736851,1.5891643709825525,3.6635123556998557,0.8157647907647908,83.60852498196247,68.35524891774891,37.312239931785385,123.16403122130394,118.6696608946609,2.752507215007215,2.3270833333333334,2.9381818181818184,124.80413223140499,33.30447552447552,0.3076923076923077,9.145687645687646,1.7645687645687644,11.840093240093239,0.49067599067599066,-2.3469230769230767,25.282750582750584,,1194.608817016317,238.22167443667442,,,11.083412587412587,16.47578787878788,5.690981351981353,,,,,,,,0.0,240.36363636363635,254.0,12.621818181818181,16.663636363636364,,,
0,2004.0,11.011204146730462,6.476780967570441,1.1977671451355665,3.752727272727273,0.5274891774891775,38.526666666666664,18.62056277056277,38.039740829346094,106.34858851674643,36.40952380952381,3.1914141414141413,2.67687074829932,2.8549090909090906,97.85573426573426,21.209624264624267,0.23753746253746252,9.79002664002664,1.207067932067932,11.739335664335663,0.14737762237762236,-2.8259340659340664,24.257287712287713,,1680.2944264069265,250.90156232656233,,,10.500052808302808,16.15769055944056,4.843460372960373,,,,,,,,0.0,246.13636363636365,247.5227272727273,11.877500000000001,17.74636363636364,,,
0,2005.0,10.31041429330903,6.483635224424699,1.1011297182349813,3.7231060606060606,0.8347247990105133,51.14077767470625,34.811811997526284,39.7313700918964,109.79034347231716,83.45466914038343,2.360760667903525,2.379166666666667,2.8432323232323236,151.6081818181818,35.19194444444445,0.24826839826839825,11.311309523809522,1.6879870129870131,11.581854256854259,1.1037337662337663,-3.5787085137085137,24.124927849927847,,1114.806596736597,267.3402056277056,,,10.238661255411255,15.929644660894661,4.5462113997114,,,,,,,,,234.969696969697,244.6,12.298989898989898,17.880000000000003,,,
0,2006.0,10.141015417331207,6.573338649654438,1.227432216905901,0.6339285714285714,0.1780844155844156,20.63944805194805,16.857954545454547,40.928976608187135,114.03045948203844,25.88555194805195,9.127882723337267,2.961150793650794,2.824727272727273,118.57371212121214,26.688939393939396,0.006493506493506493,8.884054834054835,0.8631673881673881,9.995598845598847,0.6305194805194805,-1.338766233766234,25.39770202020202,,1242.67101010101,233.76823593073593,,,11.329752886002884,16.794609307359305,5.78892784992785,,,,,,,3.921818181818182,,217.6909090909091,215.6363636363636,12.98490909090909,18.267272727272726,,,
0,2007.0,9.561363636363637,6.2434415584415595,1.0654058441558443,2.7026094276094272,0.7308874458874459,37.97114478114478,41.91610389610389,36.82336688311689,95.83503571428571,69.6057142857143,8.24570707070707,2.855411255411255,2.88,136.38035714285715,31.944805194805195,0.07142857142857142,10.638497217068647,2.9716883116883115,12.273506493506494,0.5877056277056276,-2.8223191094619664,24.294432900432902,,953.0728354978354,258.7428107606679,,,10.621793135435992,15.136675324675325,4.998755102040817,,,,,,,3.4890909090909092,,225.45454545454544,227.0909090909091,12.58909090909091,18.652727272727276,,,
0,2008.0,11.468527379053695,7.596105794790005,1.2677432216905902,1.3747294372294374,0.48980880230880236,27.96872294372295,26.25142496392496,43.83555954279639,125.13453880914408,45.78753607503608,9.13594276094276,3.68510101010101,2.834545454545455,136.80522727272725,31.29167003367003,0.02424242424242424,9.245521885521887,1.341077441077441,13.021010101010102,0.4546127946127946,-1.3350033670033672,24.629057239057243,,1461.987683982684,229.84661952861956,,,11.605485521885523,17.165388552188553,6.046377104377104,,,,,,,4.071313131313131,,243.63636363636365,220.54545454545456,12.914545454545456,17.747272727272726,,,
0,2009.0,10.902620802620802,7.126289926289926,0.921068796068796,4.672348484848485,1.3988636363636364,54.55625,86.13214285714285,28.93337633087633,101.13329944178629,149.2095779220779,10.806818181818183,3.749382716049383,2.7587272727272727,86.62528925619836,20.12135780885781,0.04195804195804195,10.330050505050504,1.893006993006993,9.55483682983683,0.23370240870240871,-3.291843434343434,24.002742812742813,,1417.9370661157025,270.14707070707067,,,9.785681235431236,15.014898601398603,4.555709013209014,,,,,,,4.343636363636364,,201.4909090909091,227.96363636363634,12.77509090909091,20.013454545454547,,,
0,2010.0,9.620286195286194,6.168258978675645,1.3696548821548822,3.4522546897546897,2.215688131313131,38.19080086580086,99.18125601250601,40.97126964085297,114.736996996997,214.41854557479556,8.645093795093796,3.357275132275132,2.9127272727272726,179.54297520661157,40.45063131313132,0.007575757575757575,8.242213804713804,1.2255892255892258,13.056397306397306,1.5761784511784513,-0.5212542087542088,25.93800505050505,,1281.4895041322316,227.99017255892252,,,11.980589225589226,17.5217319023569,6.439015151515151,,,,,,,2.962121212121212,,229.8181818181818,216.3636363636364,13.047272727272727,21.761818181818185,,,
0,2011.0,10.659532828282828,7.18501893939394,1.7133333333333334,14.248484848484848,1.801933621933622,392.0113636363637,44.579451659451664,50.29857954545455,142.53249568859326,118.9449062049062,12.01212121212121,3.0347222222222223,2.6345454545454543,183.066341991342,34.438818181818185,0.19999999999999998,9.093939393939394,0.9015151515151515,11.612121212121211,0.7678787878787879,-1.9735454545454545,26.095212121212125,,1110.4311688311686,229.62984848484845,,,11.750215151515151,17.33119393939394,6.1691515151515155,,,,,,,4.264545454545454,,208.54545454545456,207.2727272727273,13.40545454545455,20.37636363636364,,,
