,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HN04,HN05,HN06,HX02,HX03,HX04,HX05,HX06,LN01,LN02,LN03,LN04,LN05,LN06,LX02,LX03,LX04,LX05,LX06,MN01,MN02,MN03,MN04,MN05,MN06,MX02,MX03,MX04,MX05,MX06,WDFM,WSFM,WDF1,WSF1
0,1972.0,11.013091229757897,7.771107904441237,1.4368165784832454,0.8842760942760944,0.4105812220566319,13.751582491582491,13.504172876304025,40.34562329645663,128.00573232323234,30.147839046199703,8.840909090909093,2.8399769585253454,,193.4798086124402,33.90795725108225,0.05440340909090908,9.89749053030303,1.165151515151515,11.709090909090909,1.0454545454545456,-2.5089299242424246,25.337462121212116,116.47500000000001,1335.9326311899483,255.5846496212121,13.269166666666667,24.64541666666667,10.925517518939396,16.3538125,5.522037405303031,2355.5,191.8181818181818,16.854545454545455,,,,4.888888888888889,11558.727272727272,,,,,49.83636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,14.42727272727273,,
0,1973.0,9.465223665223666,6.564646464646465,1.306926406926407,0.23570286195286194,0.11151433691756271,6.472609427609427,5.695735581622678,43.49141774891775,111.77286075036075,7.523879928315412,9.40909090909091,2.764425770308123,,239.7462360446571,50.92877840909091,0.017803030303030303,6.569886363636363,0.8901199494949495,13.99111426767677,2.1999684343434343,0.16741477272727268,27.33339962121212,103.16,1176.1439892830745,198.3795691287879,15.717999999999998,27.912,13.27426609848485,18.791338068181815,7.588813446969698,1640.0,216.0,16.96,,,,4.7,12097.636363636364,,,,,53.309090909090905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9090909090909,14.681818181818182,,
0,1974.0,9.164089629008982,6.165942256668064,1.127231415537867,0.3310881209186294,0.19097118728266269,6.916122483919095,11.173178506375228,33.78331733230927,95.78256563329143,16.776904288789538,6.3100649350649345,2.8906878306878308,,199.58073083778967,38.675463789682546,0.04937920875420875,8.798382635882636,0.7428000240500241,13.025878577441079,1.4530656265031265,-1.4736715367965367,27.060034797378545,127.16111111111111,1026.8226453726454,222.3067405453343,15.118666666666664,27.05772222222222,11.963538029100528,17.82719650372775,6.302393142736892,2083.686507936508,225.45454545454547,20.845454545454547,,,,3.4,12532.90909090909,,,,,55.25454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.63636363636363,16.136363636363637,,
0,1975.0,10.470530303030303,7.3909090909090915,1.59837962962963,0.5102250575934786,0.2323403526793357,9.962094630515681,11.515134394795412,41.29056944444445,127.36631481481481,17.884180790960453,7.62962962962963,2.9819327731092438,,195.38699549062045,40.002013468013466,0.025252525252525245,8.44794051627385,0.8632435465768798,13.594652076318743,1.0560325476992145,-1.2453052749719418,25.808432659932663,92.60000000000001,1082.652161976912,219.5370157126824,16.688055555555554,28.660555555555558,12.296449799583133,17.871262682379346,6.679022166105499,1748.4166666666665,254.54545454545453,18.40909090909091,,,,4.0,11440.363636363636,,,,,50.03636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,14.745454545454544,,
0,1976.0,8.589444444444444,5.6275252525252535,0.7696969696969698,0.6986266170476696,0.3355932203389831,13.810557327662591,18.27796610169492,32.733666666666664,81.45125757575758,25.163670604348574,6.825757575757575,2.6888071895424837,,203.42634680134682,44.64243038285592,0.04738878143133462,8.182594946424734,1.375338491295938,14.150838168923276,1.8445519019987104,-2.153767001320193,26.867019127444657,152.34,1139.5786693861692,215.21290764790768,15.248,27.598000000000003,12.409891375763717,18.474274446593597,6.671637514967302,2923.4,282.72727272727275,22.43636363636364,,,,2.111111111111111,12802.90909090909,,,,,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1818181818182,16.3,,
0,1977.0,9.609951978804437,6.7073149528067555,1.2432232157641994,0.8223950026581606,0.24854797979797982,10.42244373560163,8.59976430976431,40.266540404040406,109.7691724623282,14.769932659932659,5.063636363636364,2.292508417508418,,219.68655844155842,46.34749368686869,0.05211715367965367,5.978839736652237,1.0371911075036075,15.354712301587304,1.7012107683982685,-0.4264847132034632,28.144256854256856,147.62,1317.397074037074,181.79705920815294,14.58,26.113333333333333,13.717122632575757,19.434663510101007,7.949354076479075,2532.0,261.0,19.520000000000003,,,,2.9,12422.727272727272,,,,,53.463636363636354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,15.163636363636364,,
0,1978.0,8.942322346269714,6.242916002126529,0.9463007265638844,2.2475128644939963,0.4552157943067034,41.115303983228515,32.46649153876427,33.318103845472265,92.98460659223817,50.71046307228126,7.354166666666666,2.719021164021164,,207.9290621734587,37.414244719926536,0.134297520661157,8.239962941099305,1.6523014233241506,12.954224058769514,0.7266012396694215,-1.3570649678604225,25.78335227272727,133.48,1259.5510566188198,224.22974747474748,13.911666666666669,25.28333333333333,11.90596011248852,17.66201429063361,6.267328832152697,2247.0,284.2857142857143,19.47142857142857,,,,6.333333333333333,11649.818181818182,,,,,52.7090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.63636363636363,14.518181818181818,,
0,1979.0,9.892113490797701,7.250891116680591,1.1641148325358852,1.0389222412807317,0.37937860750360747,27.097112635791877,24.462536075036077,36.16708475734791,108.9422107035265,44.0259154040404,5.5,3.074679487179487,,178.8526645768025,33.49117803030303,0.5695833333333333,8.07318181818182,1.867159090909091,12.478863636363638,0.6234469696969697,-2.7038409090909092,25.847776515151516,109.2,1260.361510942761,233.20278409090912,14.883333333333336,26.25833333333333,11.40360643939394,16.999828409090906,6.001098863636363,1403.0,320.0,15.4,,,,,11684.727272727272,,,,,51.86363636363637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1818181818182,16.527272727272727,,
0,1980.0,8.250606060606062,5.562309458218549,0.8690495867768595,0.819964349376114,0.4032734754956977,13.801629035452562,16.616816311260756,32.27640817263544,83.92794444444444,24.501271979049754,1.4444444444444446,2.6832465277777775,,222.52240740740743,51.12681788931789,0.1965178096757044,7.735659223817119,1.718105768105768,14.047949572949573,2.396191646191646,-1.563635699096225,26.593742833742837,116.03333333333336,1142.5252339572194,217.52248420498424,18.043333333333333,30.86,12.679282672282673,18.309161635661635,6.811733585858585,1520.5,295.0,15.65,,,,,13377.272727272728,,,,,58.43636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.09090909090907,17.299999999999997,,
0,1981.0,8.754086317722681,5.895426997245179,0.8608264462809917,0.532739156268568,0.19332210998877666,12.413319469201822,14.224242424242425,30.49071992653811,88.02188797061524,19.311896745230083,1.0,2.239392551892552,,194.14900568181818,37.067666245791244,0.05808080808080808,8.174396745230078,1.2827030222863556,12.715530303030302,1.1138397867564533,-1.779311167227834,25.882745510662176,137.575,1337.110937453351,229.48073302469135,13.36857142857143,24.795714285714286,11.790064935064935,17.48553444163861,6.171464085297419,1736.75,258.8888888888889,15.8,,,,,13022.25,,,,,53.37499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.125,14.2625,,
0,1982.0,8.536737747848859,5.703385708941265,1.0022072577628134,0.7750274170274171,0.3711072994091862,17.871870129870132,18.628225652753954,31.737072577628137,84.92102506546952,27.41852487135506,3.7284013605442174,2.42495894909688,,156.31363636363636,31.77989404246547,0.007792207792207791,8.507507730364873,0.8584415584415584,13.455526695526695,0.7594805194805195,-2.2110224695938983,25.991053391053388,128.21666666666667,986.0877361853833,215.55102329416616,14.608333333333334,26.396666666666665,11.743119439290867,17.76120836940837,6.232835992578851,1303.0,244.0,14.35,15.354545454545455,8.49090909090909,11.854545454545455,,,,,,,,14.28181818181818,,,,,,,,,,,8.036363636363635,,,,,,,,,,,10.80909090909091,,,,,,,,,,,,,,
0,1983.0,9.475596259086824,7.088391325655477,1.9565874377195134,1.0641517212945784,0.341598679098679,28.246918161203876,33.278821872571875,42.808891407334805,133.6154259576901,45.432721445221446,3.08164153853809,2.013245758073344,,197.84913165266107,46.11009235209235,0.2040847247990105,8.033580705009276,1.1271964543393116,11.88396619253762,3.023298289012575,-2.3649034219748506,26.14851556380128,157.66000000000005,1254.8954657170787,223.4684823747681,14.90333333333333,27.41,12.003686662543805,17.88062156256442,6.225820305091735,1238.6666666666667,197.5,14.25,17.32659932659933,9.93838383838384,13.463636363636367,,,,,,,,14.646464646464645,15.67777777777778,15.488888888888887,15.133333333333333,16.45,18.35,19.744444444444444,17.655555555555555,23.444444444444446,22.775,22.219999999999995,8.52996632996633,8.71111111111111,8.655555555555555,3.9555555555555566,5.475,9.166666666666666,11.111111111111107,11.166666666666666,10.8,11.3125,11.76,11.479461279461281,12.022222222222222,12.544444444444444,10.21111111111111,10.874999999999998,14.033333333333331,15.033333333333331,14.27777777777778,17.111111111111114,16.987499999999997,16.979999999999997,,,,
0,1984.0,9.60289349015764,6.615557869803153,1.2448256146369352,0.5402906617192331,0.321015096015096,12.226427540713255,14.874705849705851,40.75930797190231,113.15329964061095,26.31126651126651,2.8833371985157696,2.352216748768473,,183.4782196969697,39.77865151515151,0.0867003367003367,7.815540323873656,0.7834054834054834,12.887503607503609,1.16017316017316,-1.6528002244668913,25.980126984126986,129.31666666666666,1011.5957070707071,211.15697546897547,15.37833333333333,26.821666666666665,12.30692987012987,18.005929581529582,6.699778539361872,1215.0,267.0,13.57,17.583030303030302,9.916060606060606,13.75333333333333,4.0,,,,,,,14.687272727272727,15.94,15.99,15.56,15.449999999999998,13.475,20.57,18.56,22.67,21.8125,22.925,8.076969696969696,7.95,8.379999999999999,5.68,4.92,2.375,11.010000000000002,11.06,10.0,7.774999999999999,9.725,11.305757575757577,11.9,12.5,10.43,9.84,7.675,15.720000000000002,14.73,16.43,14.9,16.224999999999998,,,,
0,1985.0,9.248713550600343,5.96634267200305,0.9070516485610826,0.9396825396825396,0.3283216783216783,15.522655122655124,12.262567987567989,33.56783114160472,91.3871012006861,22.852428127428126,2.6422326715430167,3.150641025641026,,177.01017045454546,37.57922655122655,0.03787878787878787,8.03195847362514,1.5208369408369409,13.928571428571429,0.9573160173160171,-1.7951936026936026,27.534043290043293,129.95714285714286,1288.1884551396313,210.37922655122657,13.63714285714286,26.178571428571423,12.162702741702741,17.95081067821068,6.358869248035915,1200.0,242.0,18.610000000000003,18.255151515151514,9.547878787878789,13.549090909090907,2.0,,,,,,,14.658181818181818,15.0,14.66,15.2,15.46,,20.22,17.1,28.880000000000003,26.34,,7.6048484848484845,5.66,6.980000000000001,2.9800000000000004,3.58,,9.54,9.0,9.1,9.0,,10.87939393939394,10.08,10.46,8.14,8.559999999999999,,14.260000000000002,12.54,18.3,16.8,,,,,
0,1986.0,9.720005611672278,6.395491956603069,1.0602038907594464,0.9208977530406103,0.49651229273870784,13.318480725623582,16.505965313512483,34.09458286569398,99.17272166105501,34.59937106918239,3.4582571749238413,2.58640841916704,2.8666666666666667,179.51647116324537,38.29503436621857,0.020979020979020976,8.670731120731123,1.0097818847818847,13.072036297036297,1.2982933732933735,-3.0998481148481147,25.875008325008327,130.27142857142854,1161.985826001955,216.60209216222373,13.695,26.063333333333333,11.606338374588375,17.285410506160506,6.007512635512636,1566.75,238.1818181818182,17.563636363636366,17.0962962962963,10.188215488215489,13.401683501683502,1.5714285714285714,,,,,,,15.11010101010101,18.155555555555555,18.288888888888884,18.266666666666666,18.7,,21.05555555555556,29.011111111111106,27.73333333333333,22.833333333333336,,8.684175084175084,10.633333333333333,7.411111111111113,8.52222222222222,11.355555555555556,,13.211111111111112,13.533333333333331,14.377777777777776,13.400000000000002,,11.777441077441077,14.22222222222222,12.522222222222222,13.4,14.88888888888889,,16.76666666666667,21.700000000000003,21.133333333333336,17.88888888888889,,,,,
0,1987.0,8.978830760434537,6.0891461787688215,1.0332237469029921,1.6602904040404038,0.3892255892255892,22.6464172979798,20.80431768667063,33.09901324566418,92.44278301886794,31.389641513170925,3.858805315055315,4.806051587301588,3.1909090909090905,200.93081922162804,47.21290935672514,0.07618288144603935,8.438011695906432,0.764354066985646,13.317278043593832,2.114407230196704,-2.1295720361509836,26.197041467304626,119.71428571428572,1050.289018558602,209.60255249867092,4.93,16.63,12.493844497607657,18.355275651249336,6.586031100478468,1309.428571428571,255.45454545454547,18.781818181818185,16.66060606060606,9.542424242424241,12.733333333333334,2.555555555555556,,,,,,,14.948484848484847,15.554545454545456,16.263636363636365,16.209090909090907,16.46363636363636,,18.12727272727273,25.309090909090912,23.845454545454547,20.19090909090909,,8.818181818181818,8.327272727272728,6.663636363636363,7.518181818181818,8.981818181818182,,9.49090909090909,10.4,10.563636363636364,10.6,,11.445454545454544,11.618181818181816,10.8,11.345454545454546,12.318181818181818,,13.80909090909091,17.818181818181817,17.5,15.090909090909092,,,,,
0,1988.0,8.379272727272728,5.655402597402596,1.0745541125541127,0.6233471074380165,0.18611111111111112,9.575413223140496,12.344675925925925,32.0821393939394,90.41260057720058,18.16222643097643,3.3696755918978143,2.777423469387755,4.0,254.36849747474744,47.37802749719416,0.05303030303030302,8.743055555555555,1.0720779220779222,12.273448773448774,2.8416305916305915,-1.837588383838384,26.728088023088027,121.18333333333334,1092.0985497835495,214.39893378226714,13.097142857142854,25.825714285714287,12.28134132996633,18.058583694083694,6.23479335016835,1395.2857142857142,297.27272727272725,18.327272727272728,16.045454545454547,9.166666666666668,12.478787878787877,2.2,,,,,,,14.433333333333337,15.163636363636362,14.581818181818182,15.645454545454545,15.9,,17.272727272727277,25.154545454545453,24.17272727272728,19.64545454545454,,8.55757575757576,7.936363636363636,5.200000000000001,6.872727272727274,8.79090909090909,,10.090909090909092,11.263636363636364,11.554545454545456,10.636363636363638,,11.254545454545456,11.536363636363635,9.818181818181818,11.127272727272729,12.009090909090908,,13.51818181818182,17.79090909090909,17.454545454545453,14.709090909090904,,,,,
0,1989.0,11.190560365560366,7.543368205868205,1.3414953102453104,1.1358703312191685,0.35283267457180495,17.424242424242426,19.5005395570613,37.36835858585859,121.35857864357864,27.198233891712153,4.528769173213618,2.7050865800865806,,190.48910016835015,41.36946649029983,0.11287878787878787,9.0672278338945,2.384315375982043,13.660902677569345,1.1945807279140612,-1.9689141414141413,26.739796376463044,112.04,1199.3815835777125,228.29465608465605,,,11.679586459836461,17.200140331890335,5.824179894179895,950.4,230.0,19.33333333333333,19.204545454545457,11.061363636363637,15.08030303030303,1.0,,,,,,,16.809848484848487,15.263636363636362,14.245454545454544,15.5,15.545454545454549,,17.718181818181822,24.245454545454542,23.53636363636364,19.23636363636364,,10.406818181818181,7.572727272727271,4.3,6.509090909090907,7.818181818181818,,9.51818181818182,9.809090909090909,10.445454545454544,10.40909090909091,,13.337878787878788,11.027272727272727,9.090909090909092,10.563636363636364,11.345454545454546,,13.509090909090908,17.045454545454547,16.972727272727273,14.527272727272726,,,,,
0,1990.0,10.280560709132137,6.844980416408988,1.1014739229024944,0.34051383399209484,0.2689877498388137,15.579710144927535,18.04970986460348,35.12020408163265,105.47936198721915,20.908575112830434,2.87037518037518,2.763690476190476,,168.88610710277376,36.12571243042672,0.05714285714285714,8.295287569573283,0.450556586270872,12.762430426716142,0.9097897340754484,-2.1044811379097097,27.652250463821893,114.94,1061.1053036983594,211.3728472479901,,,11.940767779839208,18.414280272108844,6.295176128633271,1035.5,,,19.141750841750838,11.32121212121212,15.002020202020203,1.5,,,,,,,17.258585858585857,14.436363636363636,16.427272727272726,17.11818181818182,16.318181818181817,,18.75454545454545,26.77272727272728,25.454545454545453,21.163636363636364,,10.159259259259258,6.281818181818181,4.181818181818182,5.709090909090909,7.663636363636363,,10.172727272727272,10.618181818181816,11.627272727272729,11.018181818181818,,13.481818181818182,10.409090909090908,9.909090909090908,10.854545454545455,11.736363636363638,,14.52727272727273,18.87272727272727,18.609090909090902,15.70909090909091,,,,,
0,1991.0,9.114745011086475,6.061751662971174,0.988359201773836,0.1110047846889952,0.1314102564102564,3.820813397129187,5.576864801864802,35.714517738359206,91.92838137472283,7.2108391608391615,3.2940000000000005,2.6079822954822953,,287.3512080808081,55.48355747955749,0.0,7.07967346273798,0.4101673416189545,14.380934925289763,2.673435972629521,-0.013258157612996181,28.807583787180565,159.675,1058.4616197691198,184.0961424963925,,,13.509828759949729,19.495997393287713,7.551208048224177,,,,17.563636363636363,10.569696969696968,13.942424242424243,2.333333333333333,,,,,,,15.842424242424244,16.472727272727273,17.636363636363637,18.036363636363635,17.95,,18.381818181818183,25.845454545454547,24.990909090909096,21.68,,9.606060606060606,9.163636363636362,6.6000000000000005,7.972727272727272,10.000000000000002,,11.018181818181818,11.909090909090908,12.518181818181818,13.01,,12.50909090909091,12.427272727272726,11.336363636363636,12.427272727272726,13.860000000000005,,14.472727272727274,19.3,18.990909090909096,17.110000000000003,,,,,
0,1992.0,10.421290283790286,6.906962481962482,0.9499037999038,0.5975783475783476,0.25392338014289234,13.571840196840197,12.360181079083517,35.262717652717654,98.51564935064937,22.08492855383099,4.3348984348984345,2.669862155388471,,148.85836618738404,30.858882575757576,0.0,8.728014998469545,0.5503826140189776,11.672359963269052,0.8770431588613408,-1.6032690541781451,24.97287725742271,140.95999999999998,1033.261791300098,235.50943813131312,,,11.260974977043158,16.71567615549434,5.894118992959902,,,,11.281481481481483,5.6177777777777775,8.354074074074076,,,,,,,,10.334074074074072,13.91111111111111,13.7,14.18888888888889,14.622222222222222,,16.12222222222222,23.21111111111111,22.41111111111111,19.2,,4.668148148148148,7.722222222222224,5.244444444444444,6.477777777777778,7.833333333333333,,9.1,9.077777777777778,10.01111111111111,9.455555555555556,,7.424444444444444,10.477777777777778,9.366666666666664,10.3,10.944444444444445,,12.52222222222222,16.022222222222222,15.955555555555556,13.644444444444444,,,,,
0,1993.0,9.27252760159737,6.349600657740193,1.1166842847075407,1.74988344988345,0.6513636363636364,28.986635586635582,32.21800505050505,35.593397932816536,97.34100540286587,55.522626262626275,2.971461509504988,3.065079365079365,,203.60124458874458,44.17826551226551,0.06642857142857142,9.834582560296846,1.743200371057514,12.028979591836736,2.3621799628942486,-2.3713756957328385,25.39732189239332,131.29999999999998,1146.7183919843596,250.4822552051123,,,11.114930921459491,16.94395120593692,5.562014935064935,,,,16.71818181818182,9.869696969696971,13.52727272727273,1.6,,,,,,,14.633333333333335,15.609090909090908,15.481818181818182,15.339999999999998,15.15,,19.045454545454547,25.87272727272727,23.72,19.01,,8.754545454545456,8.227272727272727,5.763636363636365,6.720000000000001,7.829999999999998,,10.654545454545454,10.454545454545451,10.56,10.57,,11.636363636363635,11.70909090909091,10.072727272727272,10.44,11.19,,14.87272727272727,18.045454545454547,17.230000000000004,14.37,,,,,
