,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HX02,HX03,LN01,LN02,LX02,LX03,MN01,MN02,MX02,MX03,WDFM,WSFM
0,1960.0,4.679063408411235,2.536808300395257,0.08075684380032205,1.792274675851318,0.9067230273752013,46.27103253599604,29.784578967731136,10.245810067549197,23.643379289792332,79.10102421732856,2.1580532212885153,2.816029657477026,,170.7540132275132,32.96202537800364,0.4279020013802623,13.247161051508876,1.160041094171529,14.660177865612647,4.526938013677144,-6.038079992471297,26.15901000690131,215.13597222222222,1253.2466252329118,269.6739283204718,,,10.398883123157036,19.215685532342057,1.7298428351841395,2624.29687950938,232.3181818181818,20.71363636363637,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,5.764366553965093,3.2370314195131713,0.0826974120769741,1.756953529033821,1.0644792555376497,40.4956035853846,39.67601036433153,11.213277008879198,29.634639196974963,95.87339215934107,2.3526077097505667,3.6390905542544885,,165.24900415041503,33.88943371364982,0.38729669577127207,13.908879656125418,1.066715581969819,13.345875217061659,4.1075366253332355,-5.609010840854061,25.354598649937632,197.15817765567766,1397.6063023749948,275.31675398048276,,,10.170772922933942,18.484854776579354,1.9379300022011887,2308.609301809302,198.54545454545456,23.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,4.6475450937950935,2.573598484848485,0.060404040404040404,1.2902002164502164,0.6402772624201196,32.83580627705628,23.791895485466913,9.694111832611831,22.972727813852817,57.764312770562775,3.755,2.7752393550012595,,113.62288434343435,23.93266469417679,0.6500901875901877,12.960088209281759,1.1285673555834848,14.370698342875764,3.3544023181119953,-6.994427396080622,26.44450114625518,195.17339285714283,1623.312556801784,260.67153732020665,,,10.348983143648466,19.26100959770516,1.5465435518782293,2433.0597535505426,205.01363636363635,18.131363636363638,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,5.805332503371719,3.2229298116553022,0.09334356638278204,1.1027827292533177,0.6381489969725264,26.650599128540307,26.086287477954148,11.167193597977912,29.41361990587481,55.51504942044157,2.3477941176470587,3.919803476946334,,117.87588872705696,23.84405274971942,0.33270856715301156,13.504905670461227,1.1712864090641868,13.364349847683181,2.7543549249104804,-5.429688899577788,24.875428330928333,205.45370927318294,1395.8688517247951,276.3530521885522,10.581153846153846,24.470000000000002,9.753496651702207,18.046437934904603,1.536903324247769,2740.995389266818,172.14935064935065,18.399350649350648,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,5.79232845698363,3.2299181469871128,0.11633402995471961,2.30687003968254,1.1288627845919512,39.141661656244985,42.52494288119288,10.666299895506793,29.18701410658307,98.44825712481962,5.0043154761904765,3.0110766045548654,,111.36849336906481,24.182606269896347,0.916931033343247,14.59922314750559,1.9050981461286802,12.780284855094013,2.808884648006785,-7.322791739642885,24.852586387319214,221.68013784461155,1478.35346291614,312.43546123723604,11.02902380952381,26.79122470238095,8.695836822422699,16.956610651223244,0.4858602271350364,2819.9869674185466,232.72727272727272,19.315151515151513,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,6.71126842566716,3.9009607832392645,0.1362695672822255,1.8094708532208534,0.9313556813556813,65.56422697672697,36.48967722092722,14.080060848083,36.190896533143366,83.51556684056683,5.885714285714286,4.1319502801120445,,67.29255578746651,18.190162460366544,0.5114377497030559,13.473857133040807,1.4989354183231736,12.571359120848916,1.71530415918171,-6.493842408536286,24.698555501565703,188.78060119047618,1212.188048761424,286.4152266346654,11.116368303571427,24.644802827380953,9.280319551197103,17.246959483071723,1.3256713760540288,2489.3126984126984,189.5,13.995000000000003,,,,3.575,,,,,,,,,,,,,,,,,,,,
0,1966.0,4.396141290958365,2.260820531094921,0.08879496181325448,1.7149036953384775,0.7184485953004471,46.72028985507246,32.534238104145516,10.693540148875513,21.537272001372614,64.52337795948907,3.9511904761904764,3.0892857142857144,,149.51800630395968,33.64491261006567,0.6722884824925641,12.625619410823493,1.8572496098006306,14.697808502910544,4.086627450402961,-6.149682367896654,25.57049057140894,224.90890786749483,1313.648577476445,262.26245705352846,11.290593837535013,26.90793837535014,10.592194635863002,19.133601267779838,2.0680332921047206,2446.5367839889577,233.27272727272725,20.578636363636363,,,,4.0,,,,,,,,,,,,,,,,,,,,
0,1967.0,6.011577666913032,3.3674271020307605,0.08700264843557526,2.195401493930906,1.0401852924145918,59.73495458789576,38.13994264758596,10.749658628972652,29.38649843381551,94.46708968667568,5.28125,4.828973843058351,,129.39253840245775,28.31398136358921,0.5256290731780928,13.371957671957674,1.4988465419837969,12.559448122683417,3.3756573673240347,-5.368504819436192,24.81261291722076,195.63575187969926,1418.074661413923,276.6355658593404,9.835213032581454,24.839233082706766,9.901718628865687,18.018133060294826,1.75642513368984,2395.6971655328794,205.9090909090909,22.93181818181818,,,,2.333333333333333,,,,,,,,,,,,,,,,,,,,
0,1968.0,5.899516327294105,3.397770028325584,0.1135722302388969,2.372733062547877,0.9165555466481393,57.50941558441558,32.56008564480786,12.102550193290934,31.27900766928544,83.16827957707586,4.39141414141414,4.114807256235828,,112.49223264044385,30.102160252228746,0.4560032813457471,13.497307715115936,1.3386949237976633,13.025294283342228,3.4541513471307987,-5.90239229377928,25.471953685583824,214.2395739348371,1308.216760792219,274.37137225977983,10.044824074074077,25.754757936507936,10.123533001245331,18.18647597550851,2.0114318058273537,2621.7434837092733,225.20454545454544,21.25272727272727,,,,2.5,,,,,,,,,,,,,,,,,,,,
0,1969.0,5.399875964227816,2.982163344200381,0.10393351504462614,2.6785357989061693,0.9335840771025955,75.57093109222738,31.280655541303695,11.709679622503696,28.195014073717783,83.65960063598952,5.185714285714286,3.625062656641604,,145.72842910959716,32.10239459708848,0.4694341372912801,13.224151132314399,1.1958906361967585,13.448182014508545,3.7577976067771983,-4.74658698255637,25.496854575885187,202.0621746031746,1423.9709244358703,275.7027216774155,11.163481481481483,27.555747354497353,10.106657883499722,18.198335497835497,2.0869536963414514,2149.606473214286,162.27272727272725,23.62532467532468,,,,4.0,,,,,,,,,,,,,,,,,,,,
