,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HX02,HX03,LN01,LN02,LN03,LX02,LX03,MN01,MN02,MN03,MX02,MX03,WDF1,WSF1
0,1960.0,7.329599844599845,5.101188811188811,0.785440947940948,5.4523232323232325,1.0727849927849928,72.5454882154882,31.097317171717172,27.16669735819736,74.80515559440559,79.92854025974026,2.2963721463721467,2.744392230576441,,222.1555824639841,42.13921875,1.28604797979798,10.848642676767676,4.849873737373738,14.383112373737374,1.7666666666666666,-5.858557449494949,25.59463383838384,151.91833333333335,1843.3032768157768,284.81091382575755,,,10.248950126262628,16.21764007260101,4.251299558080809,3325.2648809523807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,8.019704923248229,5.867798059333492,0.8769307245685198,3.8728864272981913,0.9745056497175142,55.082879212290976,47.4227978941962,32.94059512447308,87.17984311620138,86.70548921417564,3.0631108381108376,3.178461199294533,,208.82163555194805,39.96109577922078,0.7519886363636363,11.105539772727273,2.742491883116883,13.09898538961039,1.4066152597402597,-4.170937499999999,25.934734172077924,153.42642857142857,1546.9281101190477,271.5775771103896,,,10.582891639610391,16.423473214285714,4.60975,3733.97619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,7.658943768392587,5.2268489166126955,0.6257251934417289,4.132014017728304,1.0871359427609426,81.18557028872155,35.6260542929293,26.924600419265776,70.95925566122416,82.73475168350168,2.5934626184626186,3.328353174603175,,238.1233340430062,42.636759906759906,1.0675990675990676,10.809650349650349,3.7187412587412583,13.88004662004662,1.1193006993006993,-6.511864801864801,26.394629370629367,144.08678571428572,1702.2065915854978,272.36294638694636,,,10.604510023310024,16.409471794871795,4.771998135198135,3761.9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,6.712974415355367,4.556928697404888,0.5459206578254197,3.6935107376283844,0.6543974225008709,32.98074441897972,24.755929989550676,24.29670697908793,61.00946746375318,46.62099442702891,2.2066378066378065,3.121437799926172,,260.5022270698052,48.880301087801094,1.9115734265734263,9.551950271950272,3.470314685314685,15.593286713286712,2.196134421134421,-4.424041569541569,27.282705905205905,165.33809523809524,1686.7659300699302,256.328763014763,13.253333333333332,25.135,11.293784265734265,17.552175213675213,5.10836285936286,3403.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,7.38828051948052,4.998447619047619,0.6758632034632035,2.0364140170174654,0.8217135642135642,24.335402672040605,23.07401515151515,25.815867965367964,70.78473541125541,49.63029581529581,5.318181818181818,4.238639455782312,,272.86722385687233,46.4098972669122,0.753098145635459,10.912980551786523,2.9476061252180656,13.89341603669962,2.467493700329521,-5.779875944950572,26.668466111003426,183.35071428571428,1524.4230935730936,269.42442269173614,15.79533333333333,28.98466666666667,10.8999407507915,17.19391464754151,4.604372875880339,4176.208333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,8.750480030721967,6.21355984964856,0.8538053344504958,3.559348367681701,0.886171135120715,39.523946732280066,29.3836522487783,30.12119516012661,88.83107774170274,65.9171977882062,6.772727272727272,4.322730972730972,,220.17314275568182,39.34002783700545,0.9030066119618358,10.33319495595615,3.3066205767698307,14.024356572117764,1.2881867717688613,-4.205344058926149,26.000810665288277,160.0687619047619,1590.4039290560186,267.5092215330275,14.462523809523807,26.802523809523812,10.618572241605822,16.566052874157354,4.633889362710259,4035.8264285714286,,,,,,1.8888888888888888,,,,,,,,,,,,,,,,,,,,,,244.54545454545453,13.1
0,1966.0,6.052704740614577,3.998356515979467,0.5748678234333972,1.1518985307621672,0.3396617032392894,24.74167125803489,24.109541536050155,25.10087916637097,57.232846970879756,31.89685867293626,7.011363636363636,2.8117261904761905,,223.3497987689394,38.99227119681666,0.7082185491276402,10.874563820018366,2.887878787878788,13.521854912764002,1.7055096418732778,-4.4679797979797975,26.334848484848482,167.88979591836733,1569.4233428030302,272.21928680746856,13.853462585034013,26.999693877551017,10.449311906948271,16.860372359963264,4.017073921028467,3374.9523809523807,,,,,,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,277.27272727272725,11.945454545454549
0,1967.0,7.139959522586642,4.8667962922200205,0.6711222393425783,1.4946625051535765,0.424791280148423,15.825574623788908,16.572208049886623,24.248095971824785,68.92612009929806,24.614969851576998,4.392857142857142,3.8110877684407103,,161.47140276390277,31.533937207573576,0.8915256460711006,10.529410993047357,2.6810048537321265,13.429706152433424,0.8838974157155974,-6.428283484192575,26.83728846910665,168.07285714285712,1678.2721289190608,271.73542306178666,12.858333333333334,25.03579365079365,10.20202389697844,16.366238423192968,4.077285123966942,4248.31746031746,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,262.85714285714283,14.485714285714286
0,1968.0,7.263638213638213,4.9760273676940345,0.5950688200688201,1.0626395011716114,0.5125027625027625,23.786572143452876,19.80301827801828,25.56461492211492,66.87586268669602,38.70742723242723,9.428571428571429,3.6787840136054415,,208.3668144560358,41.96608547008547,1.1108624708624708,11.028422688422689,3.4477233877233875,13.23151515151515,2.0936441336441334,-5.341454545454544,26.492828282828285,175.37,1590.16800999001,280.9564009324009,13.357777777777779,25.740079365079367,10.319038694638696,16.451284537684536,4.155213053613053,4466.4114285714295,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,266.6666666666667,12.316666666666668
0,1969.0,7.471538392777331,5.151504297079518,0.7037955407424433,3.9208460754332317,0.7934787691732136,48.883810582893155,28.55026187803966,26.25463219425609,73.73613294768163,65.07142022072578,8.318181818181818,4.01015625,,220.95935171385992,41.937926887926885,0.4962321628988296,10.809563892897225,3.7837101170434506,13.196328362995029,1.151555234888568,-3.8110028860028855,24.652192560525894,160.46466666666666,1575.2402453102452,276.3123096039763,14.338888888888889,27.00988888888889,10.466081850248516,16.21342833092833,4.718888087221421,3278.346666666666,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,274.54545454545456,11.663636363636364
