,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HX02,HX03,LN01,LN02,LN03,LX02,LX03,MN01,MN02,MN03,MX02,MX03,WDF1,WSF1
0,1960.0,7.8613748117824205,5.909932398519355,1.044433465085639,0.05991397137893953,0.05027124773960216,1.1469765902886924,1.7513397994410653,34.523166466685495,96.33957470669428,3.2577264507644257,5.781371041239463,4.59414511914512,,471.98447953561595,100.4173509650072,0.0,4.765234187109187,0.08077501202501201,21.229197104978354,6.95782677970178,3.7323898208273207,30.734569917929292,144.4287878787879,600.3556655236149,112.77893078854015,,,17.874070135882636,24.646083412247474,11.122710866101492,2077.211363636364,247.45575757575753,17.271828282828285,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,8.910874104170194,6.815633993566954,1.452288245584335,0.002990430622009569,0.004186602870813396,0.07535885167464117,0.20873205741626796,41.516283787596635,123.87569465605777,0.20873205741626796,5.841250341250341,5.245248538011697,,439.5855411255411,87.493878732982,0.0,2.7614702929920325,0.01726778656126482,22.73687966622749,5.111616161616162,3.979816527071962,31.00120937637242,132.19404761904764,564.2566816578484,85.80953184798294,,,18.294323867557566,25.086319362099253,11.525119475029802,2377.8875,261.23915343915337,19.388311688311692,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,8.603599531223841,6.484725710140074,1.2889000502260173,0.0005827505827505826,0.0011580775911986102,0.01456876456876457,0.16444701795020267,39.74372230593225,109.4670003906468,0.17602779386218878,5.324432866874727,5.567944250871081,,519.713726264266,99.7029459488502,0.035138620245003215,3.643568665377176,0.0833010960670535,21.185635611433483,7.44825112830432,2.5696666129378896,31.019476413066837,136.37291666666667,590.9540741686528,104.08046367934665,,,18.15245621104664,25.09164549752848,11.285260718891037,2071.0613636363632,239.5590909090909,17.63306818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,7.557190650821224,5.800040440804772,1.2765335336991388,0.01503267973856209,0.006666666666666666,0.48484848484848486,0.5292727272727272,40.18283627907832,106.40436785967042,0.612909090909091,5.622380315762669,5.3186078936078935,,458.4466198571077,94.44222271980892,0.0,4.426722479308686,0.020480668756530825,22.193331094193162,5.822847522847522,3.388035569156259,30.458047635633847,143.2892361111111,685.1294354908813,100.67967627838317,13.034444444444444,25.20777777777778,18.039788061236337,24.906940600587152,11.15203740608051,2281.3176136363636,266.4513636363636,15.8255,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,8.896647565397565,6.99468401968402,1.7826874514374516,0.0017371163867979152,0.0011655011655011653,0.04342790966994789,0.06753431753431755,54.60170292670293,143.8178894022644,0.07802382802382803,15.036363636363637,4.824156746031746,,465.94257392977386,94.41360468394952,0.0,2.9635592376971687,0.0,21.78290665273424,5.148108755867376,4.227269990545853,30.555477600305185,141.43492063492062,608.4346898952418,91.60894959446684,15.838995670995672,28.39357142857143,18.378315407772305,24.83162433862434,11.895085589059729,1944.7327272727275,242.34680134680133,17.77683501683502,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,8.935311838233917,6.682259983883361,1.1235897940443396,0.003496503496503496,0.003010234798314268,0.1328671328671329,0.22173389524382903,35.691844090253184,103.17191319503007,0.22173389524382903,15.254545454545454,5.076557907113462,,479.22205216724205,92.95619340463458,0.0,3.594670231729055,0.018609625668449196,21.464120617944147,4.929480095068331,4.009464349376114,30.329277777777776,124.01047077922078,554.081961998029,92.75979899838723,16.68808080808081,27.034444444444443,18.220577480689247,24.769369904931672,11.663620231729055,1595.2280303030302,264.4458874458875,16.978541125541128,,,,2.111111111111111,,,,,,,,,,,,,,,,,,,,,,,
0,1966.0,8.549368686868688,6.501249572795625,1.4065186640844536,0.0651913875598086,0.0018427518427518426,2.3283492822966507,0.06572481572481573,43.774020088099036,116.78106430849853,0.07371007371007372,15.49090909090909,4.18613898727535,,447.0599392068837,86.23230697733638,0.0043850267379679135,3.452879212290977,0.012085561497326201,21.341788472964943,4.500540701128937,3.561981325863679,30.183253713606657,120.31869047619047,521.0042798353909,97.93030867498516,17.227999999999998,30.33160714285714,17.87904677022324,24.405860724896016,11.387458636788049,1552.469696969697,228.35454545454544,16.241000000000003,,,,3.2222222222222223,,,,,,,,,,,,,,,,,,,,,,,
0,1967.0,8.209378094672212,6.31713705684294,1.2907456922162805,0.019277744767940842,0.019337162474417375,0.9425628837393544,1.0504720406681192,37.33484980524196,106.65710883343236,1.1304218657159832,16.40909090909091,4.075610500610501,,399.66770941558445,78.41636040638947,0.0,3.3395113929997646,0.018545924359877848,22.456612638007986,3.8496828752642713,2.596666079398638,30.61820295983087,113.459375,584.1467150854501,89.63432581630255,13.90050505050505,26.747070707070712,17.87290621329575,24.78523338031478,10.957519614752172,1664.7386363636363,261.13599632690546,16.426423324150598,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,
0,1968.0,8.068843115758702,6.148518815239594,1.0130069245328985,0.051602693602693595,0.058037326911499085,2.787569023569023,3.545815773630343,34.12839871347988,95.64245307902775,4.533443708609271,16.05409090909091,4.423615921115921,,468.2161941287879,94.07794139810807,0.0,5.300679012345679,0.017766554433221098,21.383110469777137,6.110027657527657,3.4313656004489337,30.61807387365721,121.82499999999996,639.7961666498876,112.4143517716851,15.771388888888886,28.18125,17.668658649991983,24.635609820426488,10.702342712842713,1673.4545454545455,216.74081726354453,16.938170339761253,,,,2.0795454545454546,,,,,,,,,,,,,,,,,,,,,,,
0,1969.0,8.050310537810539,6.062772025272025,1.2968843843843845,0.01775578918436061,0.01042178542178542,0.4444307015735587,0.5395674895674896,39.75102901602902,107.16287469287468,0.6218858468858468,14.16,3.654115226337449,,445.1694431628313,84.41507329598507,0.0,5.061569476275358,0.026951871657754013,19.380575078516255,4.843988201341142,3.6261622527798996,29.494645700704524,122.84964285714287,749.5870978073417,123.93458534929121,15.151444444444445,25.91909090909091,16.911022795178674,23.45172959850607,10.358709086664968,1664.815909090909,193.10123966942146,16.525185950413228,,,,1.5375,,,,,,,,,,,,,,,,,,,,,,,
0,1970.0,7.938892371995821,5.996816440264715,1.2575531173807037,0.0,0.0018808777429467083,0.0,0.2036224312086381,40.36919714385232,106.36977237896204,0.2287008011145942,18.1969696969697,4.2520454545454545,,500.2646527247263,105.38061845561846,0.0014245014245014244,3.4193801568801567,0.01923076923076923,22.50758547008547,6.8910903910903905,3.5312481962481965,31.00452052577053,138.14449404761908,588.7280168119552,90.50401903651903,15.448772727272729,21.74413636363636,18.74773353035853,25.458083657083655,11.99420702908203,1757.9631313131315,235.7785123966942,16.00553719008265,,,,2.5555555555555554,,,,,,,,,,,,,,,,,,,,,,,
0,1971.0,9.461839878746353,7.271925316889345,1.3912181942757482,0.026487900588620012,0.02941465009810333,0.7665140614780903,1.4750490516677568,41.52320416394157,122.01782002969051,1.6132439502943101,21.409090909090907,3.9820559491014036,,435.1138682277318,98.24511308136309,0.0,3.0856546231546234,0.059608909608909605,22.911837699337696,5.218906093906093,4.53484866984867,30.792039765789767,133.74903628117914,489.2493610331111,87.79910066785067,14.657314285714287,26.066161904761906,18.58319710844711,25.201047447922445,12.015667665667664,1770.4817717996289,222.27272727272725,17.35,,,,4.061111111111111,,,,,,,,,,,,,,,,,,,,,,,
0,1972.0,8.373000447828035,6.288313927451859,1.155677464298154,0.0,0.0,0.0,0.0018808777429467083,39.04499666616908,104.14083594566353,0.0018808777429467083,20.181818181818187,2.6519360269360273,,396.60864338364337,91.17867529827896,0.0,2.5497109597719354,0.003325942350332594,22.410127406468867,5.527750941470454,4.286617745398233,31.05674075247246,135.68533333333335,468.6958104701935,85.84116922711435,14.263191919191918,25.92209090909091,18.479847758948367,25.026091956146836,11.930732895153627,2093.3978354978353,203.5858585858586,17.38939393939394,,,,3.303571428571429,,,,,,,,,,,,,,,,,,,,,,,
0,1973.0,8.369456553547463,6.500245966155057,1.598205330023512,0.017988394584139263,0.05558578745198463,0.6905222437137332,6.995644320468263,44.16419305442032,123.71203546453546,8.23572114505213,22.227272727272727,3.8687931951089847,,390.0404700139928,100.75265638528137,0.0,3.1580113636363634,0.03015151515151515,22.701252705627706,5.720407647907647,4.6400075757575765,30.308568813131313,132.55857142857144,507.3634825752634,85.68985741341992,15.234878787878788,26.152929292929294,18.748821784812414,25.317721771284273,12.165897619047618,1705.1250505050507,210.9090909090909,18.69090909090909,,,,2.761111111111111,,,,,,,,,,,,,,,,,,,,,,,
0,1974.0,8.321441019856513,6.482597605837042,1.1624331849683962,0.003288201160541586,0.0012894906511927786,0.0989684074790458,0.11495809155383625,35.25642201695019,104.42466996422984,0.12462927143778209,18.633333333333333,4.753194143819145,,357.27414299242423,88.51449499574501,0.0,3.395847670847671,0.007109557109557108,22.66766890516891,4.805667018167019,4.282891506641507,30.906030219780217,120.36254208754208,394.4017493209405,86.19116480741481,13.148681818181817,24.10159090909091,18.375081585081585,25.324040510415507,11.36331854256854,1798.3222222222223,264.5,20.265,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
0,1975.0,9.668316624895573,7.623832308042835,1.562799043062201,0.0006887052341597795,0.002066115702479339,0.01721763085399449,0.1012396694214876,41.68723817118554,130.19357481908236,0.10330578512396695,,3.9131578947368424,,421.44598587061097,102.47906045145332,0.0,3.118120490620491,0.01090909090909091,23.117238198309625,5.283623995052567,4.924989229024943,31.288081478045765,120.28264550264551,475.1105896082032,82.37510430839004,14.146874999999998,25.801565656565657,18.92565200474129,25.416195609152755,12.38663300865801,1875.2178451178452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.0,8.26128500405844,6.502874729437229,1.3955123218795094,0.0,0.0,0.0,0.0,39.78361818520022,116.17368337391775,0.0,,3.6426237161531283,,356.78772933415786,81.23460595753453,0.0,3.509745413316842,0.01354033290653009,22.360293579659775,4.357924313558116,3.1987152133580707,30.0937782757149,129.56925925925927,433.05405262647804,92.87806565656565,13.706426767676769,25.297891414141418,17.83005108225108,24.76460625876471,10.825384420737993,1715.5196969696972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
