,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,WDF1,WSF1
0,1960.0,8.416372516372517,5.956237512487513,0.9361593267843269,2.87860101010101,0.8320928521423573,47.80765836940838,41.74176881973911,35.873783300033296,92.82408334720836,85.5506732816139,3.6824710808317365,3.315041572184429,,260.3693041085898,50.3255340281699,0.1300112930547713,8.630626529267834,1.475659937888199,15.64380293619424,1.3227955015998494,-0.85864071616789,27.78459392057218,142.71666666666667,1203.3328789905474,212.84011998870696,,,12.961367781071587,18.84140602453102,7.134207160894662,1548.3333333333333,271.974025974026,20.909090909090903,,,,,,,,,,,,,,,
0,1961.0,10.212095675859722,7.171046743518653,0.6783221460187753,1.5259719285882076,0.5446244049692325,36.46176591496359,24.99083072100313,27.720048275694342,89.26065482270538,48.96975792406828,4.536183261183261,3.547237196765498,,287.5751195049083,55.82249583749583,0.10264180264180264,6.729809079809081,0.5691142191142191,15.064246864246865,2.280747030747031,-0.9120629370629371,28.02798923298923,129.4,1272.1108574314574,194.24863858363858,,,13.626405261405258,19.287551448551447,7.983793206793207,1296.6666666666667,259.73766233766236,19.57194805194806,,,,,,,,,,,,,,,
0,1962.0,9.512754046488988,6.288313861506633,0.8092977972496045,2.373426336536093,1.0451650652870164,40.03499322493225,33.519395171224446,28.766212425459415,82.93781672143118,77.2039788125154,3.5177036710935017,2.723365079365079,,238.0037419651056,43.849818735298186,0.07011207970112078,9.404815276048152,1.610654490106545,13.767206309672064,1.4832433928324338,-2.5285830911858307,26.936277846962778,120.48,1185.8498074812512,234.42140929846414,,,11.763321986993219,17.408604538536046,6.163851252248514,1082.1666666666667,255.77056277056275,16.634848484848483,,,,,,,,,,,,,,,
0,1963.0,7.617072624984018,5.135139368367216,0.808058432425521,1.3772727272727272,0.416094489195755,20.752356902356897,21.583183096790695,29.247554660529342,78.41093913821761,35.07246515790819,3.4809884559884554,2.3243809523809524,,243.611772199608,46.05720068330362,0.1028371954842543,7.506491384432561,1.5696709744503863,15.66818924539513,2.1626856803327392,-0.7286657011289364,27.473997326203204,128.88333333333335,1263.0666488413544,200.45492944147355,12.55,26.385,13.095946264111703,19.35678409090909,6.85398139483066,840.1666666666666,267.14393939393943,16.819949494949498,,,,,,,,,,,,,,,
0,1964.0,8.543491032776746,5.761547759599708,0.5841415078428066,1.0633400673400673,0.6024030784030785,25.252107744107743,27.574680134680136,27.199426266374314,74.15712964524653,50.902726310726315,10.73766233766234,3.0096695821185615,,286.091103219697,52.21126405865376,0.017379679144385023,7.123984593837536,0.33398109243697477,15.20648714031067,2.684974216959511,-0.6906730116288942,28.163213330786864,146.9,1230.3685281385283,189.85149111917494,16.658,31.608,13.727088224683811,19.870006000127326,7.625017904889228,1103.6,238.91666666666666,18.58314393939394,,,,,,,,,,,,,,,
0,1965.0,8.115866456775548,5.1502689229961955,0.5256788665879574,0.5191851851851852,0.296986531986532,12.456845117845118,13.33959595959596,26.097848616030433,65.08529942279942,22.574299663299666,9.373376623376624,3.0651765468092,,287.4705226871893,55.55795756068144,0.025460487225193104,6.583103089720737,0.49368846023257795,15.014702699261521,2.2762695229606997,-0.6281294563279858,27.57157202274849,121.44880952380953,1176.2925416805417,188.72699796472187,15.423095238095238,28.65702380952381,13.945413472964944,19.782604044648163,8.046818441770647,1038.5,281.17748917748924,20.57147186147186,,,,2.571428571428572,,,,,,,,,,,
0,1966.0,8.499189033189033,5.527796536796537,0.6207777777777778,1.9797772967772966,0.6682693602693603,60.828957671957674,26.67680808080808,31.477949543049544,76.56272972582973,56.12897113997114,11.894248608534323,2.2425952380952383,,270.931654247392,55.381662403253316,0.029338842975206607,7.770051160960253,0.7326468144649962,13.898167825440552,3.4755105164196074,-1.2101789540425905,27.927616533298355,126.29166666666666,1221.4912654893608,207.81786206218024,13.425,26.04357142857143,13.182435130526041,19.128834929380385,7.249481918754647,1088.6428571428573,244.51515151515153,17.28030303030303,,,,2.7777777777777777,,,,,,,,,,,
0,1967.0,9.389586669038723,6.33408794401945,0.934676510703908,1.773917748917749,0.8713504912135048,55.880563355563346,50.013808337780944,31.762375615252328,90.36676807211053,89.1641750182846,14.030303030303031,2.858814102564103,,225.813512987013,40.67244337312518,0.11121605667060212,8.220903843631117,0.835343696707333,13.583400017490927,0.9296318159954523,-2.0668506493506493,26.73143185097731,107.94142857142859,1153.8700570800165,220.6139331627968,12.829285714285714,26.527142857142856,12.257895710350255,18.148510789715335,6.321962547553457,932.5,279.3809523809524,19.903896103896102,,,,2.555555555555556,,,,,,,,,,,
0,1968.0,8.226382243487507,5.495025917065391,0.7883240297713981,0.6441471861471861,0.36670371670371665,20.45179846079846,22.282927245427242,29.94551435406699,77.51021398192451,33.206401856401854,9.358585858585856,3.3927666388192703,,275.0033215488215,54.420390865173474,0.02816205533596838,7.158571219440784,1.0272664533534102,15.841561055691493,2.712233619842315,-0.7243339188991362,27.31291951607169,111.30238095238096,1033.269616238139,191.56823378714682,14.445,27.587857142857146,13.711534877763139,19.550836574858312,7.7980199092373015,834.3571428571429,254.2007575757576,19.25530303030303,,,,2.8,,,,,,,,,,201.66666666666663,14.3
0,1969.0,8.390933773828511,5.841450216450216,0.8724671527303104,1.2732693476114527,0.6126414521151363,27.1758658008658,26.78456747930432,32.34012987012987,87.4335416191995,52.39617984354826,12.976363636363635,3.0225836167800453,,285.2226677805625,56.4982524828113,0.004307783719548425,8.270093795093794,0.44598718275188864,15.702905101434514,1.8481283422459893,-0.2924541634835753,26.64297300738477,119.75357142857142,1111.7671832160893,200.53850638740346,15.338452380952381,27.998809523809527,13.516700216450216,19.193909748747984,7.931325863678804,916.25,280.95117845117846,19.1379797979798,,,,3.0,,,,,,,,,,227.27272727272728,13.463636363636365
