,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,HN02,HX02,LN02,LX02,MN02,MX02,WDF1,WSF1
0,1960.0,8.610705577946957,6.199919888540578,0.8098260934467832,1.6716134230732773,0.5554075689112186,30.55159335798022,23.611078722575073,31.344462656117823,87.79190070657313,52.85374601068032,4.475782013685239,2.6620552818828678,,318.62122826626927,60.77700139927413,0.41724168087804453,9.427849927849927,1.3125606716515805,17.166815339542612,3.0262779308233854,-2.419076479076479,28.809474834929382,122.4452380952381,1127.6065013415405,209.98858345358343,,,13.315387052341597,19.965826555599286,6.714464099873191,1083.7936507936508,270.27272727272725,18.231818181818184,,,,,,,,,,,,,,,,,,,,,
0,1961.0,10.61841274749438,7.89564056502832,1.0687769335728519,0.4535853432282003,0.2368140589569161,10.0854470727685,10.698589981447123,33.87034759647005,113.09794868019358,15.191468769325912,5.809321475625824,3.4819805194805196,,253.73112914862915,52.06399876314162,0.0038961038961038957,6.587594310451454,0.4665388579674294,16.24694908266337,2.2578519892805606,-1.3536064728921873,28.60313935271078,115.81380952380952,1115.3662875457878,176.1975289631004,,,14.12769000206143,20.602895299938158,7.735641682127396,1285.2422619047618,244.72727272727275,18.409090909090914,,,,,,,,,,,,,,,,,,,,,
0,1962.0,9.697892575461067,6.9293549487042645,1.2604380398900947,0.44795783926218713,0.21312765334504463,7.430120040989606,7.383479724784072,36.27637421178517,107.51002164502164,11.840316205533597,5.5717429396000835,3.6459933435739886,,353.9290133171913,62.85550334425335,0.2447008697008697,7.775598163098163,0.7657043407043407,16.259036309036308,3.3046410046410046,-2.3647155434655436,28.989254368004367,129.29000000000002,981.1381214744852,192.90927104052105,,,13.934607201357203,20.559798901173902,7.394350946725947,1013.7916666666666,281.7474747474747,18.35303030303031,,,,,,,,,,,,,,,,,,,,,
0,1963.0,7.403905314543612,5.342289920481409,0.7084604914392149,0.9530768679704849,0.3351762303889964,16.12222222222222,14.714984955942402,26.427591799453502,75.58563929569247,24.256110752919266,5.222892992424242,3.048856209150326,,298.0430169340464,52.616052299308876,0.40611709197235507,8.36356990962254,1.6692816321105794,18.204007177033493,1.9993188463583202,-2.635266148325359,28.465967238171185,129.59821428571428,1120.1420145903478,189.10940390749602,13.298333333333334,26.825,13.717733452950558,20.881759203880915,6.519836988304094,1441.28125,264.1363636363636,16.53636363636364,,,,,,,,,,,,,,,,,,,,,
0,1964.0,8.811418765115947,6.446060961729977,1.1275572627685304,0.2968939649790713,0.1599411030262094,8.7389774134455,8.037523154544429,35.902223644899706,104.28945991606203,11.886658121232589,11.272727272727273,3.3415021293070075,,311.3330876461847,60.43359923831443,0.007479861910241657,7.721912159570389,0.38900579027161303,17.659056203992915,4.281779823551975,-2.3263571063254607,28.579352293276344,137.16066666666666,1129.7514684042808,180.88307752022942,16.313333333333333,28.9125,14.266378897473832,21.20724789486182,7.379016014576141,1496.704761904762,222.27272727272728,15.904545454545458,,,,,,,,,,,,,,,,,,,,,
0,1965.0,8.381093544137022,5.837022397891963,0.8906163080076124,0.6778441347784414,0.2652952886529529,13.664690702646908,10.749288505492885,31.422439613526567,87.12834358073488,16.47313278773133,12.363636363636363,3.512852733686067,,342.5073863636364,62.29361515151515,0.2098181818181818,7.257878787878789,0.5370606060606061,17.132696969696973,2.2006060606060602,-1.6929575757575759,28.611184848484847,132.90666666666667,1054.868993993994,173.32832424242423,16.191375,27.83457142857143,14.56076212121212,21.218288787878784,7.9295869696969685,1499.0633333333333,250.45454545454544,17.395454545454545,,,,,,,,,,,,,,,,,,,,,
0,1966.0,8.901302883911578,6.531992021665935,1.0325007319572537,0.9426104106761042,0.26373036938730365,32.21568605765685,20.85184140676841,31.062797723612945,95.92430573854487,25.537823490378237,14.045454545454547,3.159455782312925,,302.1570454545455,53.86581444140654,0.07272395002658161,7.679070308346623,0.8289241095162149,16.093982589048377,3.120394736842105,-2.085707735247209,28.374863437001594,136.97733333333332,1221.4077663780663,186.65730918204602,15.251166666666666,27.550261904761904,13.836797614300902,20.333902644869752,7.335603269537479,1300.6271428571429,206.36363636363637,15.700000000000001,,,,,,,,,,,,,,,,,,,,,
0,1967.0,9.577781385281384,7.079301948051948,1.173241341991342,0.6349138870721605,0.322116851972967,20.917091781120558,19.330508320616236,37.20379383116884,108.15469534632035,26.525428747910762,14.40909090909091,3.2556620209059233,,258.3932309395324,43.62360717565263,0.15016397743670468,7.295480781844418,0.7517119244391972,16.95508658008658,0.9430342384887839,-1.761156696838515,28.146673553719005,119.05999999999999,1119.9207921318448,179.788427456382,15.234583333333333,26.955833333333334,13.717975862521314,20.261290043290042,7.176727043158862,1453.4333333333334,247.95454545454544,15.818181818181818,,,,,,,,,,,,,,,,,,,,,
0,1968.0,9.172441344663566,6.69344075677409,0.9844749078082411,0.35801296547565203,0.18634425276216318,17.768400422131766,13.191170769528979,32.275885842552505,96.75543669499226,16.675944950571814,11.509090909090908,3.7974149659863947,,297.21373015873013,57.89082154882155,0.10286868686868686,7.8090235690235685,0.8921481481481484,17.272040404040407,3.2885656565656562,-1.507756228956229,27.99899528619529,127.90866666666666,1291.6711878924377,190.01887003367003,16.162291666666665,28.070416666666667,13.88765144781145,20.456273804713806,7.289466531986533,1287.1333333333332,204.3181818181818,16.027272727272727,,,,,,,,,,,,,,,,,,,,,
0,1969.0,8.731709956709958,6.159200937950938,0.852005772005772,0.882056277056277,0.3547186147186147,21.13016414141414,17.526396103896104,32.239488095238094,87.92281944444444,24.076199494949496,13.745454545454546,3.7098389355742296,,318.1227079997628,60.552113285106714,0.0,9.06022395002658,0.4410187400318979,16.509559409888357,3.417719962785752,-1.03781067251462,27.328740364167995,122.4850595238095,1219.7847581997582,201.186755667578,15.492071428571428,28.960833333333333,13.55566739766082,20.12140473817119,7.046438596491229,1149.9961904761906,268.5454545454545,19.520909090909093,,,,,,,,,,,,,,,,,,,,,
