,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,WDF1,WDFM,WSF1,WSFM
0,1960.0,6.705793826769437,4.76318956111639,0.5858469714567276,3.1824536854839884,1.0686214941291083,54.99555967321119,31.438788354905107,25.858994280786963,64.41156780347025,82.89649229788823,3.3358036143750427,3.7796608946608945,,298.2778746650175,66.57507614607616,0.5807226107226107,9.42322732822733,2.6407781107781108,16.804978909978907,4.641540681540682,-3.131452214452214,29.486282162282162,163.0107142857143,1338.9158422939067,223.44211605061608,,,12.947864812964815,19.53691456321456,6.290139410589411,3296.017857142857,281.2244318181818,18.426420454545458,,,,,,,,,,,,,,,,,
0,1961.0,7.261304993058547,5.153892000574465,1.0574022212647805,1.886881376579869,0.7032003200320032,28.888338155423586,27.55237648764877,37.021601560629996,89.3388517880224,44.45325532553255,3.831153370439085,3.488337924701561,,297.4442764003673,60.3764613997114,0.2769264069264069,8.921316738816738,1.4915584415584415,15.369754689754691,4.28007215007215,-1.7695685425685426,30.113767676767676,157.46874999999997,1030.530096379574,207.94434163059162,,,13.179909884559883,19.878040692640695,6.406103607503607,3539.9303571428572,247.37301136363635,19.799318181818183,,,,,,,,,,,,,,,,,
0,1962.0,6.5380427497726075,4.508038065147069,0.758910362938799,0.7331536943781842,0.26895536746283016,10.849236534440616,9.900008614933988,27.305673372178113,68.53058913440431,14.546621869009929,3.74962794253839,4.787815990593769,,361.95931581439396,72.63362928918123,0.37051559551559543,8.075046250046249,1.1781500906500906,17.220396270396268,4.963805638805638,-2.4670012395012395,30.936348697598703,163.4979166666667,1090.2811220760234,187.9688199715148,,,14.435533355533357,21.391531598031595,7.500185356310357,3255.473214285714,260.80748106060605,19.72561553030303,,,,,,,,,,,,,,,,,
0,1963.0,5.240774736685952,3.5347134563256057,0.5037595581988105,0.9679586266707478,0.22823701298701293,9.180686190913464,8.908671356421358,22.974107850871874,50.70134725087996,14.557993686868686,2.9207611832611833,3.8807973710317456,,464.5379074996541,90.99991258741258,0.46664724164724164,8.256209531209532,1.43012082853855,18.73487223044185,7.072389354667835,-0.7168240093240095,32.10099589931868,182.78750000000002,1198.8692615255115,176.1527968790469,12.732916666666666,25.563750000000002,15.382860676360675,22.740164661990615,7.965087602212602,3572.2083333333335,277.2434659090909,20.127812500000005,,,,,,,,,,,,,,,,,
0,1964.0,6.089476766382596,4.229194410472438,0.7062715560473409,0.8140662724809067,0.35068034716092966,15.785169992609017,17.127828037658134,26.637598049683252,64.46447650754826,23.87010517799353,4.939204545454545,4.467521893814997,,416.5730900554844,72.80937674083023,0.21071760295898223,9.3551276309897,1.0941839491258096,17.022052333970937,5.807377764354509,-3.265881765105903,30.870086957616024,195.1845238095238,1183.49101010101,204.85962108627803,14.575761904761904,28.065595238095238,13.899867428437195,21.09258301453069,6.746988397936675,4161.075396825397,226.40909090909088,20.834090909090907,,,,,,,,,,,,,,,,,
0,1965.0,6.536013032106782,4.645614467377861,0.9079754818594103,1.0323018744660535,0.4550096318569225,15.670593640742894,14.83990485431372,29.67942693838899,78.80576074842816,28.15181832398581,5.302016404647984,5.069268077601412,,347.11861327561326,65.82299152236652,0.21212121212121207,8.113248556998556,1.477041245791246,17.14160052910053,3.9431126743626743,-1.1992977392977395,30.01262355699856,187.50058201058198,1176.955303255772,189.3810076960077,13.755212585034014,27.08508503401361,14.073458363395863,20.823815235690233,7.20734632034632,4227.9375,233.36363636363637,21.77372159090909,,,,2.0005291005291004,14502.545454545454,,,,,63.39090909090908,,,,,241.3636363636364,,16.945454545454545
0,1966.0,4.5666025332692,3.098915504248838,0.44965848965848965,0.8258073344280241,0.3157949689199689,18.946327810120913,16.706944444444446,21.277796151996153,44.130287093153754,23.911550602175602,5.613648989898991,3.8550164719976037,,351.92705128205125,67.3300209411185,0.22929908844542987,9.273823601872383,1.6266191325014856,17.307504456327987,4.679007724301842,-2.4123435575264844,30.127613190730834,202.31316017316018,1194.2422163710276,205.26706454791824,13.619285714285715,27.44976984126984,13.610576866223207,21.177040760546642,6.234188162108895,4507.062012987013,226.64935064935068,20.454545454545457,,,,2.1087962962962963,15448.363636363636,,,,,67.95454545454545,,,,,270.0,,16.172727272727272
0,1967.0,6.672031563208034,4.798739659033777,0.8601331674861088,0.5065597667638484,0.29957781492434954,7.512444414995435,9.329909419513381,27.67760456863398,76.34259397465281,16.743914391439144,6.948510313216196,5.5723192239858905,,280.1209725459725,53.75833470762042,0.12555014430014427,8.714030182780183,0.987973007384772,16.979814956285548,3.4824412189118066,-3.2090587421837427,30.36371725659961,179.64146825396827,1236.5934844138458,191.71320500927646,12.531255102040816,25.759598639455785,13.571410456606888,20.6688608182667,6.41402904040404,4431.673148148148,241.97889610389606,20.01103896103896,,,,1.8277777777777775,14902.363636363636,,,,,65.41818181818181,,,,,225.0,,17.31818181818182
0,1968.0,6.116358901515151,4.321548231034838,0.7572093704906205,0.5566232270895483,0.2459700093720712,9.012382896320721,10.078381755701344,29.398593894944344,69.4260455318491,14.614084140372801,5.491778900112234,4.3861369910282955,,283.3070054980181,62.72659030784032,0.18282828282828278,8.704725415070241,1.4347831253713608,16.17982174688057,4.6800475341651815,-2.324669685359341,30.257891859774208,201.39978354978356,1222.7317711940836,207.2982759139009,13.012539682539682,26.688531746031746,13.449247113997114,20.473706595365417,6.452987344711483,5031.600216450216,225.88037518037518,21.2692784992785,,,,1.6738095238095239,15282.545454545454,,,,,66.61818181818182,,,,,229.0909090909091,,19.463636363636365
0,1969.0,6.671043771043773,4.749088861588861,0.8349474474474474,1.7498303744515866,0.5641465415577092,25.696731200897865,22.620476336973795,29.390950382200383,74.69564780689781,47.09049505204327,8.760541125541126,5.550519652305367,,342.48598161098164,64.41970003188025,0.07201225740551584,9.387058790148679,1.2624935728384004,15.628207360965982,4.124717619545206,-1.047332028146635,28.96650279477866,186.1184981684982,1194.6152190580503,212.48413919091246,14.032333333333334,26.852111111111114,13.303481656263632,19.44871235341925,6.819219555101578,4477.858485958486,234.74116161616163,19.550429292929294,,,,2.814814814814815,12758.181818181818,,,,,55.35454545454545,,,,,290.45454545454544,,16.909090909090907
0,1970.0,5.6361299685163315,4.00869178800997,0.6887654138790501,0.48001779452556653,0.41714308028741015,17.142445177160205,20.851660939289808,23.959099927849927,62.375797537058894,35.10966625013017,5.856149732620321,3.990862840862841,,412.7077391774892,74.53980107194394,0.02821316614420063,10.764465674810504,0.7970172311348782,14.76401833460657,6.013049825991002,-3.104508633129323,30.413791528732713,210.39690476190475,1246.7348772112662,222.8719494262351,14.47777777777778,27.59797619047619,13.181609444788018,20.414595076818607,5.936176858900997,4639.475288600289,251.31818181818184,22.17575757575757,,,,2.375,15199.09090909091,,,,,66.08181818181819,,,,,282.27272727272725,,18.6
0,1971.0,6.157793016649519,4.495955551673041,0.7006833226564168,1.318347537878788,0.5294068894068894,26.56541193181818,32.0068635068635,27.63481810416788,66.67725931641851,47.69019425019425,3.771212121212121,4.036541005291006,,325.8131372549019,70.61867276662733,0.2302469135802469,8.893424990647214,1.2625550375550374,16.77121535871536,5.220781533281533,-2.0167923057737873,30.385187127687125,200.31355311355313,1301.5798135798136,197.4128043421225,12.986785714285714,27.000684523809525,13.982575854700855,20.67103545066045,6.948998971193416,4475.287637362637,,,,,,3.09375,16351.636363636364,,,,,70.38181818181819,,,,,233.1818181818182,,18.80909090909091
0,1972.0,6.34787832664545,4.569122734191228,0.6854065771873991,1.171956120343217,0.5201980329611909,16.808243727598565,19.601265284423178,28.84067628338176,68.73661500853281,32.24574295587453,4.886483886483886,4.38140756302521,,308.50793924089385,57.991440058479526,0.5981658692185008,9.704249734183945,1.8961224082934607,15.580881180223287,4.557077352472089,-3.876070906432748,30.455905103668258,185.40388278388278,1341.9613655208805,222.20133007708662,13.327732142857144,26.348815476190474,12.70700009968102,19.638585925039873,5.76355808080808,4161.517704517705,,,,,,1.777777777777778,15596.181818181818,,,,,67.16363636363637,,,,,208.63636363636363,,16.01818181818182
0,1973.0,7.3868736972903655,5.60585501175779,1.2544150165677943,0.8006903271848923,0.5106853105523319,14.266065546772067,19.935191005802707,39.13948185559297,102.08613434276629,35.534784010315924,4.897727272727273,3.942588702147526,,336.72874165382643,62.761322751322744,0.09347619047619046,7.610075036075036,0.8458484848484848,15.860519480519478,4.691976911976912,-1.0021767676767679,29.491748196248196,184.47404761904767,1154.8213474287388,190.6403772005772,13.641220238095237,26.080505952380953,13.912201385281383,20.455781515151518,7.37498121212121,4307.010317460317,,,,,,3.5277777777777772,15676.363636363636,,,,,67.31818181818181,,,,,220.9090909090909,,15.52727272727273
0,1974.0,5.458097356262494,3.9679064564385658,0.6444259104809564,0.32284092848608975,0.293679806378219,8.307185914443979,13.192855234125076,27.840808014615355,60.92340899162,16.94951709078693,6.368181818181817,3.549702380952381,,331.45295454545453,57.6425807416268,0.004784688995215311,8.108034290271133,0.5078149920255184,16.798657628920786,4.471205475810739,-1.6374189261031369,29.91233552631579,197.82394557823133,1218.2167460840285,187.7905542264753,12.198333333333334,25.414357142857142,13.894627359117491,21.27985220627326,6.561083898192451,4333.034199134198,315.0,20.05,,,,1.962962962962963,17971.636363636364,,,,,77.98181818181818,,,,,200.45454545454547,,17.34545454545454
0,1975.0,5.502940029954249,3.97409624340904,0.6168369545146796,1.1436237373737375,0.5885903303872054,29.824507301273606,38.533105797558925,26.413684731540183,62.24657429063828,51.49111952861952,10.212121212121213,3.690368940368941,,367.76400556908374,67.34743174993174,0.30761865761865764,10.49564077064077,1.8426699426699429,16.35300495300495,5.565862290862291,-4.944117234117234,29.853773838773837,187.08768707482992,1375.3751831501834,222.42731484731485,13.003714285714286,26.92355357142857,12.991816202566202,20.07609784134784,5.8284236671736664,4194.894756235828,225.0,23.83636363636364,,,,2.5555555555555554,17659.636363636364,,,,,76.12727272727274,,,,,204.54545454545453,,18.29090909090909
0,1976.0,4.976148504273504,3.533077339327339,0.4966266372516372,0.3185471738663228,0.24455417267917265,8.108596604341287,12.534707942520441,21.792989614552116,50.05846694971695,15.656409331409334,4.327272727272727,3.000037436358191,,342.37551738584,59.6852880921895,0.21842367335325077,9.473154075970978,0.8573339024043249,16.661900697111964,5.2837245696400625,-4.248319817897283,31.28860862142552,215.6706632653061,1260.5273886328725,203.06952198036703,12.12521164021164,24.90431216931217,13.554888462085644,21.32822079954474,5.816587850334329,4163.9308673469395,261.8181818181818,21.63636363636364,,,,1.5,18736.90909090909,,,,,82.01818181818183,,,,,225.0,,16.5
0,1977.0,6.6902554752308445,4.860718550743182,1.0531875759708273,0.17482151356496906,0.08074945887445888,4.36872917658258,4.985193452380952,32.61462899579895,85.97658205915596,6.248112824675324,7.025,3.509632034632035,,337.17621462319045,75.57256893106891,0.11888111888111887,8.113181818181818,0.6022977022977023,18.14244255744256,4.980374625374625,-0.5825734265734266,30.100323176823178,177.03920634920635,1273.14099251443,172.11491958041958,13.705761904761905,25.647928571428572,15.048686813186814,22.161923226773222,7.864733566433566,3758.6650000000004,265.90909090909093,21.63636363636364,,,,2.468253968253968,17193.272727272728,,,,,75.32727272727273,,,,,265.90909090909093,,15.954545454545457
0,1978.0,6.06149201149201,4.153140803140802,0.5266635141635142,1.4565340444206427,0.5908478726660544,22.485134667737764,28.46417967554331,24.83333117208117,57.91659412659413,49.22738623609836,3.9791666666666665,3.8838918283362727,,408.43289772727275,75.78385301426968,0.6657687991021325,9.91456228956229,2.7102272727272725,16.475631313131313,6.631186868686868,-3.4216975308641975,30.436148989898996,216.41039682539682,1296.4974650349652,227.65313011063012,14.488517006802722,28.098074829931978,12.873276865881031,20.002151515151514,5.66710563973064,4173.183333333333,253.63636363636363,20.9,,,,1.3333333333333333,17424.0,,,,,75.61818181818181,,,,,245.45454545454547,,16.536363636363635
0,1979.0,5.6092675228931155,4.186115043461015,0.7601829055620525,1.0498359887535147,0.36568220273804025,18.147996719775072,16.661611034199865,29.871810231632505,68.62528919868967,24.145413526124187,5.853030303030303,3.4865525793650796,,304.1586557886558,65.20878641487336,0.7948051948051947,9.756392496392497,1.2530864197530862,16.798470819304153,5.043280022446689,-2.6337200577200575,29.793062570145903,180.85714285714286,1337.554695391414,211.0762933684673,14.5975,28.576249999999998,13.240094155844156,20.657077721661054,5.869830591630591,2888.5272108843537,290.45454545454544,20.20909090909091,,,,2.2645502645502646,17567.454545454544,,,,,77.28181818181818,,,,,265.90909090909093,,15.48181818181818
0,1980.0,4.711050416145203,3.3179409190072695,0.5158759223925101,1.1358207745908282,0.46489109848484844,22.409625668449195,32.69806660353535,25.121225901533958,50.463209960129404,45.94974221380471,3.8904958677685952,2.7089523809523812,,472.4682196969697,92.50020336700337,0.6286666666666667,9.302545454545456,1.8147682764565882,17.074446693277864,7.713476134255355,-3.045248484848485,32.339010419594835,224.94197278911562,1313.61771994672,205.61210235690234,12.430833333333334,26.409166666666668,14.319141885521885,21.581299919416804,6.746643636363637,3109.126530612245,253.63636363636363,21.35454545454545,,,,1.8888888888888886,15938.727272727272,,,,,69.30909090909091,,,,330.0,252.0,13.0,16.09
