,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HX02,HX03,LN01,LN02,LN03,LX02,LX03,MN01,MN02,MN03,MX02,MX03
0,1960.0,5.241472577009767,2.352468903915185,0.0486455463728191,3.647594396344396,1.2365659571909573,36.830185786435784,35.944424903799906,9.2992793638868,20.115370857333666,82.32267947330448,1.9768942797244684,3.2107843137254903,,80.95133481979867,17.47895146958305,2.1925879091668565,16.251590339485077,4.039359763043973,11.319941520467836,2.3345093795093796,-11.929284347231714,24.048621477937267,218.73171428571428,1788.6231027737697,365.5603567251462,,,6.6725379851143005,14.814644209007364,-1.4684171831092883,3729.663333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,6.250827603768782,3.148794972534468,0.08774509803921567,3.444372597523858,1.3450073968981533,51.11539555216025,43.866325924309116,10.436650933100513,27.285454636400015,95.70798107121638,2.005561755952381,4.00236143637783,,96.35366792929293,18.745495839857544,1.054451045408492,15.870467593871847,2.6259625126646404,10.836867919314727,2.027549814251942,-8.91375617880937,24.064569171962788,191.86363636363637,1588.8772718760642,340.24219389948115,,,7.511186131835068,15.276492831046024,-0.284000974793528,3917.254473304474,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,5.42891865079365,2.8861623058314234,0.1825927340633223,2.251519660894661,0.844094304388422,40.126049359137596,25.262647217978103,12.45287385408709,29.9888651218063,50.561029411764714,1.923794395568589,4.779637526652452,,44.37187279668292,10.795620521453856,1.458092833092833,14.549662682996017,2.281801840135173,11.507994782994786,1.1679983596650265,-10.500633533133534,24.778273763273763,195.76859307359308,1582.391408355121,317.0208261491595,,,7.931667715001049,16.05708995325662,-0.23441549499882836,2978.957575757576,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,5.612136051497753,2.928308925117436,0.1222956515509707,2.958184652648938,0.9030859616573902,39.06815270047412,30.927404401154398,11.653520949106056,27.85434673482546,64.35433596165738,1.7193204365079366,4.166915422885571,,91.92121066433566,16.470402712842713,1.1347890331890333,14.289828282828283,2.2390121212121206,12.362004617604617,1.7638161616161614,-8.651121847041846,24.384487012987016,198.12961904761906,1440.5837988928477,312.12860721500726,10.2195,23.8665,8.381695434343433,16.45811148340548,0.342540608946609,2594.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,5.757881305867883,2.8101741286305044,0.11511858760180907,4.661420961078496,1.4712472146145616,65.63072950641443,41.159990821725515,10.636504038467125,26.57705235480403,101.18558593711654,4.916666666666667,3.0209523809523806,,72.9312450820784,15.814769174428266,1.839904414716445,16.32590431706973,4.310760472692291,10.465989439853075,1.8656019065109974,-11.657601416962319,23.514677702348155,225.86350000000002,1901.641103192201,373.10386721653765,9.9942,25.586633333333335,6.338048641173642,14.403526086077223,-1.6078188707699985,3137.0109523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,6.288211864239262,3.152649291347921,0.14944034276226056,3.5972533554725334,1.2728233887324798,64.55898713158987,49.85290467108649,11.854304517780546,30.803371286247998,91.84870634416089,3.625,4.441226353555121,,42.4965299612668,10.670072122533956,1.9739348225989444,15.057443849619425,3.127441811792957,10.644419384686557,0.8637049337431016,-9.346443249286759,23.778183745855504,181.46500000000003,1688.323723682267,343.0607242270028,10.116208333333333,24.545833333333334,7.13941761948823,14.85697169073505,-0.612164612317284,2459.909523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.0,5.015365527865528,2.6086848211848213,0.06664619164619165,3.533310285393619,1.2094781635597962,57.95900472983806,47.53500358296277,10.285873015873015,22.259370831870832,86.8950736716043,3.025,3.456203890006707,,95.76476967476967,19.52694633144633,1.547029637029637,15.953611111111112,3.1705910755910756,11.59208485958486,2.347835497835498,-10.57689577089577,23.88868306693307,225.39818181818183,1726.412917139782,337.0120118492618,10.443530303030304,25.941257575757575,7.600432697857698,15.94751950826951,-0.7619558136308137,3143.217748917749,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
0,1967.0,7.308092487049322,3.8852990335004725,0.1337984158128043,4.155372065983578,1.673169126088834,68.6762631453279,51.3015585995513,12.194494534242736,34.8413655049986,114.00089292297322,5.375,4.001224982746722,,55.909487866873185,10.9243354338314,1.6558517199646234,15.194658567239212,3.345509821719499,10.145912756598241,1.0349604920169435,-10.292486006377136,23.350753066378065,184.42545454545453,1846.7860804473305,346.5252553472513,10.7021,25.5701,7.044260336661547,14.843181279965554,-0.7033205965181771,2745.918831168831,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
0,1968.0,6.189141940784277,3.2791749612917496,0.12747127163185556,3.5103425792314678,1.2418270294182703,56.361962214740004,43.446572608251444,11.854017310750887,29.882298611769418,92.0074056519312,2.25,3.784406713505074,,47.076905782896354,11.087457873667551,1.491275036075036,16.777396248196247,2.8539350882092815,9.776339140250432,1.16276794442117,-10.78206152958153,23.38412433668482,205.84733333333332,1978.3443335218335,358.578312910208,9.316383333333334,23.19868333333333,6.716313198226506,14.652928609249173,-1.3059570880230882,3290.0136363636357,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
0,1969.0,5.299161390019599,2.7912803407206392,0.10099502487562188,3.2290352504638213,1.1850086687773256,53.95847790471851,41.32901025177144,10.191702284034374,24.68061378712498,84.31759384893712,2.805555555555556,3.143650793650793,,74.10064903846154,15.347947567004944,1.2770743145743146,16.391994890355544,3.12516706881461,10.833676637570079,1.8918981974309843,-9.88771872708348,23.954712907766186,220.00383333333335,1730.215164842873,354.57877489768885,9.8614,24.950666666666667,6.886872959690583,14.915789168026874,-1.0826672166631182,3301.025,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,
0,1970.0,5.759408699866714,2.942085522619874,0.1384686560259079,3.7211008669023937,1.4524027075553791,67.5707671039732,52.537027582256584,12.59414496656863,28.262465412026483,113.59775426015885,2.625,3.2337885154061627,,87.10150517400518,18.47968096329441,1.129605278980279,17.203642977392978,2.5633323026180173,10.84861247529315,2.1823829531812726,-9.953102663540164,23.54639037433155,220.63116666666664,1817.5430690597505,355.50376371760825,9.969066666666667,25.048933333333338,6.971937565935465,14.968615394642706,-1.0770497144059645,3081.963333333334,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
0,1971.0,5.994276834276834,3.1840379065379065,0.1684057609057609,4.003515928515928,1.5063036963036962,76.89338272838273,51.42855505605506,12.629085581085578,32.12564077589078,113.52649184149185,3.375,3.2960193452380957,,65.67720568215852,14.091262962555335,1.6288581945361607,16.515003546359477,3.7955153838628415,10.29787524151931,1.8285625626727322,-11.043765316604299,23.420033568126787,211.13851851851848,1967.725467920444,366.8359235514956,11.326444444444443,25.211333333333332,6.379595124978599,14.334352443930834,-1.437319358842664,2968.885185185185,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
0,1972.0,6.199428991406603,3.2368423036333485,0.07355646012362431,3.374818009519502,1.1634182981197907,57.57558743081131,42.525398171480255,11.158276609377355,28.36192164179105,86.20258582627984,2.8680555555555554,3.77480694980695,,51.204371889448424,10.078041155355205,1.8840011687119125,15.447608314550463,3.0679623865574275,10.796350160399747,0.9787586609900659,-11.899051465063861,23.456050558715848,189.74835978835978,1771.045166248601,348.63430273812503,9.240216666666669,24.2685,6.994921091076049,14.90740430276794,-0.9040918899741214,3047.814814814815,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
0,1973.0,5.759469561349261,3.190536948431685,0.18144169948681224,4.224312404387593,1.575883974004275,85.41237780598684,63.66209191810695,13.823678378847552,32.26132227213054,137.4971807223687,3.8125,3.5401639344262295,,67.1398044217687,13.971713293650794,1.2251785714285715,16.776017015392014,2.9708276214526212,10.021615560365559,1.5307620851370851,-10.124585437710438,22.832770622895623,193.15055555555554,1802.6978575653577,358.0860701358826,10.617333333333333,24.2895,6.651876148388649,14.365477453102452,-1.086796158008658,2858.9055555555556,,,,,,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,
0,1974.0,4.436225163725164,2.168918026418026,0.08924908424908425,2.383100788100788,1.0202616827616828,43.7817094017094,37.867748362748365,10.258994533244532,20.262052419802423,72.52388084138084,2.517857142857143,3.0103615520282188,,76.69646981089086,15.171342796322136,1.083466304127461,16.322758875651434,2.214049884917653,11.23462726437933,1.8890946060367548,-9.411731840244236,23.79445821854913,204.48791666666665,1577.8316495057384,329.78250861626896,9.595375,24.626708333333333,7.7248648080569575,15.942451853243172,-0.6941849516415632,2785.397916666667,,,,,,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,
