,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HX02,HX03,LN01,LN02,LN03,LX02,LX03,MN01,MN02,MN03,MX02,MX03,HN04,HN05,HN06,HX04,HX05,HX06,LN04,LN05,LN06,LX04,LX05,LX06,MN04,MN05,MN06,MX04,MX05,MX06,WDF1,WSF1
0,1960.0,10.14801587301587,6.586459836459837,0.9933742183742185,4.5238713667285095,1.3993025493025495,97.76144094001236,47.626599326599326,34.89183501683502,93.36041245791246,122.18929773929774,6.137462863933452,2.1720588235294116,,60.69693602693603,11.149266862170087,0.9116976213750407,12.27761485826002,3.4571521668295864,9.997719126751385,0.19941348973607037,-6.367025089605734,21.39980449657869,,1941.3482404692083,321.5827631150212,,,7.953320299771912,13.766845878136202,2.1397360703812316,,227.95454545454547,16.406060606060606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,10.833893280632411,6.915513833992095,0.7693675889328063,6.071265031265032,1.8705836139169472,107.13064935064936,71.5613468013468,29.65623517786561,91.08905138339922,163.8738832772166,7.26842231842232,2.708854166666667,,75.24805194805194,12.36155723905724,1.1207070707070708,14.20530303030303,4.792171717171717,8.516035353535353,0.13636363636363635,-7.165315656565657,20.740429292929296,,2131.105903866249,358.85117003367003,,,6.582583333333333,11.87284595959596,1.2919469696969696,,276.77272727272725,15.480303030303032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,10.902059813824522,7.001188354129531,0.8288770053475936,5.026002886002886,1.7123593073593073,139.46251803751807,99.80491919191918,30.29590512972866,93.5126559714795,198.36577200577202,6.73587580348944,1.9753246753246751,,29.25135918003565,4.9473977873977875,2.413730326521024,13.862168193563543,4.662758537758537,7.105387205387206,0.07710437710437709,-8.721458773784356,21.15882756132756,,1781.9244392644393,383.3893326118326,,,5.612091750841751,11.2977696007696,0.08124759220108055,,275.9409090909091,17.903181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,10.619089038533481,6.977310138421249,0.7417414889637113,6.130799396077173,1.5859729369163331,173.5591249799583,60.73457213645893,27.932758136924804,90.11381032547699,146.347970268725,7.9475653975653975,2.443537414965986,,60.96555194805194,11.93463932806324,3.1997639437856833,13.211160518225736,5.751965305226175,9.25707619675011,0.6585254721124286,-8.172109683794467,21.069708498023715,131.67499999999998,1987.8662790697672,375.52905248133504,6.265000000000001,17.8175,6.017895421607379,12.203659036012297,-0.06593192797540612,1847.8333333333335,286.1188071188072,19.663564213564218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,10.715218988830099,6.6916746833413505,0.4218688204799315,7.43374951606659,2.014338765809354,105.51927550769015,65.40690306425601,23.302493787077122,72.54585551279996,169.37330235124355,13.847272727272728,3.269399350649351,,41.06413419913421,7.364164421997756,1.8558585858585859,13.828125701459037,4.573625140291807,8.168900112233446,0.18489337822671154,-8.645324354657689,21.557850729517398,112.25666666666667,1971.7188041125542,364.5949539842873,11.58075,24.2605,6.33309837261504,12.558414365881031,0.26855679012345673,1466.075,291.6363636363636,18.609090909090913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,10.29826903116377,6.264576846155793,0.4613212323738639,6.055787356851186,1.5125621292287958,96.51093917902429,43.99036395703063,22.617667527404368,67.9649696843118,105.80779621612955,12.482954545454545,2.6598006644518275,,44.784502164502165,11.34945541420031,1.6339186323880202,14.588487646140706,4.730860352799128,8.850881997820775,0.2507870247666166,-8.381469211061049,21.15805305238979,138.275,2113.8054441237773,367.1155451011574,13.239999999999998,26.2975,6.344001958359103,12.38781407368142,0.2549061239214301,1729.6666666666665,254.0151515151515,19.403939393939396,,,,4.583333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.0,9.96141414141414,6.198539944903581,0.5784940312213039,4.381788232731629,1.0539079102715465,108.03567412671184,49.399384756657476,28.5876492194674,77.91710009182736,96.12936245572608,13.405454545454543,3.0616213151927436,,47.176701902748405,9.382018623737373,1.150462962962963,13.114051978114476,3.4806555134680135,8.751609848484849,0.14284511784511783,-7.395932239057238,22.155415088383837,135.4,1922.3960038480038,337.8058464856902,16.63,29.17,7.130148148148149,13.131841066919193,1.1856869739057239,1646.0,280.53872053872055,20.096969696969698,,,,4.997159090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1967.0,10.772905024268661,7.257409156500065,0.7189695657877476,5.527260920897285,1.5930972058244783,131.58291617473435,58.25390200708382,27.54707300275482,90.63340325331235,143.52189492325854,14.378181818181819,3.06156462585034,,58.263315124029404,12.028864162457912,3.170704906204906,13.586588023088025,5.666388888888889,9.11399494949495,0.07562121212121212,-9.135006277056277,20.252399494949497,106.775,2002.1207185491273,352.09748106060607,14.002500000000001,25.8675,5.785432777777778,11.871160555555557,-0.27939738816738796,1573.0,248.35909090909092,19.197424242424244,,,,4.947727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,11.6
0,1968.0,10.155126123876126,6.21978021978022,0.6164148351648352,6.1277218246606,1.2901055371643608,106.48779780310394,42.40699997170585,25.080763611388612,78.7194212037962,117.459243697479,13.65,2.439097744360902,,46.147460317460315,9.206166907166907,2.348761423761424,12.331428571428571,4.920995670995671,8.971986531986532,0.26746192079525416,-7.804537999038001,21.50550857784191,124.4,2220.67433106576,355.9464409972743,12.125,25.21,6.684277785794452,12.531054441237774,0.8827974506974507,2043.0,240.85269360269362,17.38518518518519,,,,5.402922077922078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,12.2
0,1969.0,11.012647640425417,7.492417561862006,0.9794960183849073,5.509921328671329,1.4688973063973063,182.08458624708626,70.82957818930042,36.930035941424826,105.76374124846346,182.28636831275722,10.655244755244755,2.2666957026713126,,60.4142545093795,10.340542745236622,1.1505252525252527,13.69562481962482,4.843441558441559,7.06998556998557,0.2694227994227994,-9.397019769119769,21.694204184704187,,2083.172097162097,364.2573199929323,,,6.365376782106782,11.839836969696968,0.8318910533910531,,229.44276094276094,19.320370370370373,,,,3.6159090909090907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,12.02
