,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,WDF1,WSF1,WDFM,WSFM
0,1960.0,8.072657126823794,5.945426487093154,1.2805765993265996,0.040462175713974265,0.05671826175423297,4.192660417120848,8.131792747620084,37.825632014590354,104.04113215488216,8.665474892813021,5.022680539157812,4.552422766627313,,600.7697339836724,123.30042693246396,0.0,2.7187679261753335,0.0022446689113355778,22.35854488447081,8.353946876169099,6.130916573138796,31.280728448506224,134.14999999999998,492.77468849206355,87.81511655354248,,,19.427519075232038,25.52016676464825,13.375400049881529,982.818181818182,221.75757575757575,15.081818181818186,,,,,,,,,,,,,,,,,
0,1961.0,9.386637411294947,7.273153254660104,1.9771442408428712,0.0,0.0,0.0,0.005194805194805195,54.41787335191445,153.6892274012137,0.005194805194805195,5.306194083694083,5.139709043790677,,491.15531131781137,105.71205872500516,0.0,1.5050797086511372,0.0,23.273002130144988,5.486928382464097,5.999222110561396,30.918884035937612,125.2425,436.34227965747704,67.46319843846629,,,19.56498027898028,25.584548400673402,13.600287226001512,1792.6931818181818,203.86666666666665,17.888888888888886,,,,,,,,,,,,,,,,,
0,1962.0,7.150564930156767,5.104933690647976,1.0781449087571537,0.0,0.0006540222367560496,0.0,0.02485284499672989,38.779731425037546,89.72354997987651,0.02485284499672989,6.196753927414305,4.794826686316047,,615.7419266506766,136.90251351727255,0.0,1.5083485456979433,0.03318729463307776,23.42481440915176,9.34468479980528,6.9737870964376985,31.814098211025925,142.92083333333335,427.157325815474,67.40542829325962,,,20.572894421843216,26.735527078009007,14.380946852344444,1538.6363636363635,243.61356421356422,15.383953823953826,,,,,,,,,,,,,,,,,
0,1963.0,6.729286195286195,5.05714862914863,1.0918181818181818,0.0674135723431498,0.04571062740076824,2.269974391805378,2.5598591549295775,35.2778582010582,88.81541423761423,3.1949423815621,6.2208949964763915,4.436541066643107,,721.0910625996811,131.33970087083458,0.0,3.446796452901104,0.16627906976744186,23.121564482029598,8.897266267324408,5.640763028960703,31.731549800328875,149.04629629629628,501.30696211664565,84.55064519782543,13.511666666666665,25.65833333333333,19.780447737340182,26.246401779422126,13.291006858451626,1859.4074074074076,237.82049062049063,16.155800865800863,,,,,,,,,,,,,,,,,
0,1964.0,7.46613139113139,5.532535295035294,1.477640058890059,0.0,0.0,0.0,0.003246753246753246,47.97728099040599,115.06806279493779,0.003246753246753246,14.320616883116882,4.422821067821068,,601.0563009139008,126.38840326017652,0.0,1.911820027517702,0.005602536997885835,23.466358350951374,7.767112990368804,6.720529757709991,31.264785773012523,134.61022727272726,533.804850640552,72.4475445484748,15.8275,27.936000000000007,20.07296470099668,26.05930966643176,14.0694709679855,1773.131313131313,208.14545454545456,16.67636363636364,,,,,,,,,,,,,,,,,
0,1965.0,7.313720199987806,5.491517285531371,1.2444027803182731,0.010444874274661507,0.011587708066581305,0.5093488072211475,0.7599871959026889,41.08075727089812,101.14173503140053,0.7599871959026889,11.512987012987013,4.328480821504078,,597.0837184996968,123.8403002051496,0.0,2.23434126114849,0.0104052573932092,23.60248570037727,7.392995792694587,5.98831277490916,30.999309228255008,131.65404040404042,410.2103484563682,70.65017411637893,16.206500000000002,26.913636363636364,20.01354605434726,26.095761396234288,13.955036179349433,1711.856277056277,223.0,17.166666666666668,,,,5.786349206349206,11828.4,,,,,53.580000000000005,,,,196.41414141414137,12.176767676767675,315.0,7.275
0,1966.0,7.9134733676704485,6.099633193246332,1.4758139265438535,0.002097902097902098,0.004195804195804196,0.07062937062937064,0.15384615384615385,45.29800265428003,120.47339031609104,0.16293706293706292,14.190063904349616,4.148488128033583,,541.350865855525,117.19303400936961,0.0,2.0549585878352996,0.3815789473684211,22.50783065618592,6.237321048834207,5.729150754116508,30.430374705703656,132.16136363636363,405.4156154916512,73.00929164442861,15.335050505050505,26.466545454545454,19.718874839391965,25.008600706311235,13.821744993971022,1944.5454545454547,222.36666666666667,15.48636363636364,,,,4.650892857142857,11542.0,,,,,51.78888888888888,,,,219.54545454545456,11.486363636363635,292.5,9.0875
0,1967.0,7.090919669303128,5.451627987718213,1.3831212229708472,0.003607503607503607,0.0028860028860028856,0.10894660894660897,0.19552669552669552,47.910970499842676,115.6033717410409,0.19552669552669552,11.86598124098124,4.053763549112387,,663.6942624659291,114.12901977521695,0.0,1.8672890880637358,0.0038412291933418692,24.695596813202446,5.363415848627117,5.896318009064489,31.254128610044102,128.92356902356903,455.8956134878194,63.698148385261064,14.888030303030302,26.24909090909091,19.93980185659411,26.236154467207285,13.680864444241204,1786.8999999999999,261.5589225589226,15.02020202020202,,,,4.636363636363637,13392.545454545454,,,,,59.48181818181819,,,,194.54545454545456,11.336363636363638,327.27272727272725,8.927272727272726
0,1968.0,8.40818380093189,6.47050438958836,1.5322092241939569,0.03973607038123167,0.04560117302052786,2.6533724340175957,3.491788856304985,43.82473626670192,121.39225967416807,3.633284457478006,12.29004329004329,4.888412698412698,,612.432920217803,113.81962251918773,0.0,3.090733421168204,0.013175230566534912,22.21563042432608,6.3542631281761714,5.717975406236276,30.294717150804107,131.8322222222222,530.057028690264,88.3674444235314,16.517272727272726,28.904242424242426,19.112272099880798,25.222406905493862,13.008477361607797,1692.6090909090908,215.0909090909091,16.924242424242426,,,,3.744246031746032,12587.454545454546,,,,,58.11818181818183,,,,255.45454545454544,11.904545454545454,265.90909090909093,8.49090909090909
0,1969.0,7.189018704359613,5.522706775547685,1.494003071843981,0.0,0.0,0.0,0.0,45.0278323822642,111.01575577200576,0.0,13.184415584415584,3.876930834317198,,621.5372387941919,119.9368203158344,0.0,1.903054691787086,0.0,22.548747027620266,8.28418998841534,6.74644411926102,31.457358087921467,128.6991341991342,495.19520677792417,79.04382964453387,15.57363636363636,27.915,19.624949515273457,25.855194805194806,13.391982135235656,1824.3363636363636,215.15151515151516,17.343636363636364,,,,3.4305555555555554,13683.818181818182,,,,,61.01818181818182,,,,166.27272727272725,11.870909090909091,264.375,9.5375
