,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,HN02,HX02,LN02,LX02,MN02,MX02
0,1960.0,5.819621410959994,3.3553726238765607,0.2985445001193033,5.7614014157321245,0.9938041835679632,62.99420384951881,33.09164877117634,17.201998727431796,39.067842996898115,65.12398791060208,2.729370043819585,3.6855574012550756,,165.0796940321583,35.69088077885546,2.626953075054341,13.525565784426547,5.168359910132063,13.114962463696642,3.5034969952691473,-10.010661040787625,26.91243867243867,189.12261904761905,1765.3999777699778,332.8311238058707,,,8.261604270553638,15.685153423931906,0.7969432297660146,4255.857142857143,298.72727272727275,23.263636363636362,,,,,,,,,,,,,,,,,,,
0,1961.0,5.410934930702372,3.0078067496672145,0.2732010022707697,3.0752779735337876,0.7298418850744431,30.352107173618805,23.396724722306118,16.11327578106648,34.7879151984966,41.798122979518325,2.4352873977873974,3.3602355072463768,,188.35215749039693,38.58938618326118,1.335239898989899,13.835836940836941,2.7239781746031744,11.900803571428572,3.9083513708513706,-6.922784226190477,28.495357774170277,185.94809523809525,1522.2068947193948,309.96310831529587,,,9.166193840187592,16.720638203463203,1.677113771645022,3799.371428571428,320.3333333333333,21.633333333333336,,,,,,,,,,,,,,,,,,,
0,1962.0,7.232081744954879,4.3973778294673815,0.47889233486248406,3.6309771488875966,0.93099464797226,60.258969223148334,25.421790667872756,18.681729474919774,55.29239365940858,60.88925448515001,3.1887575887575887,5.006283750613647,,118.88793899418899,24.15778523875115,1.8529450347632164,12.201694706808343,3.4390061327561328,13.246674537583628,1.6067739079102716,-8.776846426931654,27.560205463728188,159.77761904761905,1670.9614216500554,294.09833489111895,,,9.173343130985176,16.30346477354716,2.0632929210940576,3833.1642857142856,315.1818181818182,24.25454545454545,,,,,,,,,,,,,,,,,,,
0,1963.0,6.634421768707483,3.8517048031333747,0.2856555349412492,2.6498915172129456,0.7217269635126777,34.68369047619047,27.813383323026176,17.33040419501134,44.138067717996286,52.78381751185323,2.4458457444695973,4.304379379379379,,196.6967962012148,41.71637837016784,1.7604351788562314,11.590397205134046,2.9104032809295965,14.861269841269843,3.288159793422951,-6.749829725829726,28.528029391660972,191.7080158730159,1595.3495858666922,273.47156041619195,11.419,22.446,10.498623141186298,17.90545557833979,3.181153634085213,3518.942857142857,294.72727272727275,25.47272727272728,,,,,,,,,,,,,,,,,,,
0,1964.0,5.862342593457702,3.3347163827379656,0.34021432204885443,4.17771289461937,1.0235479149148212,43.76137272000582,28.833219917572436,16.832803756994405,40.526452759870025,62.88470158937785,3.818181818181818,3.8266855256954266,,196.6794006333173,37.019609890700316,1.949688756869608,13.230824583218197,3.741221869147401,12.973055018267786,3.4270720119124376,-9.405789659513063,27.599043013723865,194.11904761904762,1497.119826682979,320.5050189969605,11.945333333333332,24.68388888888889,8.85880247766418,16.51181224478831,1.2592203455527924,4466.237103174603,295.45454545454544,29.427272727272726,,,,,,,,,,,,,,,,,,,
0,1965.0,7.119964349376113,4.186848262032085,0.28913770053475935,3.6608047385620917,0.8191176470588236,45.27596368092692,36.25035836304219,16.354929998514557,47.395897764408794,60.285043449197865,5.0,4.607547387887194,,132.83288310849355,26.620519255050507,1.92494476010101,12.92456597222222,3.6361543259980764,12.270593208874459,1.760851446007696,-7.692255892255891,27.03696887025012,179.05680272108845,1843.0085035842294,312.85098563762625,12.063888888888888,24.283222222222225,8.657509574915826,15.756162995280183,1.5404465225168351,4127.246428571429,293.6363636363636,24.145454545454545,,,,,,,,,,,,,,,,,,,
0,1966.0,5.794672480803867,3.4481886118747433,0.28668357190254995,5.0523156486660135,1.146701899074162,69.40680185588944,51.47069969770699,18.432719847062913,40.84625738616615,93.52147122950043,5.400000000000001,3.8618571428571427,,188.3648796296296,38.60651106053168,1.8208357507326578,13.628938501361182,3.8381420984513763,12.394150637449606,3.6054428675562695,-8.440104394460063,26.913663996370182,186.66078231292516,1725.765803475484,319.19467394861726,13.017999999999999,26.306653061224488,8.802766605673822,16.150719347376565,1.4454394497255323,3848.3673469387754,307.27272727272725,25.181818181818183,,,,,,,,,,,,,,,,,,,
0,1967.0,6.38827906162465,3.5427666900093366,0.3011228354978355,3.2047563343519228,0.9960349291231644,44.609742381801205,33.243198529411764,15.866160820388764,40.5023055396401,62.26024928910959,5.363636363636363,4.338997493734335,,137.56686122865898,26.77266605908711,1.7440662261714897,13.27529277739804,3.6012865497076016,12.073657628920785,2.4943115364167996,-10.042073213336371,27.4036807549176,187.53285714285715,1624.7598822572224,313.1852339940761,11.626598639455782,24.930816326530614,8.633807928913193,15.934072780435939,1.3104017923596871,4660.707482993197,329.90909090909093,25.663636363636368,,,,,,,,,,,,,,,,,,,
0,1968.0,6.6024070663996035,3.752790161745385,0.3836055114040189,3.248677607632832,1.0615862785638905,47.0846724171351,32.51924199349572,17.399366883116883,44.86504525532511,69.5137440503112,5.0,4.241097883597884,,144.3274284984678,27.26275400622769,1.324486595276069,13.116971975393028,3.7143479911900967,12.360367965367967,2.282623224728488,-8.104304131540975,27.065100668337514,184.00041666666667,1835.5070584881068,312.4272008050429,11.052285714285713,24.981863095238097,8.780706235285184,16.105655058099796,1.485306679577732,4528.014880952382,302.54545454545456,24.154545454545453,,,,,,,,,,,,,,,,,,,
0,1969.0,5.974926258382141,3.3847296494355317,0.2891435362023597,4.927703240387064,1.1511530748663101,81.3358076563959,34.716378862150925,16.145898958068077,39.39838436889907,77.05615344622699,4.888888888888889,3.8617927170868342,,166.0920026974288,35.946727505711884,1.2615042174320523,13.108981568259917,4.389707717051468,13.043332506613757,3.0000992063492062,-7.405350671665106,26.79998308982684,213.59791666666666,1883.5660672061524,313.208725949976,13.402499999999998,28.1648125,8.922268845448533,16.063045484607986,1.9513340362386753,4027.366666666667,316.0,24.97,,,,,,,,,,,,,,,,,,,
0,1970.0,6.238724576315818,3.715750834728937,0.2867230701172307,4.9471657223495455,1.291193478054792,75.60992779687633,59.206488240064886,17.8606884012176,41.62129014335219,116.41173913272452,6.090909090909091,3.513383458646617,,217.3698543771044,42.88610800865801,1.5403393910819652,14.490835869301216,3.60719227994228,12.676405483405484,4.434580808080808,-8.201985341391282,27.300128715728718,222.11291666666668,1669.8473500967118,327.76590205627707,13.404625,28.164520833333334,8.770036605339106,16.071869613997116,1.4585743395768147,4103.973214285715,328.1818181818182,25.827272727272724,,,,,,,,,,,,,,,,,,,
