,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN
0,1960.0,8.753322729459093,5.46130870392234,0.779728835978836,4.896316793475885,0.7195955769819407,60.684330862739955,24.368338689929598,29.281114117364115,77.4992400465696,49.026153581267224,3.265128522271379,3.2506771911663215,,102.93104199893672,21.136014601091922,1.9969592835572216,12.663364871096828,5.6987254726945435,11.47387981434373,0.5871338569792177,-8.020051174484164,23.321617351720448,111.725,1858.8785681664672,339.7420388345904,,,7.6911651418455556,13.759954061974682,1.601072507103435,2281.333333333333,,,,,,,,,,,,
0,1961.0,8.872763347763348,5.815292017923597,0.5700140502772081,5.1536598530959425,1.0657899339717523,70.8406592780653,45.3428822860641,25.660851940457206,74.36642629300525,93.37246272246271,3.1910502540937324,3.392719298245614,,128.24134945231538,24.88372852233677,1.3530667499739666,13.135945612234272,3.572918691286038,11.852729923138087,0.776351709514975,-7.441346007943945,24.098306387490066,111.49999999999996,1895.2025759928476,322.6989639398402,,,8.3971363115693,14.609202292605353,2.2903366507490217,2077.6666666666665,,,,,,,,,,,,
0,1962.0,9.094638447971782,5.477739297739298,0.3946181390625835,6.854852630785467,1.4194622127457948,128.8321065128901,38.41232285541987,21.48955416599861,61.906536796536805,101.66594516594516,3.687106471783891,3.6580451127819544,,99.78968031968031,18.05373427128427,2.047419191919192,12.875999278499277,4.728098524138128,11.144791622019344,0.262004771905762,-10.056780519480519,23.847508036517937,99.02,1987.1178608667321,336.95762900432896,,,7.657164812409812,13.660489084622746,1.7469558441558442,2044.8333333333333,,,,,,,,,,,,
0,1963.0,7.966578831796224,4.618203776899429,0.36795674132630657,6.412017231134877,0.9375389928698752,63.44890634284018,29.818016562685685,20.644241875274485,52.70235726833553,62.443813131313135,4.015004239746508,2.886515353805074,,129.37628280573594,24.169375618934442,2.872653000594177,11.758897801544862,4.885478572129058,13.125139746984406,0.7895606550946356,-8.279893048128342,24.24763533392174,102.62,2013.8388849500839,322.21486952861954,10.905,18.8,8.325505149534562,15.057968912425224,1.7074567736185382,1807.6666666666667,,,,,,,,,,,,
0,1964.0,9.089653891859776,5.386779560308972,0.4617869875222816,5.143742042271454,1.0930097268986156,56.33463123885919,30.960957725402174,22.035161170528816,64.62520202020201,73.57691358024692,8.563636363636366,4.7227819548872185,,156.23812487913005,27.070373639305675,1.7409041875061293,12.646974600372658,4.565316627816628,11.414889277389278,1.6311965811965812,-8.856745121114052,24.370828477078476,116.0,1851.4398999185632,328.2243738354417,,,8.331108953613809,14.758672494172494,1.982804060017652,2149.0,,,,,,,,,,,,
0,1965.0,10.605207272302861,6.761998928359223,0.7040786011374247,6.627720482132247,1.3294313505424615,105.69847025931585,49.15923841590508,26.187309598081654,86.18225323083779,107.93732777510556,10.618406285072952,4.643563074352548,,92.16888833102749,16.866495098039216,1.82876807288572,12.635650623885919,4.445291146761735,10.727450980392158,0.5140423846306199,-8.585664488017429,22.97668696771638,128.75333333333333,2119.487813709942,339.00486135868493,12.534999999999998,24.788333333333338,7.468709942562884,13.407384630619925,1.528258467023173,3467.5476190476193,,,,,,3.7000000000000006,,,,,,
0,1966.0,8.281911397604828,4.958075015009321,0.46226156244404415,4.53739389695272,0.9123427395649618,56.93986689372719,35.54408877131099,23.509467748391106,59.374955077363836,70.35373977873977,10.440909090909091,3.137340407177364,,125.99893353174605,24.954735563178957,1.4474774701189794,13.322440714421848,4.078783495839571,11.04418854769322,1.0711534571347656,-7.732336164883335,23.71341131609823,131.35000000000002,1942.1361561327562,329.6054916414822,12.986,25.536,8.098490906368266,14.386601893433669,1.9238969819488687,3321.2,,,,,,3.4444444444444446,,,,,,
0,1967.0,8.96480614973262,5.156316844919786,0.6044117647058824,5.77576942129181,1.0534712799638175,83.4264618466111,31.49162520729685,24.410364304812834,66.71672794117647,67.54594828885874,10.7,3.4953490356716164,,82.92501605920961,14.501172756981578,2.2964250346603285,13.474621212121214,4.699117387466902,10.662518387761107,0.21621065019123267,-10.292959744503865,23.195485436893208,125.25000000000001,1885.1210032467532,356.4095761536938,12.454,24.747999999999998,6.8745297831253716,13.14371991762283,0.7864477619330561,2610.55,285.3333333333333,18.166666666666668,,,,3.875,,,,,,
0,1968.0,10.422277783044205,6.599907837499079,0.7332830389399733,4.099997612681436,1.0211312176385707,57.110486959935486,27.44939600840336,25.546474494686173,84.95265815085158,77.54427308802309,9.022727272727272,4.571936507936508,,103.35500455684667,22.974517797017793,1.6846371882086169,11.835986738129595,4.189853045277574,11.05374976176863,0.7911902039260529,-7.464618635332921,24.125189155708025,117.38333333333333,2000.666883225108,319.0111238232667,12.315833333333334,23.72041666666667,8.475144351680067,14.590836270385797,2.407766518930805,3187.5,240.1,18.77,,,,2.7000000000000006,,,,,,
0,1969.0,9.0021065634702,5.133474900520356,0.41332344002798543,6.878377733377733,0.9615662115662115,110.05779886779887,29.454741647241644,21.05904578796624,60.25059843565525,69.96829448329447,11.73190235690236,3.424930986887509,,108.95608630952381,21.12262012987013,1.388775974025974,12.924073593073592,4.8479976569085474,10.605800580058006,0.422003628934322,-7.707165043290043,22.581653451059392,121.70000000000002,1977.7379071325502,336.7680470779221,12.334,24.495,7.776125043290043,13.990663437772348,1.6566591125541126,2320.1666666666665,282.0,17.270000000000003,,,,5.0,,,,,,
