,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,HN02,HX02,LN02,LX02,MN02,MX02,WDF1,WSF1,WDFM,WSFM
0,1960.0,9.147669433413235,6.741113615493781,1.0980406187017757,0.8086042910860428,0.3185430951854309,18.492560642925607,17.900412888004134,35.34132806816691,105.75589899884322,36.51992921919929,5.221476671476671,2.9159958097458096,,377.04075428790617,72.20345836412909,0.04334811529933481,7.402118748460213,0.4568951712244395,18.047031288494704,3.6623768169499877,1.1464224562700172,29.17750061591525,105.96402116402116,908.5990757751733,162.90271649421038,,,15.23538999753634,21.62445469943336,8.854916851441242,1638.7142857142856,223.82386363636363,17.661742424242426,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,10.710797927430992,7.753303338686402,1.3551671670623284,0.1930963773069036,0.08079289131920711,3.9141490088858504,2.9053998632946,39.25607132674673,126.09091101103199,4.907040328092959,6.118727138494581,3.666700439040865,,358.0524288674289,66.668764658075,0.004284221525600836,5.088540578195751,0.22361546499477533,17.800940438871475,3.2172413793103445,0.8504156507604784,29.040386624869384,101.60925925925926,839.3481331168831,142.23878439568094,,,15.698575989782888,21.991285266457684,9.401987228607918,1821.0704545454544,200.95454545454544,18.575000000000003,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,10.227449289644412,7.6731625195039825,1.4423872875092387,0.24228956228956225,0.13326599326599325,5.077306397306398,5.228956228956229,38.443387123265175,128.7515774682307,9.577777777777778,6.399602552619794,3.5200595238095236,,381.92931929524525,70.96797348484849,0.05833333333333333,5.872011784511784,0.3223063973063973,17.940204124579125,3.1024621212121217,0.7761805555555554,29.060388257575756,103.71174603174603,780.1884401468099,149.0898127104377,,,15.677164457070708,21.886293034511784,9.42756071127946,2023.0,226.63636363636365,17.23181818181818,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,8.340054291650038,5.899561726689385,0.9545899726750792,0.420192470927765,0.2115737203972498,8.133568882098293,10.977597402597402,34.935136906041166,92.0654115368477,16.972230710466004,6.467054309327037,3.119298941798942,,321.52662659200706,58.5623576571183,0.06286266924564796,6.529738878143133,0.32313561143348374,18.40076179730435,2.774308817659881,0.23649469620214303,28.467483228945998,125.3916666666667,1027.2472176449596,156.43688887353784,10.135,21.610000000000003,14.98545222744159,21.64222249086611,8.325055812686132,1979.6060606060607,238.8939393939394,19.57405303030303,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,9.6635508142651,6.898750773036487,1.3390084518655947,0.1604755538579068,0.0963903743315508,4.267102750190985,3.2809173669467784,44.906416975881264,119.6991726448155,7.084794372294372,16.236363636363635,3.1102167993297027,,363.10210031347964,60.921821207466365,0.005865102639296188,5.864416049899922,0.09481915933528835,17.594260578131546,2.2075059349252895,0.6702599730019085,28.395040031652933,111.38796296296294,993.2746969696968,149.22911860540893,12.31145622895623,26.176325757575757,15.372060024205185,21.742074221477445,8.999197667923475,1958.851851851852,202.56277056277062,18.633982683982687,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,8.819833224329626,6.0957415885473445,1.0917084514206816,0.23644717855244168,0.10444292549555706,5.955574542416647,4.997812713602187,34.61307426785844,97.03334677712377,6.984688995215311,16.187878787878788,4.4331569664903,,362.5685984848485,65.99985167464114,0.021626794258373206,6.036057947900053,0.14196172248803826,17.788755980861243,2.460518341307815,0.6326180223285486,28.40099362041467,110.17832323232324,862.0603112648222,148.26125757575758,13.69225974025974,25.665652597402595,15.518627990430621,21.97492503987241,9.108825438596492,1522.726818181818,242.49663299663302,20.87121212121212,,,,4.114876033057851,13593.818181818182,,,,,60.3909090909091,,,,,,,,,,305.9090909090909,13.163636363636364,,
0,1966.0,9.04478417266187,6.341292420608967,1.0881476636872318,0.4180430256766135,0.07760043179890508,9.969951422623177,3.7861901457321303,36.909560351718625,99.50954309279848,5.881263011797363,17.846153846153847,3.872561327561327,,332.3367542898868,60.575133784655065,0.008704061895551257,6.31607027724049,0.12458628841607566,17.746631205673758,2.653315065549108,0.4523699763593381,28.680680743606274,108.45507936507936,906.5692331478045,149.97534144637865,12.819052597402598,24.995404906204904,15.252446136900923,21.754656619385344,8.768232108317214,1503.6207575757576,206.0,20.595151515151514,,,,3.8212121212121213,13108.363636363636,,,,,57.44545454545455,,,,,,,,,,321.8181818181818,13.054545454545456,,
0,1967.0,8.813835821987995,6.42949604743083,1.1548620260576783,0.16497802452000923,0.09883568509522707,5.7486930372426555,6.490816562572287,37.35523806909677,103.03311100131752,7.712190608373814,17.629370629370626,3.8308360700602084,,294.64076346801346,51.384410058027065,0.020309477756286262,5.90773464124528,0.12611218568665375,17.961491434097816,1.4220652574375978,0.40601374689140646,28.94954510914617,106.75293650793651,906.4397101449274,146.20843937091277,11.848028571428573,24.71875064935065,15.05382251466028,21.668772520033162,8.422568642350559,1490.6166305916306,247.47878787878787,18.061515151515152,,,,3.8023809523809526,14176.363636363636,,,,,62.87272727272728,,,,,,,,,,324.54545454545456,13.5,,
0,1968.0,8.363669786096256,5.946440508021389,0.8565842245989305,0.17465672348484848,0.13389559659090908,8.232966382575757,8.88504971590909,31.75864639037433,85.70593081550803,10.76883877840909,16.65034965034965,4.221380952380953,,338.0692591885239,65.01959576564415,0.002932551319648094,7.064963381898866,0.16930596285434996,18.61058278638924,3.344737699576409,0.7160299228847617,29.167022878555134,116.19380952380952,1004.165691396726,156.98344330400784,13.920158730158732,25.5947012987013,15.232842034011389,22.06089510310478,8.449602410433055,1488.760606060606,219.33636363636364,16.366666666666664,,,,3.7545454545454544,14186.727272727272,,,,,62.37272727272728,,,,,,,,,,262.1212121212121,11.63939393939394,,
0,1969.0,8.912527448397014,6.471219440784659,1.269074806031328,0.5073471945734719,0.19150261741502617,19.864616972646168,15.450206444002063,40.32146757429366,109.87696969696968,24.46776524367765,17.024475524475523,4.495005989817311,,368.8101985370951,66.48496369949494,0.0,6.760279882154883,0.09943181818181818,17.495059974747473,2.816803451178451,1.336747685185185,28.156558291245798,108.39519480519479,945.9762204462204,158.14699679082491,13.984470995670994,26.319127272727275,15.172324705387206,21.528476378367,8.964919349747474,1448.0519480519479,218.0018939393939,16.22193181818182,,,,3.2578002244668913,15148.90909090909,,,,,66.4909090909091,,,,,,,,,,275.1515151515152,12.571717171717173,45.0,14.3
0,1970.0,8.879140671420082,6.245549242424242,0.9784852198455141,0.07975852272727271,0.06515940656565655,2.270596590909091,3.0725931186868687,36.35884618241236,95.3730620543672,3.611371527777778,19.231404958677686,3.739093314093314,,406.5546855599181,74.75240469208211,0.022580645161290318,5.258737916802433,0.11094819159335288,18.7009395025524,3.626251764961442,0.8582790268274141,29.268132942326485,112.09832683982684,968.2708166833166,134.72907516020422,14.20331111111111,26.466280303030306,16.256420712501356,22.839602856522212,9.690557782122298,1487.0061688311687,244.7962962962963,16.41851851851852,,,,4.584415584415585,14396.181818181818,,,,,63.74545454545455,,,,,,,,,,271.5151515151515,12.342424242424244,,
0,1971.0,10.127007010402533,7.3194218302427245,1.29640245740992,0.23481691919191922,0.17457978219696968,12.078424873737372,13.416706123737374,38.78711292024725,118.12576002562943,15.953708964646463,18.19318181818182,3.657262653489069,,342.56569414381914,66.46364489751586,0.009992397089171282,4.889869509224348,0.16737265124361897,19.70091506462474,1.9383919843597264,2.5416212819438626,29.22107499728467,108.00419047619047,854.6302983321588,127.09580443451412,14.312653679653678,26.135441558441563,16.289398377011285,22.53223832410123,10.043962078542725,1527.7170707070707,224.0,18.998636363636365,,,,4.659740259740261,15366.0,,,,,67.77272727272727,,,,,,,,,,341.8181818181818,12.881818181818184,,
0,1972.0,10.333357832051863,7.237882556912408,1.3477875772651893,0.10740214646464645,0.10640782828282827,3.9283775252525253,5.671385732323232,39.26992612694105,116.33194689431629,7.497695707070706,19.24675324675325,3.4969373538339052,,273.9969693852101,56.24924090107424,0.0010101010101010099,5.135185185185185,0.08139730639730638,18.289444444444445,2.237351290684624,0.7701652637485972,28.874015993265992,122.51833333333332,768.0138783180643,142.2341435385602,13.101811688311688,25.936924242424244,15.441310886644219,21.809718462401797,9.104083585858586,1500.624393939394,191.76136363636363,15.323295454545455,,,,4.033333333333333,14906.181818181818,,,,,65.36363636363636,,,,,,,,,,325.45454545454544,14.545454545454543,,
0,1973.0,9.553319454082812,6.803905466882567,1.2855520857429255,0.22055944055944054,0.13504317989050812,9.159300699300697,11.560449919037705,40.32051141182821,113.12282346364408,14.625503122831368,19.779220779220783,3.5505161505161507,,333.59368461985343,74.47746074879227,0.006916996047430829,4.987845849802372,0.15290678524374177,19.75740008783487,2.5928771409749674,2.279059892402284,29.30635210803689,115.91920634920635,722.4738641282959,124.64289141414142,13.64178412698413,25.966980952380954,16.564758316864296,22.930892594422488,10.190285133948178,2100.0977272727273,198.1818181818182,15.859090909090911,,,,5.237734487734488,12372.0,,,,,55.536363636363625,,,,,,,,,,330.0,13.409090909090908,,
0,1974.0,10.035602781057326,7.266440377804014,1.141769425860335,0.10915306915306915,0.07996503496503496,3.2563092463092462,5.116958041958043,35.78216548602913,110.59417595872142,6.156975524475524,19.33766233766234,3.7706975414522583,,307.5344073647871,59.64128607503608,0.0,5.6931727994228,0.04357707509881423,18.594718536294625,1.8738695181629963,1.5244945965869878,29.252530546144676,123.01167676767678,710.9295395818652,140.52371855197944,13.230116017316016,25.600893795093793,15.702169360530775,22.252589924869817,9.19488227382521,2212.521818181818,264.67803030303025,17.185227272727275,,,,4.335714285714286,13733.454545454546,,,,,61.47272727272728,,,,,,,,,,319.09090909090907,12.47272727272727,,
0,1975.0,10.262922788490968,7.284110039791857,1.4218262167125804,0.0768958818958819,0.09668609168609169,2.741161616161616,4.2237237762237765,39.186838269054185,119.4939193067034,5.634327894327893,20.753246753246753,4.167460317460317,,354.64355243484766,71.63648244348244,0.00303030303030303,5.270953984287318,0.06558996558996559,18.924383949383948,3.4234440163011586,1.9323748597081933,29.518749980178548,128.10455555555555,810.7661646431474,132.59371015712682,13.645,26.116911111111108,16.237503928170593,22.53083439972726,9.818370482603816,1976.9,230.02525252525254,17.61641414141414,,,,5.542857142857143,13158.0,,,,,58.14545454545453,,,,,,,,,,272.72727272727275,12.88181818181818,,
