,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HX02,LN01,LN02,LX02,MN01,MN02,MX02,HN03,HN04,HN05,HN06,HN07,HN08,HX03,HX04,HX05,HX06,HX07,HX08,LN03,LN04,LN05,LN06,LN07,LN08,LX03,LX04,LX05,LX06,LX07,LX08,MN03,MN04,MN05,MN06,MN07,MN08,MX03,MX04,MX05,MX06,MX07,MX08,WDF1,WSF1
0,1960.0,8.584199134199133,5.506878306878307,0.5953663620330286,3.678074728769173,0.8274747474747475,47.53732931163486,28.22736892736893,26.345379188712524,71.43427769761104,60.897623857623856,3.7266878954378955,2.659303350970018,,216.8377091813659,44.90179329527155,0.6501683501683502,10.06067925633143,3.566066461718636,15.078026643244034,1.7676914068218412,-3.7954926072317376,26.736148440931053,103.8297619047619,1446.9382250535662,258.1367735324257,,,11.21303191333626,17.241054457619676,5.327545161762552,1263.3492063492063,207.3,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,9.878490533035988,6.858779625256898,0.8211653876426603,2.063305568439497,0.6186744064016791,30.1260171871779,25.841508592417682,31.283915726529358,93.65462520223883,46.79325987144169,4.280653021442496,3.4309668109668108,,212.6870782451379,44.33209175084175,0.24207752124418785,8.66227703623537,1.479400152316819,13.457832291165625,1.5216415143498478,-3.0411782507615843,26.94022251282668,123.09776785714286,1375.6317750463822,230.78321829405164,,,11.992585297418632,17.768747730278978,6.140129855098604,1686.3883928571431,254.1428571428572,20.12857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,8.409414782748117,5.503183154294265,0.6040147506814174,1.8156957506095437,0.5245384883315919,18.460353535353534,16.226961735582424,25.829890973224305,71.39452394313506,33.812367517539926,4.141745778587884,2.9807365636313006,,262.9762660183929,49.11314273689274,0.42537092537092536,9.76467883967884,2.2787411662411663,14.87860611610612,1.9283263033263034,-3.393723776223776,27.723155270655273,125.37678571428573,1433.1465835437712,238.81828782328782,,,11.892969655344656,17.8917853997854,5.9136377881377875,1170.8366071428572,225.1818181818182,19.381818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,7.506617267566174,4.844841006519839,0.5556119063418333,2.9670497346344806,0.6543604144897249,30.481640558123612,16.537663270637406,22.370306084831633,62.45915768740587,38.71232149076976,3.596529100529101,2.813221762134806,,220.11230016462414,39.167321472565376,1.4883750395945519,9.077431105479885,3.2424066448456688,16.09766128180762,1.712561151585542,-4.821304244535952,27.17866355189526,115.97187500000001,1384.8154632034634,237.00847992116283,12.3225,22.9825,11.557669359096192,18.351851942772676,4.875942983845423,1719.5357142857142,295.625,15.750000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,8.26570298573975,5.429658719548425,0.6958816102198455,1.8235690235690236,0.6736842105263158,24.267978025872765,22.22569555201134,27.698014148841356,77.24280544414735,46.647395002658165,10.551515151515153,3.8846301020408163,,273.4712061910692,49.28977622320406,0.07825679475164012,10.090379866410794,1.957271165260856,15.249601686972822,3.343033427054046,-3.8252129170943605,27.331449547016557,146.2732142857143,1206.593888104649,234.56906640038085,13.77813492063492,27.44996031746032,12.12704913643058,18.658593694678746,5.591214114636794,2132.8214285714284,240.0,18.77272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,9.161616700049535,6.193964700307984,0.7573746527104737,1.387805999310424,0.5573773448773449,26.141028489701057,21.451963834776336,29.34590553724882,83.57164760612521,41.621809613997115,10.598484848484848,4.060178223336118,,230.69448554566534,42.58019751082251,0.3181502525252525,8.965825291606542,1.7601010101010102,14.564093314093313,1.235443722943723,-3.0845078012265517,26.69583829365079,138.16985119047618,1435.2555468665146,224.82846455627705,14.044984126984128,26.59875,12.201866868085618,18.126897456709955,6.298988455988455,2027.8964285714285,237.27272727272728,21.64545454545454,,,,1.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.0,8.883958099513656,6.0290909090909075,0.7274448185559297,1.3234758297258298,0.4768488455988456,26.257810245310246,23.248915494227997,28.3750355405911,79.645316872428,36.19433396464647,12.516414141414142,3.0291940339354126,,241.72039086693582,43.65733758639021,0.14353003721424773,9.438500797448166,2.059659755449229,13.30809144072302,2.7166719829877723,-3.4403551302498667,27.091133439659757,140.47767857142856,1388.1441523505737,239.35639553429027,13.426190476190477,25.886285714285716,11.745767570441254,17.8485879851143,5.627911217437534,1807.6339285714284,279.09090909090907,19.76363636363636,,,,2.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1967.0,10.204149449035812,6.710541289518561,0.6542486553850191,1.7532054782054782,0.6817317317317317,24.59791382291382,22.066259441259444,27.6104516758494,83.60506542699726,41.91407088907089,12.271963330786859,3.469726238122465,,176.8999590885305,35.668103136629455,0.5004678362573098,9.121244019138755,2.129987373737374,13.553135521885523,1.3456228956228957,-4.162930356193514,26.81304187710437,132.45,1676.6383291439745,251.36281765018606,11.991230158730156,26.00031746031746,11.072159170653906,17.127577125420874,5.185956618819776,2242.6714285714284,251.72727272727272,18.50909090909091,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.0,9.479549195660306,6.399378974934531,0.8784175084175084,0.9190629429567483,0.36267287284986394,14.625066403606226,14.576918042626009,31.774706723317838,88.57476711560044,26.905340382331534,12.654671717171718,4.269085775335776,,197.14265993265994,48.42396950555114,0.14894977471508083,8.672016815384163,2.3271265865653623,14.56741761639721,2.5097008716906672,-2.8763680537149927,26.656338567894693,121.25357142857143,1259.7457934988988,234.8785334393498,12.793333333333335,25.013555555555552,12.106787635833555,17.946435138557586,6.266543540359867,2304.922619047619,250.83333333333334,19.324242424242424,,,,2.2222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1969.0,8.472301003734827,5.773982471776589,0.7413653340123929,1.2786101036101036,0.552788632213411,21.05591338091338,20.27894143712728,29.372371907096166,79.93242395064085,35.86807423156981,15.194805194805195,3.486752136752136,,232.85651013418254,46.11177198368524,0.021799628942486084,10.185380039461673,1.9214977765998176,14.117294298671851,1.783927098978119,-2.037564898253674,25.25106866772683,121.21809523809522,1370.9303873077276,241.48968997555733,13.65174603174603,26.391904761904765,11.73789716406043,17.48450146140707,5.903775859911064,2076.404761904762,222.04545454545456,17.550568181818186,,,,3.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
