,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,LN01,MN01,HN02,HX02,LN02,LX02,MN02,MX02,HN03,HN04,HN05,HX03,HX04,HX05,LN03,LN04,LN05,LX03,LX04,LX05,MN03,MN04,MN05,MX03,MX04,MX05,WDF1,WDFM,WSF1,WSFM
0,1960.0,10.649676249676249,6.1442051775385105,0.4749222999222999,8.244954345374513,1.7282825145868623,116.91884208228745,40.301869941652555,23.253205189871863,68.9932498982499,118.56854758767803,3.7957078222703227,2.788934837092732,,75.5323250138065,16.0038493666827,1.3178451178451178,11.79338383838384,5.662360109026775,10.693600288600289,0.2385505852172519,-6.48222278338945,22.290421436588105,122.87619047619047,1542.139450970378,328.6248378226711,,,7.8455357223023885,13.392918510501843,2.2093044332211003,2521.444444444445,248.12121212121212,19.355050505050507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,10.459881528368923,6.196409776031625,0.42903949458571305,6.087313912938913,1.3316567613177783,89.92773749398748,42.729100325286765,22.22659121224247,67.88647319533874,104.24484096412063,3.647496392496392,3.08262885678616,,103.42594468784228,19.508855645549193,0.7911194006938688,12.45414709404071,3.3089327929753463,10.298786497190752,0.2926898160940714,-6.572915745601916,23.354843802769334,132.27936507936508,1890.7650638282173,318.3927682741392,,,8.307194828221423,13.789875095944247,2.8020867182462927,2739.9285714285716,259.1393939393939,18.948636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,9.893649211412368,5.632768474215842,0.28794524189261034,8.233708883708882,1.9827374623427256,157.18018432185102,51.63569909622541,19.168335105440367,57.30972975367713,149.12726829700514,3.827230360079197,2.916044973544974,,99.85113913218565,16.312939005439006,1.5479492126231258,12.595201235962108,4.5719532279314885,10.460471563460693,0.4376454765041721,-8.10683519982433,23.158657224418093,131.58333333333334,1883.1935884709164,329.6429193029193,,,7.644507391461195,13.287080643390427,1.9489387704686618,2926.5333333333333,286.5988636363636,18.030454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,9.198455745934737,5.011891423235962,0.3216335018856027,7.28035729192754,1.5964088665769338,104.06264325665151,33.966898880764425,19.64568869972231,53.7096985460851,107.57753040610183,3.9568413729128014,2.469127875869449,,104.22366290159393,18.244825428194993,2.0145541435864014,11.76130118388183,5.074919406834301,10.929298302170643,0.624360627552117,-7.546888237210818,23.006647861594672,120.65277777777777,1957.3006812570147,325.97330533596835,9.673333333333332,20.393333333333334,8.034913381123058,14.047538792177091,1.8634461279461279,2735.0277777777774,249.7979797979798,19.11919191919192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,10.08860362326749,5.8395627948148965,0.3471752337298555,7.0405178155178145,1.8688877693188037,91.97070707070706,43.69442951684331,20.425543217286915,62.93347908860514,133.42368139523313,10.681168831168833,3.237322472848789,,119.01068400049881,21.467888136355878,0.9126631052162967,12.459577538300945,4.430991462241463,9.630991462241461,1.0522960257335259,-7.526684627429308,23.060414036195287,128.05952380952382,1798.4581841138659,324.2514180204503,12.549444444444445,23.376746031746034,8.103717233121488,13.808677992724867,2.292386862546437,3105.4880952380954,241.45596590909093,21.06875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,11.18669892199304,6.634334946099651,0.39104065868771754,6.841657958899338,1.9688954765041722,131.55841605712297,60.42413921826965,21.258607928019693,70.05912104235634,166.98130434782607,12.25874125874126,3.3229271708683474,,70.71600386581868,12.557250930356192,1.215527455001139,13.362808536492746,4.568756787313489,8.560455809940345,0.33666004671159316,-8.24742887521835,21.289111996251176,127.00158730158728,1931.8676198769301,357.3450091136933,10.824111111111113,22.371666666666666,6.666692200197464,12.054094516594517,1.277970289359763,3058.0317460317456,247.1077441077441,19.362401795735128,,,,3.1111111111111107,11423.454545454544,,,,,48.00454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.2121212121212,259.77272727272725,14.228787878787879,18.77727272727273
0,1966.0,10.355675172780435,5.968234981392876,0.3990474924685451,6.1615762892078685,1.7396486797802588,98.61323763955342,47.61553916356548,21.99911306042885,64.07590200248094,135.65403154350523,10.825174825174827,2.5590811965811966,,119.66731984478935,20.094328766471627,0.7459405673691387,13.198527662813376,4.228093042223477,9.271351715916934,0.8509920634920635,-7.210031238602666,22.30519613840266,129.73333333333332,1818.7978143504006,332.55066433566435,11.394444444444446,23.707333333333334,7.732019226804942,13.142034373235461,2.2007025752025755,2670.7063492063494,229.39393939393943,19.551010101010107,,,,2.8302910052910057,10878.636363636364,,,,,47.51666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.98653198653201,251.5909090909091,13.122558922558923,17.240909090909092
0,1967.0,10.844061302681991,6.283050330895159,0.4371212121212121,8.165712990712992,1.8014768613452823,138.90524753024752,44.580311574390514,21.56148249738767,69.1462526123302,122.8518360294676,11.454545454545455,2.9464824612972764,,72.39478973407545,11.89599761051374,1.9701422830455086,13.406232835265092,5.186247735715821,9.161372847011146,0.08188265635074145,-8.899782773976323,21.444602637315406,123.62539682539682,2085.802132160475,360.3542604229701,11.669809523809525,24.55722222222222,6.512767475057799,12.070548271468484,0.8228771897158996,3128.674603174603,245.1931818181818,17.760227272727278,,,,3.173809523809524,10964.727272727272,,,,,46.08181818181819,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.4848484848485,286.3636363636364,12.86060606060606,16.863636363636363
0,1968.0,11.444998211664878,7.058140624807293,0.4653149319815986,5.554212145878813,1.794377990430622,96.7497483997484,41.899468367889426,23.853362193362194,77.88395761645762,142.07056530214425,11.066818181818181,3.661989087301587,,98.254088771311,19.167463032785616,1.1377240143369176,11.747059690608078,4.527530568846358,9.629837852206274,0.7128518265360371,-6.530903427516331,23.211865003417632,117.99285714285713,1946.5825069662142,322.6861805846483,12.315,24.662777777777773,8.1990110668901,13.668567498291182,2.6602904622259462,3123.873015873016,222.15909090909093,19.136363636363633,,,,3.3914141414141414,12287.454545454546,,,,,52.381818181818176,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.25757575757575,229.0909090909091,12.870833333333332,17.754545454545454
0,1969.0,10.1134852994228,5.694800685425686,0.3921266233766234,6.159812409812409,1.4010587526642573,102.50156604308391,34.494479195625985,20.659036345598842,64.16550054112554,98.40971643035864,10.571969696969697,2.9807563025210086,,94.23247491526561,19.504016798418974,0.8331192358366273,12.541839591567856,4.506982872200263,9.508160408432149,0.4684974747474748,-6.65201526130874,21.901094916556875,118.5788888888889,1937.0361778909223,332.63334376372416,12.29,25.209666666666667,7.855498270750989,13.465345163592444,2.25567775581906,2581.611111111111,283.27272727272725,19.374943181818182,,,,2.927936507936508,11565.272727272728,,,,,49.27272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.27272727272725,249.54545454545453,11.90909090909091,15.072727272727274
0,1970.0,10.624402927580894,6.10013390564238,0.4889677648152224,7.116696575029909,1.8347834875852114,122.51581196581196,54.07931065581928,23.505343049135426,70.37277037933818,139.83344311340002,10.804195804195803,3.4791355899789638,,108.5810175832398,20.7166033966034,1.5100900307422045,12.601339481774264,4.830817883807014,9.945982731037079,0.3676548089591568,-7.760071640316205,22.569696852060982,115.19761904761904,1997.7035007712595,336.8190753690754,12.00852380952381,24.381761904761905,7.555650856389987,13.255688366585105,1.8515924462011422,2781.3174603174607,257.8093434343435,20.578787878787878,,,,3.4909090909090907,12193.09090909091,,,,,51.04545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0909090909091,249.54545454545453,12.436363636363636,16.21818181818182
0,1971.0,10.085038845083488,5.958165197897341,0.39939574314574305,6.832695475615829,2.0151285583103764,142.04040819062942,52.60542011019284,21.0801252641208,64.55261015769943,158.68151515151516,9.742424242424242,2.6607238477720405,,97.87759465886226,18.52711134331824,1.0306637806637806,12.216687163846256,3.992005280073462,10.252823691460055,0.5161730945821855,-7.128403843631116,22.612233126721765,120.7179365079365,1616.53238997114,320.3246641704401,12.335666666666667,25.078714285714284,8.164463756887052,13.861561352157942,2.2926023957103507,2503.5396825396824,225.0,21.54,,,,3.7399999999999998,12285.818181818182,,,,,50.55454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0909090909091,245.45454545454547,13.054545454545455,18.36363636363636
0,1972.0,11.098878162152499,6.453767766157147,0.5361401626888352,8.795382395382395,2.678535353535353,149.3258489008489,50.73726851851852,24.948700947528383,72.63226736390453,191.90829124579125,10.863636363636362,2.9633145363408517,,70.0432597135375,12.883622589531683,1.8258426966292134,13.809093746453298,5.847684712291454,8.770153785041424,0.22502553626149135,-9.165609749177165,20.01181449324708,111.68888888888888,2042.0909313078523,374.28303419749443,11.196222222222223,23.106190476190477,6.337926200204289,11.785202786289865,0.8414031891953242,2769.2063492063494,237.27272727272728,18.30909090909091,,,,3.2593939393939393,10783.636363636364,,,,,44.37272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.8181818181818,196.3636363636364,11.236363636363636,15.018181818181818
0,1973.0,10.791298892847564,6.411922959046852,0.4885322887535277,5.35920575347181,1.5318846534124313,86.8556492182639,46.99744167869168,23.855654011671714,73.59791416056903,118.77409010742343,10.545454545454547,3.048256939139292,,103.84377710137085,21.505345573966263,0.8148703786634822,11.035070325587567,3.7626738160829074,9.944829381477108,0.6013019808474354,-5.370524871042113,22.361764561196377,118.91777777777777,1729.9392674425142,307.37987216168256,13.017666666666665,24.692714285714285,8.685462797100728,13.92421665108881,3.4305732157370086,2437.1428571428573,212.72727272727272,18.59090909090909,,,,3.7515151515151515,10588.363636363636,,,,,45.35454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1818181818182,245.45454545454547,11.545454545454545,15.627272727272723
0,1974.0,10.830715638528138,6.4275545634920634,0.3982007575757575,6.477117797876727,1.7616426387068589,91.63871366728509,43.29907561857103,22.10308373917749,68.92303323412699,122.49017435164224,11.6,3.3962378890950324,,76.7208658459596,14.099271615995754,1.185842598058507,13.339519382133018,3.875555883510429,8.917002820411911,0.47041806047487866,-7.523847771546635,22.012438590449957,114.67460317460318,1803.5951638407887,344.125420294903,11.45376984126984,24.150396825396825,7.124721078479601,13.051448129837333,1.4721727830250557,2499.023809523809,204.54545454545456,17.868181818181817,,,,2.85,11361.272727272728,,,,,48.06363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.36363636363637,200.45454545454547,11.481818181818182,15.01818181818182
0,1975.0,10.50015899738122,6.504596894874673,0.5152590722035166,6.4944008821367305,1.8401044171877505,110.68057325274307,51.96646558174336,25.07378904788627,76.06562593527872,148.47622488108598,11.345454545454546,3.3421899889432356,,130.93477477477475,21.695696828714066,0.8190874259839775,11.879461279461282,4.74717056932966,10.240868916437098,0.6229511019283746,-6.590637989086265,22.991499655647385,111.8952380952381,1619.9321231060603,316.6011737241048,12.375000000000002,24.595317460317464,8.429084958783235,13.99420144628099,2.799599094392198,2248.8333333333335,229.0909090909091,20.513636363636365,,,,2.8175757575757574,11037.818181818182,,,,,46.81818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.45454545454544,225.0,12.118181818181819,18.327272727272728
0,1976.0,9.286156784092563,5.131667262401207,0.3276652501423143,6.897547559474165,2.232231657231657,119.0134718747104,45.29614690864691,20.402545209632365,55.87713081006658,167.90903991841495,8.2,2.9007671957671954,,101.43050266175266,19.146826872622327,1.4104457726616817,13.911133658008659,4.5329551534607715,10.780502861682637,0.7366931757381197,-8.725486849009577,23.57804992136453,147.18666666666667,1851.4022154471543,339.9206163911846,10.098095238095238,23.846761904761905,7.524721877869606,13.696333706243818,1.2816861266889674,2596.0285714285715,241.3636363636364,18.172727272727272,,,,2.013015873015873,12672.6,,,,,55.36363636363637,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.36363636363637,225.0,11.4,16.663636363636364
0,1977.0,11.369382104250526,6.882176717045138,0.41748943064732535,6.562136536030341,1.729861111111111,129.34196771763143,50.28297792742237,22.61450833523202,76.1078354661907,143.9188976404254,9.077272727272728,3.003849662470352,,116.76116959331746,19.24870847362514,1.0729529421196087,11.624442440275773,4.2263784672118,10.676393298059963,0.8837674362674364,-7.90223933782267,23.006363756613755,124.35555555555557,2070.7493929425837,312.0500780022447,11.304444444444448,23.473174603174602,8.454308958633959,14.414262594195927,2.546067488375822,2490.9603174603176,244.5590909090909,19.214090909090906,,,,3.7296969696969695,11586.0,,,,,47.83636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1818181818182,231.1818181818182,12.18181818181818,15.872727272727277
0,1978.0,10.015511659209139,6.033567063188912,0.4339690421623195,6.669868839381035,1.5486124309295042,121.36442297539858,31.23924230692523,22.728285920428778,68.36832047970704,107.86751223031712,10.223376623376623,3.132425700776764,,96.26064170274171,17.225334585593206,1.8667014977359806,13.893549617687547,5.45229346005208,9.473519679554162,0.4466329966329966,-8.168983057172714,21.114649035511107,122.17777777777776,1883.9670579384065,359.5427021445987,11.339999999999998,23.618333333333336,6.842503118210014,12.748300633593734,0.9535068791361894,2159.055555555555,229.0909090909091,17.81818181818182,,,,3.0683333333333334,12108.545454545454,,,,,52.07272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.45454545454544,245.45454545454547,11.336363636363638,15.32727272727273
0,1979.0,10.69789150907572,6.294927976506924,0.4605759980759981,6.1005835295308986,1.3689983687809777,131.15965450241768,36.992441809398336,22.167446773499403,69.31854377104378,100.18301806888763,10.267676767676768,2.592744996549344,,80.8385984579268,14.717311919904514,1.5606091782017708,12.474251777029556,4.056225838633246,9.46556303778526,0.14857214116473375,-8.022589786756454,22.064609365257514,115.18666666666667,1883.8273373737372,342.3856657848325,10.996666666666668,22.78833333333333,7.265495252347105,12.855632123706197,1.5447140541214617,2478.8333333333335,267.95454545454544,19.200000000000003,,,,3.094141414141414,10354.363636363636,,,,,43.44090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0909090909091,288.40909090909093,12.84090909090909,14.45909090909091
0,1980.0,10.897204681149635,6.303080940466262,0.4607705495320174,5.594188940519216,1.774576282303555,78.62529389570675,35.0515046569592,21.478352562320453,68.3459126984127,113.8201479076479,11.254545454545454,3.735213744588744,,81.34021079666601,18.033854016354017,1.6817765567765566,13.135042272542274,5.13464775964776,10.06555759055759,0.3092490842490842,-7.314168239168239,22.187808765308766,128.42333333333335,1762.7545147186145,350.56596334221337,13.3125,28.3575,7.187138296888297,12.84697712010212,1.4993564676064677,2213.95,275.9318181818182,18.07,,,,2.6130158730158732,10208.727272727272,,,,,42.154545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.03703703703704,302.72727272727275,11.131986531986533,12.736363636363636
