,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN
0,1960.0,11.144542990884455,6.982311793897161,0.6236476260866505,5.188611727026362,1.5221421532397141,106.82555432372504,43.115521064301554,29.268019832471047,85.88469679791108,127.80904779502337,5.658496732026144,2.6092731829573936,,55.60842803030303,9.763920454545456,1.8380681818181817,13.30625,4.128138528138527,10.19172077922078,0.20941558441558442,-8.202727272727271,22.48957792207792,,1734.3803577441076,339.99293560606066,,,7.277623106060607,13.751300865800866,0.6983901515151514,,,,,,,,,,,,,
0,1961.0,11.05967365967366,7.157575757575757,0.4187257187257187,5.27717209690894,1.783312058312058,109.8250626566416,76.03320290820291,23.55097902097902,78.80354312354312,166.75215525215526,5.7977463712757835,3.2527777777777778,,94.13973063973064,18.219425837320575,1.9027113237639552,13.92982456140351,3.747846889952153,10.676555023923447,0.21052631578947367,-8.830303030303028,23.14767145135566,,1792.9853535353536,336.60771929824557,,,7.560969696969697,13.801488038277512,1.3044338118022332,,,,,,,,,,,,,
0,1962.0,10.823011363636363,6.815132575757576,0.6329924242424243,6.102098665223665,1.99840367965368,136.67329004329002,70.4075423881674,27.080943813131313,84.41018181818183,189.02080086580085,4.559747854484697,2.560673234811166,,61.495370370370374,9.606934343434343,2.9141414141414144,15.0,4.295707070707071,9.527424242424242,0.1786363636363636,-10.08040404040404,23.339055555555557,,2079.614898989899,374.8925808080809,,,6.060260606060607,12.587132828282828,-0.40817171717171696,,,,,,,,,,,,,
0,1963.0,10.929182064547918,6.962392214831239,0.3653424488790342,5.8355277513814094,2.124722838137472,150.3535652694189,48.87084257206209,21.016456639566396,71.30401884700666,162.6021064301552,4.636484593837535,2.208578431372549,,73.10781818181817,14.53225468975469,2.738095238095238,13.451948051948053,4.691125541125541,11.338203463203463,0.975108225108225,-8.901655844155844,22.79194805194805,,1921.8010966810966,355.15067821067817,,,7.070308441558441,14.034965367965366,0.10536363636363642,,,,,,,,,,,,,
0,1964.0,10.486419068736144,6.214523281596452,0.4165742793791574,5.663314613314613,1.8584994683678897,89.68328263328263,58.64208532695375,21.9799889135255,69.39304323725055,154.47175039872408,,2.952083333333333,,83.8913875598086,13.022670807453418,1.7428430265386785,13.842899491812535,3.813622247317899,10.418435911914173,0.49223602484472057,-8.927611518915867,23.278325804630157,,2021.7321969696968,333.25111518915867,,,7.241028656126483,14.134019621682663,0.34744057029926595,,,,,,,,,,,,,
0,1965.0,10.979964276915496,6.759134023158413,0.4910076373491007,5.815128968253968,1.7000777000777003,77.76980970418472,42.1253626003626,21.984103843311164,74.69628664695739,105.9635262885263,,3.5729024943310654,,69.93549783549783,12.748441558441558,1.3173295454545455,15.1987012987013,3.536837121212121,10.012215909090909,0.4587121212121212,-9.125188041125542,22.316799242424242,,1927.907403581267,353.920275974026,,,6.884443722943722,13.45861553030303,0.19666314935064932,,,,,,,,,,,,,
0,1966.0,10.68790970933828,6.652551020408163,0.6523036487322201,4.8233611626468775,1.3555615680615682,110.3372397443826,65.59176372569229,27.143913110698826,81.65309523809522,134.48633185597473,,3.5,,70.76183589138134,15.326905627705628,1.2873304473304472,13.324121212121213,3.882317682317682,10.505278055278056,0.797008547008547,-7.889934776334776,23.995844710844715,,1888.6629343120649,324.3674909090909,,,8.007260144300144,14.39915861915862,1.2127705627705627,,,,,,,,,,,,,
0,1967.0,11.82700876359413,7.78181818181818,0.5081652764579594,6.7544949494949496,2.2449019814873474,140.23934343434343,85.24399746594868,23.81515749832823,86.87213493823249,195.3832365466512,,2.993095238095238,,81.65630952380953,15.812796416546417,2.59294733044733,14.523118085618085,4.5373617123617125,10.471266233766235,0.09848484848484847,-9.644901394901394,22.491839225589228,,2137.2292960858586,360.90801827801823,,,6.751377164502164,13.299114538239538,0.19933044733044733,,,,,,,,,,,,,
0,1968.0,11.714550865800865,7.283712121212122,0.6906845238095238,6.233322510822511,2.0171031746031742,108.18933982683984,46.10957070707071,28.35081655844156,89.75671103896104,146.72435786435784,,2.3735714285714287,,67.055615942029,12.166627816627816,2.2848762348762355,13.615001665001667,3.9178130511463847,9.982919138474696,0.3913740580407247,-8.263593628593629,23.001061407728074,,2067.3738636363637,343.55402874902876,,,7.245424852924854,13.684004596226819,0.7221011211011211,,,,,,,,,,,,,
0,1969.0,11.91168091168091,7.682012432012432,0.9446063196063196,6.7179824561403505,2.0518740031897926,206.7500797448166,78.59186602870814,31.8833818958819,99.61708430458431,215.30488437001594,1.0,3.009523809523809,,84.26879509379509,18.23456293706294,1.4585955710955711,12.968968531468532,4.806701631701632,10.695337995337995,0.4136655011655011,-9.564597902097903,23.31936188811189,,1696.5049873737373,335.0084353146853,,,7.705464160839162,13.947706293706293,1.545951048951049,,,,,,,,,,,,,
0,1970.0,11.725689125689124,7.5714951714951715,0.41692751692751695,7.4746138996139,2.174110799110799,162.4243213993214,48.91325026325027,24.005610685610684,82.67510082510083,170.42184684684685,,3.126190476190476,,91.79366522366523,17.12891963109354,2.1085309617918315,12.858915239350022,5.273832070707071,10.423979377104377,0.6004840067340066,-8.382916117698725,22.411500420875416,,2067.3060743801652,340.2710858585858,,,7.392040513833993,13.06109111952862,0.9527113526570048,,,,,,,,,,,,,
