,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HX02,LN01,LN02,LX02,MN01,MN02,MX02,WDF1,WSF1,WDFM,WSFM
0,1989.0,3.6332594499261166,2.5307990891324224,0.34882284882284886,0.537417634505013,0.15575659507698342,18.129472253744098,10.495506848419467,13.387648113481449,36.42351618934953,20.047330914321208,6.375112971823499,1.8114427860696516,2.5608391608391607,225.1210157586797,45.10690857555144,0.10291913302117384,5.269860558942192,0.293959713755632,17.18416703477928,4.429304119916365,1.0522445887445888,29.360348808787585,186.5191638608305,679.5711822304678,148.33426692581796,10.466878156565656,24.226148200757578,14.740019406896957,22.31917271254822,7.038323818358513,2416.7372895622893,213.44628099173553,14.350309917355373,24.08181818181818,20.245454545454542,22.318181818181817,1.7244444444444444,20608.90909090909,,,,,,22.60909090909092,17.78,19.56,18.536363636363635,13.889999999999995,15.11,20.89090909090909,15.97,17.21,176.36363636363637,12.963636363636365,,
0,1990.0,3.3003961753961755,2.25340253673587,0.22532272532272532,0.645052902219026,0.22618389572786965,18.9555485050599,13.194384515231423,11.945776003276002,27.10394192894193,28.106943093099446,4.55427368927369,2.062640977443609,2.7137310606060603,234.1115333185333,49.33498429472156,0.22343923769083004,5.786149139254235,0.5539579139897611,16.90917546713725,4.503757892850249,0.543347188904514,30.05150173252084,188.75221941638608,684.5092447569141,157.50101089374178,11.096836092012563,25.39851740089975,14.487695106203066,21.996016415290303,6.889079768338526,2716.0112851201084,254.67860422405877,14.979589072543616,24.0,19.85454545454545,21.92727272727273,1.8888888888888886,20866.636363636364,,,,,,22.60909090909091,11.3,12.34,18.28181818181818,7.279999999999997,8.390000000000002,20.6,9.28,10.37,222.72727272727272,12.245454545454544,,
0,1991.0,4.038520789909679,2.9200992508862877,0.5171708264300857,0.5221473063973063,0.23445117845117844,15.326049663299663,9.32680808080808,17.777499153795446,50.32082964788984,31.15198653198653,4.19596390342659,1.8648253968253972,2.584772727272727,154.5349560270548,44.21284670917904,0.02193308188817171,5.685201458554752,0.3355029119250676,15.210303203117574,4.45187104146685,0.8967365485479257,28.4249283899733,178.9032519640853,745.2718806045146,168.58733314755773,10.874036075036075,24.57516208964646,13.988783887852001,21.223322159792968,6.715203634937915,2583.877654698243,239.3884297520661,14.896646989374261,14.611111111111114,10.81111111111111,12.644444444444442,2.5380952380952384,20554.545454545456,,,,,,1.6000000000000003,,2.4,-1.2625000000000002,,-0.4249999999999998,0.25,,0.8500000000000001,239.0909090909091,11.863636363636363,,
0,1992.0,4.581404044871538,3.3475045680154034,0.595369104579631,0.4144935752078609,0.18646241324812754,15.272199890057031,8.667116009462948,17.326395791171333,55.731622282086676,26.252595071217517,5.040789948355738,1.903027950310559,2.4620037105751393,237.4601279506657,51.431077521477214,0.05986526393503138,4.638018473774287,0.31566789153998454,17.09718069398302,4.756933328299607,2.409114483707507,29.092027962347736,169.6732091592618,612.0152253825337,145.2984433307326,11.067096468890588,24.760115355233005,15.048794140533237,22.19257414678345,7.874780953219908,2391.618710918711,215.13813459268005,13.945171192443917,19.3,15.025,17.075,3.1520408163265308,20805.36363636364,,,,,,-12.2,,-11.1,-13.9,,-13.3,-12.7,,-11.8,197.27272727272728,12.836363636363636,,
0,1993.0,4.1665324810184625,3.0063625799607103,0.45452286550417387,0.6600487634970394,0.18105164949992536,30.936831243469175,7.788974349405384,15.730541260401074,45.73083885135287,23.18849629297905,5.430516705516705,1.5152529761904763,2.4765512265512264,134.58011983546467,40.964031182612636,0.09270152505446622,5.257199748586303,0.29891239324012436,15.7019587633033,3.7882198333879007,1.4529107602637015,28.674204035149415,170.29256778309409,661.4088377074314,160.18757638584887,10.372362617774384,23.9073985654868,14.116165204411695,21.220951241102505,6.998975518490223,2245.600631313131,224.72314049586777,14.331487603305787,,,,2.9587301587301584,20765.272727272728,,,,,,,,,,,,,,,208.1818181818182,13.981818181818182,,
0,1994.0,4.248384465775771,2.9940774201643765,0.3656914083156319,0.6138625074849564,0.24736738129595273,17.21809383926731,10.803442589156875,13.938494673890636,41.29856272350837,31.036361059575345,5.5544795783926215,1.5353846153846153,2.615185185185185,228.7750277921036,48.50725629971498,0.10102650773883651,5.84344047124869,0.44011553949570476,15.81157481942606,4.7589761248852165,1.384513678862994,28.328581654800665,174.24343714927048,684.501432255455,170.51593337944578,9.996207664884137,23.300355317884726,14.136897260682382,21.306614254508883,6.771839033189034,2239.4930976430974,205.1115702479339,13.792231404958677,,,,2.7785714285714285,20312.090909090908,,,,,,,,,,,,,,,150.0,11.909090909090908,,
0,1995.0,4.340658017593001,3.133071761399935,0.6309178695401605,0.5005692786942787,0.16916608166608166,23.968827634452634,10.384194015444015,19.19147626195614,59.02514326145131,23.03220476970477,6.162364058705522,1.4148148148148147,2.446124188311688,188.1561061083709,45.66476200810185,0.02646919546144352,4.262911600314702,0.18616030434212252,16.515401510466443,4.230597252675175,1.9015826593733567,29.21319003579393,158.10786096256683,775.3364650415227,145.52855742131132,10.906848011363635,23.950267045454538,14.944063642376143,22.010820179531866,7.741987479072751,2064.3452762923353,221.25584415584416,13.711818181818183,,,,3.992275132275132,20019.454545454544,90.0,100.0,9.4,13.9,,,,,,,,,,,156.36363636363637,13.500000000000002,,
0,1996.0,5.0971844614367985,3.8706343587184704,0.8706987543436142,0.45398065476190486,0.20088556800885568,17.310838418911334,11.932537952914666,23.001840276372985,74.56327403990956,28.225060042697034,4.556328529194383,1.7245726495726497,2.638358585858586,253.3754059415012,55.806662018191865,0.03449105482687572,4.439564263817995,0.31512881121090075,16.58125273703632,5.27345218352681,1.899992614488883,30.270402093070008,171.58062982768865,656.4917877659926,148.82354437229438,11.02746590909091,24.33385101010101,15.121713846891087,22.202699442900933,8.001885481503018,2300.134347678465,218.2409090909091,14.187818181818182,,,,3.5017094017094013,20971.4,203.3333333333333,121.66666666666669,14.883333333333333,18.383333333333336,,,,,,,,,,,170.0,14.04,,
0,1997.0,3.75344951982883,2.5170383865524935,0.2635082350599592,0.38788812645195625,0.11351628348094778,10.193690706456666,4.587199608401022,12.684012086833402,31.494917830341027,9.485758646536032,4.069824434824436,1.6346666666666665,2.859779614325069,213.42190451673466,47.50906369428935,0.032581399643011016,4.759283508750333,0.21523588970271434,16.96854299597191,4.21354703090485,2.0653506202854546,29.34740056283895,176.87178030303028,731.4190347871761,149.12342898787674,11.429820075757576,25.069425505050503,14.855890646368675,22.01797551342812,7.659002692804826,2559.841197691198,219.09848484848487,14.656060606060606,,,,2.2513888888888887,,148.1818181818182,167.27272727272728,13.490909090909092,16.527272727272727,,,,,,,,,,,,,,
0,1998.0,6.419563615803721,4.438795227053802,0.6982268976991932,0.9232592576342576,0.33465505863116785,32.238365191490196,12.26734162689794,18.637027160028477,69.37113261335557,38.31872946924142,4.288740523951792,1.892752100840336,2.877921032268858,181.68617359492362,44.94247004364561,0.08318497566963824,5.0594054775036374,0.370929053904514,14.09530463855617,3.9826344071742845,1.8345844731274181,28.11156950014312,158.60855113636364,733.4626895130549,174.68230445404473,11.834855587121211,25.03377288510101,13.8960654488385,20.505318561011816,7.247213221168743,2152.632575757576,225.0768398268398,16.57121572871573,,,,2.765079365079365,,213.2696051423324,214.03105732651184,12.140321592548867,19.260474091565,,,,,,,,,,,,,,
0,1999.0,3.8974636768287567,2.509267371370546,0.3216801423150629,0.8392604740727607,0.2321148548421276,31.068771823549984,10.346221833721835,11.56409296097788,33.432923872130225,25.543866108638834,3.5839118457300283,1.8635220125786163,2.9190867693326714,193.62112849677825,41.152745380430204,0.040569943622269206,5.093262008232939,0.21797328345872038,15.816326510598357,3.9669891004357027,1.181404486448091,28.788359384412782,157.427619047619,742.4407132426751,161.16108422327784,9.600752380952379,22.5956658008658,14.229436601282417,21.413340812423822,7.000355831991006,2387.030303030303,,,,,,4.2,,226.64543742509846,225.28454031843864,12.24688067111796,17.61522855675398,,,,,,,,,,,,,,
0,2000.0,4.6213042513042515,2.9784741184741184,0.3968478743478743,1.0510338314325025,0.16923151374370887,31.1610906166554,7.396314187167845,14.546912513412513,41.48936999111999,18.852300883398442,5.283204647756887,1.4964912280701754,2.9131224406224403,225.5462601718423,46.03311580018897,0.0183728747974558,4.446771385039542,0.1493362059004517,15.828525881319178,4.330602513563408,2.15867970070484,29.34542723053896,163.69748821548822,766.0197379337523,154.63938036218525,10.935563636363636,24.42020303030303,14.686437533546412,21.647287395100246,7.7087679757135055,2336.611818181818,,,,,,5.276455026455027,,221.0791245791246,217.69823232323233,12.457579966329966,16.885094696969695,,,,,,,,,,,,,,
0,2001.0,4.647146995984205,3.169561804833122,0.4554923543295636,1.251326152336253,0.2791789064110492,46.80029443059746,12.428728612657185,14.781986270978518,44.74538903244329,31.477708848690995,4.418518847970902,1.4961152882205515,2.9711733615221987,250.4586499106426,54.26090127053312,0.04126817910947604,4.116640256785308,0.33822679501007147,16.944011728696026,5.17768229589902,2.66905562819812,30.010654977369995,175.80776334776334,798.0607536116187,143.90520601069403,10.324065543831168,23.32164817821068,15.234926906426907,22.193280524651687,8.205511614807264,2396.238564213564,224.5931818181818,16.23306818181818,,,,3.9073260073260068,0.0,220.10406698564594,221.232057416268,12.442906698564594,17.308624401913878,,,,,,,,,,,,,,
0,2002.0,3.4375569309163065,2.2781653965247717,0.45863489808802305,1.1983801222931658,0.1759277361427899,50.78310783419479,8.35577640201296,14.006231107578763,39.62120106383778,20.397871184967958,5.154998396665063,1.4801587301587302,3.0328928823114873,225.91292129998263,49.20886349944518,0.03717371737173717,4.494127627048419,0.20087333627629678,16.398688304568235,4.736008463393332,2.1002446435119704,30.020274300808836,185.35557287157286,746.9304986137163,147.82608292972154,10.035522057307771,23.931935683364255,14.968233690630969,22.206187494066604,7.678409949923564,2634.220971620972,246.76363636363635,17.789454545454547,,,,3.678669815033451,0.0,233.6901913875598,231.98564593301435,12.50976076555024,16.359916267942584,,,,,,,,,,,,,,
0,2003.0,4.9202139843279085,3.271893985058542,0.4548568871353681,1.7502754190254188,0.21714409328045692,68.77375043937543,9.503458410276593,16.377897702157195,46.05675925621496,23.658403843631117,3.7582191854579916,1.6612187247780468,3.020977801268499,255.04933177124923,57.93659637571188,0.031054506416825257,4.644580669822215,0.26221960387282967,15.692464855932599,5.41519975096588,2.386162202889256,29.27575859400456,185.95941558441558,713.5301649549945,155.67846630393478,10.010984848484847,23.759143434343436,14.989433375411162,21.839657623469726,8.066342433420935,2203.6309932659933,248.1431818181818,17.452858585858586,,,,3.333585858585858,0.0,231.74124360488,231.22547846889952,12.357041519086973,15.378080143540668,,,,,,,,,,,,,,
0,2004.0,4.037123286435786,2.751113546176046,0.5629270382395382,1.843681781181781,0.16246913297969637,87.86404498279498,10.34266127065423,17.35673981782107,47.891670472582966,20.784583384143243,4.809086254247545,1.7565972222222221,3.0,235.28536609329223,50.67724067285761,0.03529732811990876,4.395559104873621,0.22056926638920205,16.493871535752564,4.705104617604618,2.4481717869943678,29.496623249026786,193.49468099360953,754.5432389100363,147.8147872154727,10.579044604205318,24.95895122139765,15.059877774868498,22.02872563775096,8.036772986780244,2409.974551638837,240.11861471861477,17.240692640692643,,,,4.5989439853076215,0.0,220.0799663299663,215.29066985645932,12.861097081930415,18.0738995215311,,,,,,,,,,,,,,
0,2005.0,5.093900629504742,3.4354537850039137,0.6563686813044138,1.7383074162679428,0.12073076963587914,100.36099980063796,5.857147596928618,17.981269776353322,58.32453390867915,12.105278541409929,5.065857984607985,1.479908103592314,2.8823564593301434,205.2905841792547,44.960553335553335,0.008941952201756122,3.8816491832423203,0.09245344322705887,15.77987271505187,4.027289060920983,2.933559963547709,28.82145798374626,174.0566961279461,834.6897632766295,146.93476312694398,10.928710743801652,25.012578512396693,14.856661798894642,21.635602298579087,8.03942139591527,2370.749494949495,237.76565656565654,15.188868686868688,,,,3.9699724517906336,0.0,218.2705905205905,214.36376927166398,12.181540404040405,15.774154704944177,,,,,,,,,,,,,,
