,YEAR,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,DYFG,DYTS,AWND,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,TAVG,TMAX,TMIN,WDMV,WDFG,WSFG,HX01,LX01,MX01,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5,PSUN,HN01,HN02,HN03,HX02,HX03,LN01,LN02,LN03,LX02,LX03,MN01,MN02,MN03,MX02,MX03
0,1960.0,8.439955106621774,5.774410774410774,0.9169472502805837,2.1791526374859713,0.5429292929292929,30.98540965207632,32.911616161616166,41.853872053872045,95.80740740740741,51.8320707070707,6.100757575757576,2.9851190476190474,,285.11704545454546,51.53236812570146,0.0,8.253198653198654,1.1378226711560044,15.75746352413019,1.3835016835016836,-0.15084175084175075,28.103557800224465,125.935,1170.9848484848483,199.49344556677892,17.092000000000002,32.065,13.40369696969697,19.2462278338945,7.559368125701458,1509.0,274.45454545454544,18.83636363636364,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.0,9.726262626262626,6.833333333333333,0.995959595959596,0.8393939393939394,0.2454545454545454,16.218181818181822,9.507070707070707,32.31171717171717,98.15383838383838,15.161616161616163,6.445454545454545,3.248015873015873,,291.8880681818182,57.462106782106765,0.07651515151515151,6.554545454545454,0.40011223344556673,15.296296296296298,2.508417508417508,-0.6198232323232321,28.49567901234568,139.45,1165.3775252525252,190.52425685425686,18.87,32.42,13.993467171717173,19.69614141414141,8.43354797979798,1507.2,238.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.0,8.791666666666664,5.3232323232323235,0.8409090909090909,0.8535353535353535,0.3509539842873176,10.406060606060604,10.885185185185186,30.195959595959593,80.49065656565658,21.91784511784512,4.482683982683982,2.1658730158730157,,241.8028787878788,46.66431457431458,0.05194805194805194,8.305194805194805,1.1145743145743146,14.445021645021646,1.671139971139971,-1.9374891774891774,27.879033189033187,134.55,1370.4211363636362,213.96610389610385,,,12.672481962481962,18.354210678210677,6.989431457431457,1744.5833333333333,233.3636363636364,19.10909090909091,,,,,,,,,,,,,,,,,,,,,,,,,
0,1963.0,7.331818181818182,4.7488636363636365,0.8090909090909092,0.4,0.14444444444444446,5.806060606060606,6.581818181818182,31.697272727272733,77.98897727272727,8.540404040404042,5.073701298701299,1.9662698412698412,,254.74848484848485,48.41306818181818,0.0125,7.101136363636363,1.294318181818182,15.179545454545456,2.363636363636364,-0.021590909090909105,27.7125,159.72499999999997,1141.978472222222,193.0978409090909,14.11,29.36,13.437988636363636,19.549102272727275,7.326738636363636,1540.7916666666665,251.8181818181818,18.827272727272728,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.0,8.237485970819305,5.194500561167228,0.620314253647587,0.4383838383838384,0.35881032547699215,13.564646464646465,16.55510662177329,24.882547699214367,70.18539842873176,27.75611672278339,14.090909090909092,2.2653061224489797,,273.9961038961039,56.743737373737375,0.0,6.466666666666667,0.1604938271604938,15.67946127946128,3.538832772166106,0.03629629629629632,28.753063973063977,161.77499999999998,950.8696248196247,175.41031425364758,18.03,32.4025,14.361977553310888,20.475076318742985,8.247712682379351,1710.525,262.72727272727275,18.6,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.0,7.222222222222222,4.444444444444445,0.4848484848484848,0.46464646464646464,0.2727272727272727,8.212121212121211,9.919191919191919,24.903030303030302,61.28888888888889,14.515151515151514,13.363636363636363,3.460544217687075,,334.1141414141414,57.32222222222222,0.0202020202020202,6.8989898989899,0.4343434343434343,14.878787878787879,2.595959595959596,-0.9151515151515149,27.491919191919195,150.24666666666667,1231.9777777777779,189.1494949494949,19.186666666666667,33.156666666666666,13.876161616161617,19.91343434343434,7.837676767676767,1589.1,242.72727272727272,19.11818181818182,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.0,8.413636363636364,6.02020202020202,0.7545454545454545,1.4585858585858587,0.45202020202020193,42.03333333333333,19.545454545454547,29.86525252525253,82.84898989898988,33.535353535353536,15.090909090909092,2.7129629629629632,,280.1545454545455,51.445594837261496,0.0,7.325757575757574,0.8282828282828282,13.8179012345679,3.0325476992143656,-1.243686868686869,27.869163860830525,167.675,1170.4511363636364,202.32934904601572,18.62,31.5875,13.210830527497194,19.13165824915825,7.161792929292929,1876.6666666666665,254.54545454545453,18.081818181818186,,,,,,,,,,,,,,,,,,,,,,,,,
0,1967.0,9.328535353535354,6.534343434343435,1.129040404040404,1.552637485970819,0.5711560044893378,49.65791245791246,44.29079685746352,44.446540404040405,110.32780303030303,75.82615039281706,16.454545454545453,3.6345238095238095,,231.0977736549165,46.64367805034472,0.06285072951739618,7.39783950617284,0.5621131954465287,14.775485008818343,1.0054192720859387,-0.9105359147025811,27.230035273368607,142.7,1079.2078162578164,198.1259371492705,20.05333333333333,32.473333333333336,13.236739458072792,19.150723424723424,7.273443602693602,1641.75,288.1,18.190000000000005,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.0,7.723456790123458,5.157463524130191,0.662401795735129,0.5508417508417509,0.23883277216610546,15.339506172839508,15.717283950617286,25.392794612794617,68.38133557800224,17.116273849607186,14.0,3.961309523809524,,238.89295454545456,54.588787878787876,0.0,6.606397306397306,0.6996632996632997,15.894837261503929,3.137149270482604,-0.46827160493827136,28.02728395061728,141.81666666666666,1039.135037878788,184.8408529741863,19.676666666666662,33.00333333333333,14.013349046015712,19.998251402918072,8.003485970819304,2131.5,253.6,18.82,,,,,,,,,,,,,,,,,,,,,,,,,
0,1969.0,8.516161616161616,5.960606060606061,1.0494949494949497,1.1232323232323234,0.39494949494949494,26.288888888888888,26.391919191919197,37.225656565656564,100.14353535353536,44.73838383838384,13.0,4.16005291005291,,304.9294516594517,57.87595959595959,0.0,7.673625140291806,0.08406285072951739,15.743658810325476,1.7936026936026934,0.30870931537598223,27.086419753086417,140.18333333333334,1205.0200625300624,187.2792817059484,19.37,32.06333333333333,13.931893378226711,19.498472502805836,8.364698092031425,2422.107142857143,263.0,17.48,,,,,,,,,,,,,,,,,,,,,,,,,
