,Unnamed: 0,STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP10,DP1X,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMXT,HDSD,HN01,HN02,HN03,HTDD,HX01,HX02,HX03,LN01,LN02,LN03,LX01,LX02,LX03,MN01,MN02,MN03,MX01,MX02,MX03,TAVG,TMAX,TMIN,WDFG,WSFG,EVAP,MNPN,MXPN,WDMV,AWND,DYHF,TSUN,WDF2,WDF5,WSF2,WSF5
27,1987,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1988,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1989,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1990,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1991,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1992,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1993,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1994,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1995,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1996,US1DEKN0001,,,,"FELTON 3.6 NE, DE US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
