,State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
31,NJ,1301938.0,1361749.0,1460847.0,1501224.0,1538414.0,1569751.0,1667786.0,1768292.0,1841016.0,1896202.0,1977939.0,1970817.0,2079998.0,2122047.0,1981582.0,1883779.0,2070578.0,2005608.0,2020375.0,2032650.0,2042226.0,2026137.0,2064991.0,2087571.0,2184942.0,2137379.0,2200878.0,2276016.0,2293960.0,2354787.0,2262859.0,2290891.0,2372206.0,2381585.0,2491674.0,2487294.0,2488069.0,2502225.0,2459982.0,2574684.0,2483350.0,2458361.0,2491243.0,2520182.0,2564633.0,2659566.0,2541933.0,2666626.0,2594260.0,2372781.0,2293141.0,2280288.0,2176363.0,2221466.0,2234475.0,2186578.0,2142131.0,2091516.0,2196920.0,2100601.0
32,NM,328439.0,340085.0,376092.0,370467.0,365774.0,353197.0,375974.0,407731.0,436306.0,429135.0,458694.0,469511.0,501736.0,477784.0,476488.0,459396.0,508860.0,473306.0,475173.0,480612.0,480615.0,472741.0,465226.0,472744.0,474648.0,466444.0,454881.0,485504.0,510363.0,535009.0,597445.0,590778.0,587579.0,602796.0,590989.0,582688.0,605377.0,644523.0,636391.0,640158.0,662696.0,661741.0,659860.0,661104.0,685076.0,685556.0,692403.0,715812.0,677716.0,644532.0,650794.0,668957.0,666339.0,669707.0,679084.0,678029.0,671325.0,682298.0,700836.0,735591.0
33,NV,90994.0,104789.0,112985.0,123243.0,133731.0,130174.0,144957.0,150718.0,163400.0,176999.0,190122.0,201661.0,217655.0,233459.0,233766.0,238093.0,250239.0,256716.0,282200.0,296498.0,291313.0,286208.0,290160.0,300667.0,300567.0,302688.0,303314.0,330578.0,353306.0,389011.0,410370.0,421560.0,436191.0,460325.0,499559.0,514831.0,560931.0,565909.0,583779.0,606178.0,625647.0,632924.0,626631.0,652215.0,685415.0,704990.0,744557.0,733140.0,697172.0,651354.0,692728.0,683912.0,680934.0,700886.0,701721.0,690778.0,720894.0,751047.0,771292.0,773979.0
34,NY,2989032.0,3093838.0,3238540.0,3305923.0,3382126.0,3664673.0,3867170.0,3955831.0,4052442.0,4200652.0,4303439.0,4251263.0,4269847.0,4419080.0,4128073.0,3925249.0,4224994.0,4195220.0,4195842.0,3972800.0,3863274.0,3673745.0,3529658.0,3353921.0,3403950.0,3508528.0,3554662.0,3658508.0,3748830.0,3771097.0,3768938.0,3703136.0,3788665.0,3813731.0,3752701.0,3791092.0,3940340.0,4013224.0,3939103.0,4061178.0,4138666.0,4021811.0,4031388.0,4163545.0,4261834.0,4153199.0,3873247.0,3958020.0,3874874.0,3698703.0,3894831.0,3777159.0,3603676.0,3741854.0,3863760.0,3860779.0,3790288.0,3797280.0,3965002.0,3855941.0
35,OH,2994711.0,2898735.0,3036395.0,3113988.0,3215365.0,3369016.0,3539868.0,3543981.0,3710053.0,3856077.0,3932645.0,3871518.0,4125705.0,4218370.0,4198106.0,3979902.0,4208900.0,4198403.0,4275771.0,4261990.0,3950811.0,3848330.0,3507765.0,3444507.0,3646301.0,3622387.0,3591701.0,3708183.0,3844211.0,3953736.0,3822978.0,3821363.0,3864860.0,3917038.0,4026924.0,4109185.0,4196129.0,4180825.0,4080012.0,4245853.0,4273427.0,4010965.0,3954608.0,4020593.0,4054623.0,4081428.0,3921590.0,4049462.0,3999755.0,3666515.0,3788958.0,3755314.0,3614723.0,3685297.0,3793565.0,3708809.0,3668710.0,3616754.0,3762765.0,3634494.0
36,OK,580906.0,582692.0,692041.0,768636.0,802725.0,774367.0,744879.0,763519.0,843549.0,886447.0,939226.0,965680.0,1019204.0,1024152.0,1064042.0,1070091.0,1162766.0,1224894.0,1266603.0,1322376.0,1213993.0,1248960.0,1318075.0,1316946.0,1322507.0,1297798.0,1203182.0,1256837.0,1291311.0,1325070.0,1393309.0,1321377.0,1337475.0,1396903.0,1402103.0,1376001.0,1438055.0,1444227.0,1449160.0,1432209.0,1486799.0,1508230.0,1458526.0,1488461.0,1477461.0,1527097.0,1566694.0,1572521.0,1582452.0,1492392.0,1569956.0,1568068.0,1553220.0,1607154.0,1672131.0,1614426.0,1616178.0,1638461.0,1707289.0,1675635.0
37,OR,470579.0,485140.0,509385.0,527201.0,578504.0,591834.0,630433.0,646405.0,691620.0,733064.0,752924.0,796879.0,837435.0,854962.0,837588.0,867638.0,885915.0,885093.0,951139.0,977131.0,945029.0,939039.0,905941.0,868020.0,936508.0,913873.0,895457.0,940455.0,991005.0,999506.0,993039.0,1026228.0,1019290.0,1038599.0,1053488.0,1059502.0,1103336.0,1114829.0,1125373.0,1150420.0,1135473.0,1043441.0,1038743.0,1017177.0,1012895.0,1043014.0,1077541.0,1062795.0,1047192.0,1012804.0,982586.0,1007579.0,978338.0,997524.0,994091.0,972180.0,988552.0,1041787.0,1022289.0,1028091.0
38,PA,3253214.0,3146037.0,3255423.0,3391013.0,3588928.0,3731977.0,3831882.0,3816103.0,3959290.0,3982119.0,4106916.0,4044955.0,4187795.0,4294356.0,4124018.0,3913887.0,4164173.0,4127190.0,4128436.0,4249658.0,3996299.0,3809830.0,3363346.0,3377212.0,3604664.0,3434064.0,3378296.0,3551982.0,3713946.0,3738812.0,3647112.0,3584645.0,3684806.0,3755566.0,3829642.0,3888467.0,3923633.0,3889569.0,3730912.0,3770848.0,3942074.0,3849655.0,3911083.0,3961080.0,4008376.0,4035405.0,3908856.0,3963066.0,3942348.0,3625630.0,3760200.0,3754524.0,3646995.0,3860962.0,3989359.0,3903406.0,3767761.0,3772021.0,3938509.0,3815486.0
39,RI,187082.0,172905.0,180862.0,180600.0,178156.0,173485.0,175290.0,193450.0,197936.0,210703.0,222536.0,235513.0,236763.0,231946.0,215591.0,206221.0,215504.0,223147.0,212617.0,201339.0,185615.0,175209.0,174887.0,180973.0,192232.0,204275.0,206204.0,215862.0,223279.0,216864.0,214939.0,220203.0,246532.0,202715.0,241346.0,230325.0,220140.0,217889.0,226678.0,226813.0,205766.0,204161.0,203880.0,219115.0,216892.0,210046.0,200880.0,198330.0,194320.0,194851.0,195572.0,185660.0,183503.0,196930.0,203922.0,202747.0,185262.0,182373.0,195590.0,190281.0
40,SC,489216.0,507093.0,540137.0,561023.0,560524.0,554319.0,593446.0,603092.0,654373.0,699204.0,745729.0,779638.0,834960.0,886118.0,858642.0,840874.0,964613.0,1000303.0,994484.0,984487.0,997901.0,1002177.0,973134.0,1006503.0,1069330.0,1076310.0,1142219.0,1178512.0,1235317.0,1243836.0,1269960.0,1294733.0,1311056.0,1368980.0,1369400.0,1426887.0,1465968.0,1514026.0,1561047.0,1567482.0,1614128.0,1563023.0,1601989.0,1607730.0,1712248.0,1684154.0,1693408.0,1670947.0,1637705.0,1573712.0,1654573.0,1612057.0,1565564.0,1596802.0,1637758.0,1655921.0,1650101.0,1639905.0,1667954.0,1628499.0
41,SD,128835.0,131556.0,136645.0,140408.0,143784.0,140065.0,146362.0,145670.0,153321.0,159805.0,168792.0,170183.0,179190.0,176823.0,172589.0,181948.0,195374.0,196832.0,205651.0,204965.0,190687.0,178760.0,191238.0,185488.0,188704.0,194819.0,195032.0,195204.0,205416.0,214315.0,220217.0,216736.0,219688.0,233039.0,240112.0,243598.0,256639.0,245398.0,243915.0,248864.0,263270.0,255811.0,275235.0,279620.0,288818.0,306348.0,311156.0,330884.0,353531.0,363091.0,375369.0,376513.0,373499.0,388780.0,390085.0,386363.0,384537.0,390600.0,403020.0,401702.0
42,TN,962617.0,978121.0,1015575.0,1062187.0,1088445.0,1137343.0,1231562.0,1236057.0,1284591.0,1340773.0,1365610.0,1371116.0,1473992.0,1614086.0,1578503.0,1614225.0,1720063.0,1779374.0,1762976.0,1800371.0,1724916.0,1693019.0,1611851.0,1660254.0,1737534.0,1711499.0,1700016.0,1712673.0,1777007.0,1829468.0,1804944.0,1803881.0,1849079.0,1882954.0,1933445.0,1951894.0,2059423.0,2036478.0,2118307.0,2163553.0,2197309.0,2209605.0,2235042.0,2252846.0,2282706.0,2341365.0,2332636.0,2345222.0,2283921.0,2087484.0,2256820.0,2201541.0,2086273.0,2141266.0,2209079.0,2184369.0,2211934.0,2150054.0,2237640.0,2170424.0
43,TX,4416216.0,4447880.0,4640675.0,4894089.0,5012683.0,5212184.0,5557255.0,5879030.0,6268911.0,6656323.0,6921781.0,7233774.0,7623194.0,8241366.0,8093721.0,7511439.0,7835920.0,8475779.0,8941144.0,9307928.0,9385532.0,9147369.0,8471165.0,8406461.0,8946242.0,9011817.0,9007599.0,9240071.0,9811771.0,10093725.0,10091766.0,10094638.0,10253144.0,10350894.0,10663278.0,10811073.0,11579043.0,11984538.0,12161299.0,11788094.0,12141592.0,11942555.0,12241015.0,12028704.0,12074332.0,11539444.0,11677436.0,11779339.0,11263778.0,10884447.0,11613222.0,11833262.0,11864601.0,12635929.0,12635568.0,12766646.0,12994812.0,13180174.0,14017426.0,14227415.0
44,UT,303229.0,300811.0,310319.0,311815.0,334525.0,339504.0,350834.0,345267.0,365623.0,395838.0,397019.0,415199.0,428177.0,457776.0,473666.0,480756.0,510233.0,486089.0,510695.0,526397.0,504574.0,478203.0,467638.0,491810.0,504008.0,500434.0,470786.0,462389.0,526305.0,537620.0,538104.0,568042.0,554346.0,579508.0,589907.0,640342.0,670541.0,684793.0,707959.0,699762.0,744480.0,713979.0,693795.0,704447.0,735427.0,762159.0,779275.0,781023.0,768036.0,742250.0,753481.0,790651.0,786427.0,822442.0,794953.0,798820.0,808333.0,828158.0,845147.0,854638.0
45,VA,851297.0,854600.0,883702.0,939691.0,969280.0,1046094.0,1116959.0,1137190.0,1197529.0,1237230.0,1279028.0,1322363.0,1375395.0,1435070.0,1382349.0,1358994.0,1443835.0,1486224.0,1515163.0,1568370.0,1530854.0,1514259.0,1501050.0,1559137.0,1636831.0,1670500.0,1756943.0,1847217.0,1921950.0,1965088.0,1969215.0,1975083.0,2000648.0,2075789.0,2099517.0,2167244.0,2221828.0,2219906.0,2245041.0,2308982.0,2405827.0,2337547.0,2370458.0,2442514.0,2567450.0,2642157.0,2581074.0,2643190.0,2544221.0,2429455.0,2524756.0,2421275.0,2357496.0,2423875.0,2465790.0,2418404.0,2378417.0,2360871.0,2461091.0,2419077.0
46,VT,68554.0,71941.0,74781.0,74605.0,72070.0,83090.0,90907.0,94557.0,100490.0,106584.0,113222.0,116968.0,123917.0,126434.0,116837.0,114356.0,131790.0,129325.0,134455.0,131782.0,125793.0,120672.0,115117.0,123272.0,132836.0,134538.0,128263.0,137510.0,144630.0,142529.0,127389.0,133727.0,139627.0,137459.0,136875.0,134056.0,141121.0,145799.0,137295.0,135030.0,148507.0,148858.0,149732.0,152335.0,162653.0,161183.0,157716.0,154815.0,146384.0,156687.0,155576.0,151413.0,129223.0,137147.0,140039.0,140301.0,134889.0,133993.0,138563.0,136864.0
47,WA,807277.0,823383.0,860062.0,900608.0,961435.0,996454.0,1058961.0,1112762.0,1210234.0,1296162.0,1294145.0,1320979.0,1462402.0,1498556.0,1494231.0,1458166.0,1506955.0,1524554.0,1616207.0,1667783.0,1636821.0,1762292.0,1667861.0,1624957.0,1724697.0,1724684.0,1758552.0,1810437.0,1947741.0,2013008.0,2078810.0,2072434.0,2105928.0,2105459.0,2094429.0,2141400.0,2117820.0,2149761.0,2229278.0,2316863.0,2248092.0,2029311.0,1876320.0,1880774.0,1943207.0,1977992.0,2084284.0,2049914.0,2041958.0,2031912.0,2004183.0,2048341.0,2008228.0,2032101.0,2006565.0,1994002.0,2054215.0,2072728.0,2051060.0,2076024.0
48,WI,854308.0,877011.0,917963.0,940067.0,974857.0,1030533.0,1091996.0,1137123.0,1184174.0,1248392.0,1289050.0,1293197.0,1287690.0,1354483.0,1341660.0,1341892.0,1372938.0,1437713.0,1501615.0,1468965.0,1463981.0,1421298.0,1404352.0,1419852.0,1487633.0,1501131.0,1425549.0,1404088.0,1510126.0,1516590.0,1485607.0,1527216.0,1524772.0,1587871.0,1633387.0,1698061.0,1764572.0,1771900.0,1751166.0,1846061.0,1878161.0,1853341.0,1894796.0,1868851.0,1892938.0,1959179.0,1867717.0,1902606.0,1895116.0,1764012.0,1810211.0,1797683.0,1737952.0,1833064.0,1889229.0,1814011.0,1800265.0,1817097.0,1895417.0,1846661.0
49,WV,617977.0,648667.0,656276.0,689629.0,729022.0,753923.0,771519.0,739838.0,807461.0,796648.0,795739.0,779534.0,828980.0,845774.0,841728.0,790364.0,826694.0,819746.0,807745.0,823762.0,788175.0,769650.0,713139.0,681588.0,717840.0,665396.0,668346.0,681320.0,726601.0,748561.0,701782.0,671304.0,684688.0,707438.0,734061.0,736423.0,709036.0,707259.0,734561.0,717413.0,736985.0,730823.0,755537.0,711812.0,734849.0,737053.0,760310.0,789826.0,776230.0,706207.0,751123.0,737915.0,730491.0,750915.0,780675.0,768163.0,761782.0,752340.0,830786.0,827056.0
50,WY,141355.0,154474.0,173407.0,163153.0,163391.0,172698.0,180286.0,205150.0,225588.0,250536.0,255480.0,268453.0,286868.0,283507.0,278885.0,277367.0,300313.0,325289.0,354800.0,378316.0,362253.0,352782.0,363372.0,329172.0,351234.0,357215.0,335938.0,363821.0,370702.0,382037.0,399316.0,388124.0,421423.0,406877.0,407936.0,403151.0,415040.0,414704.0,420795.0,425120.0,427791.0,438258.0,438549.0,461215.0,450647.0,456839.0,478077.0,523640.0,538379.0,524122.0,540857.0,557587.0,550865.0,539824.0,536078.0,506948.0,504910.0,534838.0,557583.0,540819.0
