,State,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,2000,2001,2002,2003,2004,2005
9,WV,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
10,AL,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,11064.0,13317.818181818182,14754.545454545454,13851.6,12993.272727272728,12105.818181818182,13910.181818181818,13965.909090909092,13482.454545454546,12218.1,14381.7,10856.6,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
11,NY,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
12,RI,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,183.10794166151308,105.40631680138206,0.0,6008.0836776859505
13,MT,14475.818181818182,15046.636363636364,14555.454545454546,14717.181818181818,16224.545454545454,15193.636363636364,15538.636363636364,14949.545454545454,16060.636363636364,15536.727272727272,13532.181818181818,15673.090909090908,13815.545454545454,14763.818181818182,15292.909090909092,14791.090909090908,13964.318181818182,12144.0,15896.181818181818,16382.909090909092,16306.818181818182,14362.818181818182,15987.181818181818,15161.818181818182,12726.545454545454,13538.363636363636,13564.090909090908,15412.818181818182,14133.454545454546,16359.8,15059.75,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,0.0
14,IL,14779.090909090908,13556.181818181818,13339.090909090908,14262.0,13896.0,12838.909090909092,13494.0,12849.272727272728,13239.818181818182,13398.545454545454,13567.636363636364,15430.363636363636,14597.454545454546,14277.818181818182,12366.545454545454,13538.727272727272,12208.909090909092,13599.272727272728,13440.545454545454,13459.363636363636,12383.0,13327.454545454546,15905.125,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,0.0
15,MA,13352.181818181818,12951.272727272728,12119.454545454546,11530.363636363636,12000.545454545454,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
16,FL,13801.636363636364,13651.636363636364,14379.409090909092,15270.954545454546,13857.409090909092,15669.872727272726,16233.204545454546,16755.545454545452,16968.0,15635.727272727272,15123.477272727272,14310.984848484848,13533.0,13722.337662337664,16612.8,13358.181818181818,17591.454545454544,14654.181818181818,14390.181818181818,17594.090909090908,16464.545454545456,15729.909090909092,14292.909090909092,12757.0,14264.818181818182,15696.272727272728,15931.727272727272,10454.0,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
17,TN,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
18,NH,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
19,ME,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
20,KS,14502.545454545454,15448.363636363636,14902.363636363636,15282.545454545454,12758.181818181818,15199.090909090908,16351.636363636364,15596.181818181818,15676.363636363636,17971.636363636364,17659.636363636364,18736.90909090909,17193.272727272728,17424.0,17567.454545454544,15938.727272727272,15051.818181818182,14092.363636363636,12909.272727272728,13849.090909090908,12512.333333333336,14592.090909090908,15613.636363636364,15796.818181818182,15997.545454545454,15470.363636363636,16347.2,17301.666666666668,11388.8,16641.375,14351.909090909092,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
21,OK,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
22,LA,11828.4,11542.0,13392.545454545454,12587.454545454546,13683.818181818182,13302.75,11237.4,12545.454545454546,14098.8,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,17474.25,15714.545454545454,15353.454545454546,15516.0,17845.909090909092,17623.727272727272,15488.818181818182,16929.727272727272,15955.181818181818,14984.181818181818,15657.363636363636,13755.0,17108.909090909092,14332.545454545454,14627.090909090908,16721.909090909092,19863.1,21137.83333333333,0.0,0.0,0.0,0.0,6008.0836776859505
23,AZ,19694.727272727272,19979.454545454544,19712.727272727272,20820.0,20216.18181818182,20002.36363636364,19952.727272727272,20275.090909090908,19957.090909090908,21027.272727272728,20772.545454545456,20116.90909090909,20612.18181818182,20255.454545454544,21206.18181818182,20555.454545454544,20603.454545454544,19413.81818181818,20239.090909090908,20243.090909090908,20738.81818181818,20399.18181818182,21083.81818181818,21402.272727272728,21137.0,20438.090909090908,19695.272727272728,20944.33333333333,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,0.0,0.0,0.0,0.0,0.0,6008.0836776859505
24,CT,15092.181818181818,14426.727272727272,14039.454545454546,14679.272727272728,14416.5,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
25,OH,12631.636363636364,11484.545454545454,12090.0,12660.545454545454,12153.818181818182,11555.454545454546,10844.181818181818,10361.454545454546,10430.181818181818,11235.818181818182,11505.818181818182,11050.909090909092,13244.181818181818,13983.272727272728,10343.454545454546,11361.818181818182,10224.0,13216.363636363636,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
26,DE,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
27,MS,14893.090909090908,15101.454545454546,11244.0,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,13110.0,14097.454545454546,14150.0,14153.090909090908,16202.090909090908,16453.18181818182,13906.272727272728,16154.454545454546,14523.0,15318.545454545454,13849.181818181818,15142.181818181818,15583.727272727272,8988.5,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
28,CA,17505.81818181818,18236.727272727272,17211.81818181818,17695.636363636364,17746.363636363636,18470.18181818182,18714.0,18519.272727272728,18079.090909090908,19924.36363636364,19036.90909090909,19309.636363636364,19074.545454545456,19336.36363636364,18914.18181818182,19954.36363636364,18926.727272727272,17877.272727272728,17501.454545454544,18375.545454545456,18350.727272727272,17836.166666666664,19589.0,20286.454545454544,20608.90909090909,20866.636363636364,20554.545454545456,20805.36363636364,20765.272727272728,20312.090909090908,20019.454545454544,20971.4,13170.972525252524,0.0,0.0,0.0,0.0,0.0
29,AK,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,0.0
30,TX,13455.818181818182,13048.909090909092,13248.0,12468.545454545454,14941.519480519482,13522.909090909092,12727.909090909092,13486.363636363636,12957.272727272728,13389.272727272728,12033.0,13016.727272727272,13542.545454545454,14023.363636363636,13851.545454545454,14167.363636363636,13072.753246753247,12791.181818181818,12502.909090909092,12799.954545454544,12912.681818181818,12434.909090909092,13458.545454545454,14610.318181818182,12680.863636363636,14010.013636363636,15196.227272727272,15177.181818181818,16190.636363636364,16721.752525252523,17436.0,18080.2,4788.033333333334,288.53588516746413,260.15277777777777,280.59187620889753,249.72192513368984,15010.545454545454
31,WA,11906.181818181818,10353.957575757575,11932.909090909092,10128.545454545454,11185.090909090908,11423.454545454544,10456.090909090908,11021.727272727272,10839.818181818182,10256.181818181818,9219.818181818182,10819.90909090909,10474.090909090908,10619.727272727272,10609.636363636364,9219.818181818182,10134.272727272728,10140.545454545454,9957.272727272728,9512.181818181818,11163.409090909092,9105.681818181818,10829.818181818182,8849.636363636364,9974.818181818182,8657.454545454546,8341.636363636364,9850.454545454546,8152.909090909091,8526.545454545454,8637.454545454546,7395.5,17587.5,0.0,0.0,0.0,0.0,6008.0836776859505
32,NJ,13762.363636363636,13607.454545454546,11675.454545454546,13773.272727272728,13303.636363636364,11946.545454545454,12620.181818181818,11558.727272727272,12097.636363636364,12532.909090909092,11440.363636363636,12802.909090909092,12422.727272727272,11649.818181818182,11684.727272727272,13377.272727272728,13022.25,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,0.0
33,HI,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
34,IN,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,279.2680859888785,0.0,0.0,0.0,6008.0836776859505
35,PA,12636.218181818182,12968.836363636365,12292.145454545454,13087.418181818179,12061.890909090907,11052.0,10880.545454545454,10914.0,11007.818181818182,12329.454545454544,11277.090909090908,11936.272727272728,12775.781818181817,13000.836363636365,13130.64935064935,16959.81818181818,14702.727272727272,14701.636363636364,13571.454545454546,13217.090909090908,13745.363636363636,14025.363636363636,14292.727272727272,12857.272727272728,11724.636363636364,12274.545454545454,12939.638888888892,11423.818181818182,12447.909090909092,13094.727272727272,11755.181818181818,10806.3,13575.222222222224,0.0,0.0,0.0,0.0,6008.0836776859505
36,VT,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
37,NM,16393.8,15381.6,16381.636363636362,16643.454545454544,16237.636363636362,16419.81818181818,17280.545454545456,17760.75,16748.4,15062.666666666664,16879.636363636364,19089.81818181818,19825.636363636364,18228.0,15959.454545454546,13940.727272727272,16118.181818181818,16171.5,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
38,MD,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
39,VA,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
40,NC,13593.818181818182,13108.363636363636,14176.363636363636,14186.727272727272,15148.909090909092,14396.181818181818,15366.0,14906.181818181818,12372.0,13733.454545454546,13158.0,14118.0,12359.454545454546,13617.818181818182,12049.090909090908,14283.272727272728,13196.181818181818,11276.727272727272,13070.727272727272,12756.090909090908,12857.454545454546,12697.909090909092,12734.909090909092,14415.272727272728,12282.727272727272,12501.9,12669.818181818182,13337.181818181818,15938.272727272728,15006.545454545454,13179.727272727272,11537.2,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
41,MN,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
42,AR,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,18644.4,16521.272727272728,17101.636363636364,15156.666666666664,16616.18181818182,17722.666666666668,16213.0,15884.0,16678.090909090908,17807.272727272728,16243.0,15431.363636363636,15743.6,18279.090909090908,15439.272727272728,17491.5,15740.818181818182,14406.454545454546,16445.7,19618.545454545456,1303.6846153846154,1348.2727272727273,1126.2085561497329,1122.7967914438505,20249.90909090909
43,NV,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
44,WY,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
45,ID,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,13833.364145021647,14035.948636363635,14648.02073365231,14044.411483253589,15161.693460925038,14662.055502392346,14821.327478870337,14495.755885384458,14946.257920110193,14353.529761904763,13931.196969696972,14139.163636363639,14635.611868686869,14571.593290043287,14255.406060606063,15147.466022727273,15288.448496240599,14123.521918432447,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,0.0
46,UT,14170.463452708906,14052.059228650136,13857.921900826448,14307.355411255408,14168.171057513911,14191.228947368423,14152.988755980861,16296.6,15373.636363636364,17492.18181818182,16311.272727272728,17851.090909090908,16795.090909090908,16690.363636363636,17354.727272727272,17110.363636363636,16202.181818181818,15331.090909090908,15020.727272727272,15910.181818181818,15804.272727272728,15985.454545454546,15831.272727272728,16901.636363636364,15864.333333333336,14647.906837280367,14402.875549613782,14482.889525507175,13691.474632034633,14542.857289562287,13889.427904040407,13354.648881673884,13170.972525252524,0.0,0.0,0.0,0.0,6008.0836776859505
