,State,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10,AL,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,25.883434131757095,26.002912751743906,26.691174669070627,26.286510887052547,26.559354048869007,25.712648890865154,26.155518624560433,25.784338272943064,26.12517339798364,25.2425,22.5225,27.95133333333333,24.709027777777766,22.386742424242424,24.20346590909091,25.219777777777786,25.26136363636364,26.86772727272727,26.448454545454545,26.127272727272725,25.53909090909091,25.29818181818181,26.38444444444445,26.768181818181823,27.058000000000003,26.95,27.914444444444445,27.28100000000001,29.959,25.445,26.01405728845728,20.4,33.83,28.61,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
11,NY,17.810000000000006,24.34729166666667,24.47752083333333,23.71485416666667,24.14208333333333,24.701904761904764,26.896428571428572,25.58333333333333,25.289960317460324,24.88613333333333,24.35906802721089,23.381309523809534,24.54885714285714,22.62080272108844,23.84725,22.687703703703704,23.273369047619052,24.070999999999998,23.06358843537415,24.203666666666663,24.69333333333333,23.528142857142853,23.99376190476191,23.35621693121693,24.05008333333333,23.96483333333333,23.313523809523808,22.49285714285714,24.16975,26.019375,23.818285714285718,25.94816666666667,24.28258333333333,23.1835,24.393166666666666,24.4845,23.40916666666667,22.78708333333333,21.112166666666667,26.61133333333333,26.49325,25.248,25.3985,24.118,26.078000000000007,26.438,30.77,26.855539104678694,27.108922149911812,23.71666666666667,26.97,26.332000000000004,27.134,29.244,27.784,25.99,24.92,25.16333333333333,28.01
12,RI,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,25.883434131757095,26.002912751743906,26.691174669070627,26.286510887052547,26.559354048869007,25.712648890865154,26.155518624560433,25.784338272943064,26.12517339798364,25.777985050666754,26.45575413262852,26.43115556287435,25.82600276121411,25.96812834636177,25.6599677049627,25.741225145909933,26.363141235215746,26.352007585685506,26.004561463095136,26.661362673938093,26.23983086344411,26.113868422442216,26.316580369542585,26.236300357108707,26.68806035359846,25.576001580860968,26.05690144188004,26.40122057078826,26.64120608109106,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
13,MT,20.8325,22.56,24.88366666666667,24.999000000000002,22.53175,23.28325,26.011111111111113,25.922375,24.00466666666667,21.9605,24.788222222222213,23.490111111111126,25.09953333333333,24.52,23.11833333333333,24.496166666666664,25.0236,25.4515,27.172976190476195,25.446714285714286,26.594166666666666,26.611125,25.456291666666665,22.520875,26.2405,25.37,26.5225,26.065119047619053,25.6865,24.40625,23.95625,25.30920833333333,26.75666666666667,24.91,24.475277777777766,25.076166666666666,24.28433333333333,25.15908333333334,24.71233333333333,24.77333333333333,26.743333333333336,19.075,16.89,25.39,24.426666666666666,25.6,26.382610306771426,26.855539104678694,27.108922149911812,26.79666666666667,27.7675,25.27,25.275,23.694000000000006,25.255,26.934,27.9625,26.828000000000007,31.315
14,IL,25.87,30.9,28.430000000000003,27.26475,26.55616666666667,26.457142857142852,27.516571428571428,26.90025396825397,28.030555555555555,27.593888888888888,27.22714285714286,26.69440476190476,27.589666666666666,27.08166666666667,27.16107142857143,27.294642857142854,28.89,26.835,26.660416666666666,29.165555555555557,28.040555555555557,28.28726984126985,27.108976190476195,28.882,27.03833333333333,29.203125,27.76958333333333,25.614285714285717,29.865,27.8975,26.05690144188004,18.95,27.09,29.66025,27.10533333333333,29.47039285714286,26.511968253968266,26.722222222222207,26.575714285714284,26.737619047619052,26.913,23.5185,23.6225,24.89,26.673000000000002,25.724166666666665,22.65232142857143,26.36,25.94875,28.20208333333333,26.80883333333333,26.26083333333333,25.86642857142857,27.05559523809524,24.834166666666665,25.82133333333333,22.723333333333336,26.750134990928192,29.231764904572945
15,MA,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,25.883434131757095,26.002912751743906,26.691174669070627,26.286510887052547,26.559354048869007,25.712648890865154,21.83333333333333,25.56333333333333,25.98333333333333,25.676,24.504,27.466666666666665,27.112,27.835,23.89,24.91666666666667,26.363141235215746,26.352007585685506,26.004561463095136,26.661362673938093,26.23983086344411,26.113868422442216,26.316580369542585,26.236300357108707,24.910000000000004,25.576001580860968,26.05690144188004,26.40122057078826,19.02,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,22.000416666666666,23.15666666666667,22.65333333333333,22.368333333333336,22.53,21.94333333333333,22.50666666666667,22.46,21.97166666666667,22.96333333333333,21.70666666666667,22.445000000000004,23.65
16,FL,26.14166666666667,29.77636363636363,30.631029220779208,29.31754545454545,30.040990909090908,29.49266363636364,28.06759031877213,29.47138016528925,30.806386363636364,30.251262626262626,29.901590909090906,29.6479393939394,30.86842873176207,29.710841750841755,30.32290796857464,29.47110774410775,28.034486066017323,27.149624368686858,27.963695346320343,29.90649350649351,30.703077922077927,29.906565656565657,31.132847866419286,31.15065127465128,31.11487445887446,30.347581168831173,31.276896103896107,31.10030681818181,30.959244318181817,30.214653409090914,30.161399711399714,30.17126136363636,30.61561647727273,29.64527272727273,31.42807407407407,29.10718181818181,29.90534632034632,31.623696969696976,32.345454545454544,31.175,27.055188019979514,26.396516123621165,27.195589364303153,15.52,26.605,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
17,TN,22.75333333333333,26.85763636363636,28.995277777777765,27.90013888888889,28.057407407407414,28.262,27.71612373737374,28.61708333333333,27.637952380952377,27.142777777777766,25.13059523809525,24.6488125,26.94313888888889,26.10183333333333,28.26800694444445,26.209678571428572,26.56100793650794,25.38555555555555,26.25232142857143,28.5336875,28.279553571428572,27.875416666666666,29.009434523809524,29.17892857142857,26.214305555555555,25.965854166666666,27.047785714285716,28.427232142857147,29.60404761904761,26.18771428571429,27.65957142857143,26.40122057078826,26.64120608109106,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,33.18625,29.964666666666666,32.266000000000005,33.34,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
18,NH,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,25.883434131757095,26.002912751743906,26.691174669070627,26.286510887052547,26.559354048869007,25.712648890865154,26.155518624560433,25.784338272943064,26.12517339798364,25.777985050666754,26.45575413262852,26.43115556287435,25.82600276121411,25.96812834636177,25.6599677049627,25.741225145909933,26.363141235215746,26.352007585685506,26.004561463095136,26.661362673938093,26.23983086344411,26.113868422442216,26.316580369542585,26.236300357108707,26.68806035359846,25.576001580860968,26.05690144188004,26.40122057078826,26.64120608109106,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
19,ME,17.8175,24.2605,26.2975,29.17,25.8675,25.21,26.691174669070627,26.286510887052547,26.559354048869007,20.97,26.155518624560433,20.6,23.10333333333333,27.64,26.45575413262852,25.572,27.07,25.44,25.39,25.741225145909933,26.13,26.352007585685506,26.004561463095136,26.661362673938093,26.23983086344411,26.113868422442216,26.316580369542585,26.236300357108707,26.68806035359846,25.576001580860968,26.05690144188004,26.40122057078826,26.64120608109106,26.419505035890033,16.62,23.454,24.412,22.234,23.43200000000001,22.856,27.674,29.85,25.56333333333333,22.526,21.606,23.608,26.382610306771426,26.855539104678694,27.108922149911812,21.243333333333336,18.802,19.42,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
20,KS,25.56375,28.06559523809524,27.08508503401361,27.44976984126984,25.759598639455785,26.688531746031746,26.85211111111111,27.597976190476192,27.000684523809525,26.34881547619048,26.080505952380953,25.414357142857146,26.92355357142857,24.90431216931217,25.647928571428572,28.09807482993197,28.57625,26.40916666666667,27.008714285714287,29.290194444444452,30.12266666666667,28.258404761904764,26.587777777777767,32.379999999999995,26.871666666666666,30.19233333333333,29.271809523809534,29.879047619047622,29.68044444444445,29.109365079365077,28.089440476190475,30.763600000000004,29.8319,30.7725,32.83,27.671,27.058809523809533,29.58333333333333,30.12333333333333,31.13600000000001,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,32.330000000000005,27.92583333333333,36.925,24.26,27.345583287237453,27.38351127188843,36.0075,35.36199999999999,21.301666666666666,29.74,36.865
21,OK,27.83142857142857,29.949964285714287,27.98353395061729,27.57904541446208,28.037203869047623,27.95903968253968,30.515866402116398,27.22933035714286,28.78998324514991,28.820497354497352,29.566396825396822,29.164761904761896,27.786,29.627257142857147,31.960639880952385,31.34971428571429,30.00062500000001,26.13750000000001,27.599722222222233,27.292619047619052,29.83658333333333,25.19271428571429,27.20888888888889,28.169107142857147,28.59267857142857,24.512222222222213,30.92196428571428,27.782057142857145,30.30386111111111,28.825047619047623,29.67730555555555,28.761492063492064,28.71566666666667,28.915352380952392,25.87187500000001,30.646785714285716,28.636875,26.90142857142857,29.72357142857143,30.7075,29.642976190476194,29.755714285714284,29.978571428571428,30.335,28.12516666666667,28.780714285714282,30.43257142857142,28.06750000000001,30.00542857142857,26.87122366329966,26.806752326118325,31.460000000000004,27.345583287237453,27.38351127188843,26.97623907775231,32.248000000000005,34.372,26.750134990928192,29.231764904572945
22,LA,25.65833333333333,27.93600000000001,26.913636363636364,26.46654545454545,26.24909090909091,28.904242424242426,27.915,27.36772727272727,27.573181818181826,27.18727272727273,26.46275,25.51085227272727,27.77630681818182,26.674,27.297142857142862,27.85272727272727,25.434444444444445,22.832,26.3425,29.861,16.65633333333333,28.325,31.256666666666675,31.22125,25.69,26.113868422442216,26.316580369542585,26.236300357108707,26.68806035359846,25.576001580860968,26.05690144188004,26.40122057078826,26.64120608109106,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,24.6475,26.68200000000001,29.337777777777767,27.468888888888888,25.015,29.521166666666666,29.72811688311689,36.18333333333333,33.385714285714286,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
23,AZ,22.16833333333333,24.372647907647906,25.99761458333333,26.8093125,25.408214285714287,26.47900264550265,26.567647907647906,26.704065656565657,25.40776666666667,26.570203703703708,26.10990750915751,26.091997252747248,27.289712301587304,27.03288194444445,27.113077441077447,27.045484415584426,26.80854497354497,26.563320512820514,27.993684981684986,26.633896890987806,27.653327272727275,27.3655,28.73152292152293,27.76463636363637,28.12078696051424,30.38156198347107,27.88251515151515,27.45735606060606,28.983854545454545,27.610196969696965,28.88608787878788,29.143262626262626,28.346457070707068,30.110434343434342,27.92382424242424,29.31451948051949,28.44570454545455,24.55954545454545,28.82650000000001,27.62454545454545,27.94181818181818,27.28181818181817,27.39454545454545,27.04181818181818,27.179090909090906,26.175454545454546,25.78090909090909,25.475454545454546,24.08363636363636,25.555,26.32,25.23909090909091,30.203000000000007,29.91,29.135,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
24,CT,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,26.258000000000006,26.85,27.653333333333336,27.6075,28.4725,25.712648890865154,27.5875,25.784338272943064,26.72,25.777985050666754,26.45575413262852,28.34,25.82600276121411,25.96812834636177,25.6599677049627,25.741225145909933,26.363141235215746,26.352007585685506,26.004561463095136,26.661362673938093,26.23983086344411,26.113868422442216,26.316580369542585,26.236300357108707,26.68806035359846,25.576001580860968,26.05690144188004,26.40122057078826,26.64120608109106,26.419505035890033,26.01405728845728,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
25,OH,24.1825,26.384285714285717,26.334523809523805,25.39833333333333,25.47273809523809,27.288,26.490357142857146,25.52809523809525,26.437142857142852,24.74315476190476,25.133571428571425,24.805,25.280476190476193,25.06142857142857,26.856904761904758,25.64916666666667,27.768,27.723214285714285,25.52917460317461,27.1269387755102,27.265047619047607,26.36289795918368,25.526452380952378,25.905297619047623,24.454523809523806,24.64142857142857,27.47642857142857,22.934285714285718,24.934285714285718,22.24571428571429,23.74571428571429,23.85,24.54714285714286,24.866666666666664,24.63666666666667,25.78,25.062857142857148,23.021428571428572,23.547142857142855,23.67142857142857,23.56571428571429,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
26,DE,29.36,32.4025,33.156666666666666,31.5875,32.473333333333336,33.00333333333333,32.06333333333333,31.025,32.625,28.16333333333333,32.5225,31.835,33.45,29.515,30.083,29.362857142857145,28.465,29.27482142857143,26.527285714285718,24.959047619047624,28.41428571428571,27.730000000000004,28.40142857142857,27.955714285714286,28.99333333333333,26.85,27.467142857142854,28.315999999999995,26.68806035359846,22.77,23.53,25.43,27.286,27.36333333333333,20.88,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
27,MS,23.350619637494635,26.510205525176605,26.008871321306838,26.44953066215324,25.883434131757095,26.002912751743906,26.691174669070627,26.286510887052547,26.559354048869007,25.712648890865154,26.155518624560433,25.784338272943064,26.12517339798364,25.777985050666754,26.45575413262852,29.71,25.82600276121411,25.96812834636177,25.55666666666667,26.72,26.631,28.366363636363634,24.15888888888889,27.180555555555554,28.538888888888888,20.33,24.275,21.0,26.68806035359846,25.576001580860968,26.05690144188004,30.5,23.04818181818181,25.79,26.01405728845728,26.899519095632645,17.118333333333332,30.85833333333333,30.06875,25.082,30.898000000000003,30.62187500000001,34.39309523809524,31.33,29.350416666666664,27.972222222222214,27.81,34.81928571428571,32.57714285714285,29.57428571428572,24.45,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
28,CA,22.197202380952387,23.874895887445888,23.64416012396695,24.214961093073594,24.666713131313127,24.12371387790953,24.498643458393456,23.85066355866356,23.673916464646464,24.472066484955374,24.49462139917696,25.09381790431791,24.370776666666664,24.533741106719365,24.670722451790628,24.58287121212121,24.617590476190475,21.064124579124574,23.80214802789803,23.936649991983323,22.657582887700528,24.121379679144386,24.59537554112554,24.616275365259746,24.82054065205628,24.07709040404041,24.22614820075757,25.39851740089975,24.575162089646454,24.760115355233,23.907398565486805,23.30035531788473,23.95026704545453,24.333851010101014,25.069425505050503,25.033772885101012,22.595665800865802,24.42020303030303,23.32164817821068,23.931935683364248,23.759143434343446,24.958951221397648,25.012578512396693,24.14980165289257,23.88178145087236,23.722223484848485,23.83704343434343,24.77027272727273,23.769612794612797,25.479725829725822,26.43728535353535,25.53875,28.91465909090909,25.478084415584416,21.46252813852814,23.86132756132757,24.021974025974032,24.150577200577196,26.69091836734693
29,AK,23.350619637494635,18.185,18.257777777777786,20.69444444444445,20.19055555555556,19.251666666666665,16.593541666666667,17.939999999999994,17.983333333333334,18.906666666666673,17.374333333333333,20.299000000000003,18.821000000000005,19.593333333333334,21.145625,18.371833333333328,20.150444444444442,20.085,19.896666666666672,18.55,20.93,18.951,17.6705,20.377,21.101333333333333,17.105,24.8675,20.4515,16.7,19.598333333333336,21.495,20.17875,19.67525,20.346666666666668,19.54,26.899519095632645,26.619270088068898,27.182685670862057,27.135224686545282,27.11187958971467,27.055188019979514,26.396516123621165,27.195589364303153,27.149559472687145,27.13394677340011,25.959227142599467,26.382610306771426,26.855539104678694,27.108922149911812,26.87122366329966,26.806752326118325,26.479616002660535,27.345583287237453,27.38351127188843,26.97623907775231,27.161797473214875,26.31189700176367,26.750134990928192,29.231764904572945
30,TX,26.632444444444445,27.383129292929297,28.256874777183604,27.83574361259656,27.226478121551647,26.85298849607183,26.68686688311688,26.98191622103387,27.065904280904284,28.20447811447812,27.60884090909091,27.009281043517884,27.669556353003717,27.045419588744586,28.37058181818182,27.86637916666667,26.504256012506012,24.463665015540013,25.83801250601251,27.708611712361716,27.69611625874126,27.27626584813655,28.82370672239637,27.956357297464447,26.43912012987013,27.766073461891647,29.062503520923524,29.06513797313797,26.92923941336441,26.595898212898213,26.01036636363636,27.703846445824713,28.33566807829852,27.47211288600289,26.568717584003306,28.80402249770432,28.012798611111112,29.486968855218848,28.076610959216215,28.27330756545043,28.865809363476032,27.559290704665703,30.37678537252222,28.306144300144297,29.05646011904762,27.71798593073593,27.71358189033189,27.52346939317993,29.16632186948853,29.205437421837424,27.405,28.58766003787879,23.110186688311693,29.174042632204394,29.186707900432896,29.22600282234105,28.69883008658009,29.617164975649352,31.64915343915344
